src_bytes,class
42,normal
0,anomaly
0,anomaly
0,anomaly
214,normal
520,anomaly
0,anomaly
0,anomaly
222,normal
0,anomaly
2250,normal
213,normal
0,anomaly
28,anomaly
8,anomaly
0,anomaly
0,anomaly
1,anomaly
214,normal
260,normal
8,anomaly
326,normal
0,anomaly
0,normal
1032,anomaly
1032,anomaly
0,anomaly
12,normal
146,normal
45,normal
201,normal
0,anomaly
8,anomaly
1765,normal
848,normal
937,normal
0,anomaly
950,normal
0,anomaly
0,anomaly
352,normal
203,normal
1295,normal
259,normal
0,anomaly
7321,normal
3245,normal
638,normal
1188,normal
0,anomaly
0,anomaly
30,normal
881,normal
0,normal
210,normal
288,normal
200,normal
0,anomaly
382,normal
210,normal
1,anomaly
0,anomaly
0,anomaly
44,normal
214,normal
0,anomaly
0,anomaly
214,normal
0,anomaly
1019,normal
238,normal
1032,anomaly
0,normal
221,normal
0,anomaly
0,anomaly
187,normal
44,normal
0,anomaly
0,anomaly
167,normal
0,anomaly
334,anomaly
92884,normal
0,normal
190,normal
0,anomaly
2516,normal
1436,normal
162,normal
46,normal
0,anomaly
234,normal
229,normal
413,normal
0,anomaly
666,normal
105,normal
197,normal
1,anomaly
331,normal
0,anomaly
0,anomaly
44,normal
320,normal
197,normal
174,normal
1376,normal
1,anomaly
0,anomaly
321,normal
0,anomaly
215,normal
258,normal
279,normal
0,anomaly
250,normal
0,anomaly
291,normal
0,anomaly
950,anomaly
0,anomaly
1,anomaly
182,normal
152,normal
1830,normal
54540,anomaly
0,anomaly
346,normal
0,anomaly
0,normal
236,normal
1032,anomaly
352,normal
292,normal
45,normal
0,anomaly
229,normal
0,anomaly
0,anomaly
0,anomaly
294,normal
308,normal
0,anomaly
0,anomaly
45,normal
232,normal
175,normal
146,normal
0,anomaly
0,anomaly
0,anomaly
46,normal
8,anomaly
520,anomaly
1,anomaly
0,anomaly
0,anomaly
0,anomaly
1688,normal
218,normal
0,anomaly
0,anomaly
0,anomaly
43,normal
0,anomaly
232,normal
0,anomaly
0,anomaly
201,normal
0,normal
0,anomaly
0,anomaly
8,anomaly
12,normal
288,normal
343,normal
0,anomaly
316,normal
10,normal
0,anomaly
245,normal
250,normal
145,normal
1139,normal
0,anomaly
0,anomaly
33,normal
0,anomaly
119,normal
42,normal
230,normal
192,normal
0,anomaly
1,anomaly
164,normal
28,anomaly
46,normal
233,normal
0,anomaly
105,normal
0,anomaly
16787,normal
0,anomaly
209,normal
314,normal
0,anomaly
42,normal
147,normal
0,anomaly
937,normal
45,normal
199,normal
165,normal
45,normal
0,anomaly
306,normal
334,normal
285,normal
0,anomaly
0,anomaly
54540,anomaly
325,normal
0,anomaly
234,normal
44,normal
8,anomaly
334,anomaly
0,anomaly
216,normal
0,anomaly
0,anomaly
1,anomaly
0,anomaly
0,anomaly
1032,anomaly
210,normal
5013,normal
26408,normal
0,normal
337,normal
1,anomaly
44,normal
0,normal
0,anomaly
319,normal
8,anomaly
0,anomaly
0,anomaly
0,anomaly
0,anomaly
350,normal
244,normal
0,anomaly
8,anomaly
0,anomaly
1032,anomaly
691,normal
0,anomaly
224,normal
24,normal
0,anomaly
0,anomaly
1,anomaly
0,anomaly
8,anomaly
0,anomaly
43,normal
0,anomaly
216,normal
218,normal
224,normal
0,anomaly
261,normal
221,normal
1322,normal
0,anomaly
202,normal
947,normal
285,normal
0,anomaly
190,normal
0,anomaly
8,anomaly
749,normal
0,anomaly
193,normal
215,anomaly
0,anomaly
329,normal
312,normal
41,normal
0,anomaly
0,anomaly
323,normal
0,anomaly
203,normal
0,anomaly
164,normal
0,anomaly
208,normal
301,normal
0,anomaly
221,normal
7,normal
0,anomaly
353,normal
0,anomaly
279,normal
223,normal
217,normal
46,normal
0,anomaly
0,anomaly
696,normal
0,anomaly
344,normal
18,anomaly
0,anomaly
213,normal
516,normal
287,normal
0,anomaly
0,anomaly
256,normal
231,normal
2489,normal
0,anomaly
241,normal
726,normal
0,anomaly
224,normal
1014,normal
0,anomaly
3334,normal
136,normal
325,normal
28,anomaly
0,normal
0,anomaly
43,normal
1,anomaly
0,anomaly
112,normal
0,anomaly
267,normal
309,normal
43,normal
54540,anomaly
0,anomaly
0,anomaly
0,anomaly
244,normal
0,anomaly
0,anomaly
0,anomaly
237,normal
634,normal
18,anomaly
0,anomaly
0,normal
0,anomaly
333,normal
287,normal
216,normal
30,normal
192,normal
0,anomaly
0,anomaly
1509,normal
0,anomaly
229,normal
198,normal
197,normal
0,anomaly
0,anomaly
0,anomaly
0,anomaly
0,anomaly
0,anomaly
352,normal
45,normal
0,anomaly
355,normal
0,anomaly
0,anomaly
0,anomaly
211,normal
0,anomaly
0,anomaly
0,anomaly
0,anomaly
0,anomaly
286,normal
327,normal
184,normal
0,anomaly
1,anomaly
0,anomaly
8,anomaly
0,normal
0,anomaly
248,normal
320,normal
0,anomaly
316,normal
0,anomaly
308,normal
296,normal
229,normal
0,anomaly
199,normal
18,anomaly
2103,normal
0,anomaly
0,anomaly
307,normal
0,anomaly
45,normal
1491,normal
336,normal
292,normal
0,anomaly
146,normal
298,normal
216,normal
241,normal
1139,normal
740,normal
1480,anomaly
54540,anomaly
302,normal
226,normal
212,normal
1573,normal
44,normal
1,anomaly
201,normal
70,normal
1458,normal
0,anomaly
327,normal
0,anomaly
0,anomaly
0,anomaly
1562,normal
0,anomaly
0,anomaly
0,anomaly
224,normal
0,anomaly
744,normal
0,anomaly
324,normal
167,normal
8,anomaly
607,normal
0,anomaly
0,anomaly
46,normal
340,normal
263,normal
0,anomaly
0,anomaly
0,anomaly
0,normal
43,normal
35,normal
359,normal
0,anomaly
44,normal
0,anomaly
43,normal
1032,anomaly
0,anomaly
0,anomaly
247,normal
0,anomaly
0,anomaly
279,normal
0,anomaly
1032,anomaly
0,anomaly
209,normal
232,normal
0,anomaly
0,anomaly
181,normal
0,anomaly
0,anomaly
278,normal
105,normal
0,anomaly
1,anomaly
337,normal
181,normal
147,normal
0,anomaly
325,normal
105,normal
0,anomaly
0,anomaly
244,normal
36,normal
45,normal
0,anomaly
0,normal
254,normal
357,normal
0,anomaly
0,anomaly
0,anomaly
1032,anomaly
0,anomaly
0,anomaly
105,normal
1629,normal
105,normal
0,anomaly
374,normal
1441,normal
637,normal
1809,normal
220,normal
0,anomaly
236,normal
0,anomaly
252,normal
0,anomaly
0,anomaly
0,anomaly
304,normal
28,anomaly
46,normal
242,normal
852,normal
0,anomaly
225,normal
295,normal
1189,normal
91,normal
274,normal
1,anomaly
0,anomaly
312,normal
297,normal
0,anomaly
203,normal
343,normal
329,normal
10261,normal
178,normal
45,normal
208,normal
0,anomaly
1032,anomaly
8,anomaly
0,anomaly
1032,anomaly
965,normal
260,normal
300,normal
17,normal
209,normal
308,normal
0,anomaly
854,normal
0,anomaly
215,normal
54540,anomaly
306,normal
43,normal
8,anomaly
11,normal
0,anomaly
0,anomaly
0,anomaly
325,normal
46,normal
0,anomaly
0,anomaly
219,normal
1871,normal
0,normal
45,normal
45,normal
0,anomaly
248,normal
0,anomaly
0,anomaly
300,normal
307,normal
0,anomaly
233,normal
284,normal
228,normal
0,anomaly
0,anomaly
233,normal
231,normal
1032,anomaly
1,anomaly
0,anomaly
1,anomaly
675,normal
751,normal
42,normal
179,normal
0,anomaly
2671,normal
979,normal
0,anomaly
0,anomaly
0,anomaly
0,anomaly
0,anomaly
0,anomaly
231,normal
0,anomaly
0,anomaly
229,normal
280,normal
0,anomaly
0,anomaly
0,anomaly
44,normal
3909,normal
0,anomaly
37,normal
0,anomaly
2194619,normal
3909,normal
0,anomaly
0,anomaly
0,anomaly
213,normal
331,normal
1060,normal
0,anomaly
293,normal
233,normal
237,normal
42,normal
44,normal
0,anomaly
222,normal
0,anomaly
0,anomaly
0,anomaly
244,normal
0,anomaly
1,anomaly
17086,normal
220,normal
0,anomaly
217,normal
364,normal
0,anomaly
212,normal
44,normal
0,anomaly
8,anomaly
277,normal
43,normal
0,anomaly
922,normal
0,anomaly
1153,normal
0,normal
1,anomaly
48,normal
0,anomaly
0,anomaly
216,normal
42,normal
290,normal
0,anomaly
248,normal
0,anomaly
0,anomaly
520,anomaly
8,anomaly
216,normal
819,normal
0,anomaly
0,anomaly
834,normal
0,anomaly
209,normal
183,normal
248,normal
8,anomaly
5319,normal
239,normal
0,anomaly
297,normal
0,anomaly
134,normal
247,normal
45,normal
0,anomaly
166,normal
0,anomaly
0,anomaly
0,anomaly
1525,normal
0,anomaly
105,normal
0,anomaly
337,normal
334,anomaly
203,normal
8,anomaly
294,normal
0,anomaly
8,normal
312,normal
45,normal
46,normal
0,normal
230,normal
0,anomaly
0,anomaly
1,anomaly
299,normal
10,normal
6062,normal
29,normal
215,normal
0,anomaly
0,anomaly
45,normal
0,anomaly
0,anomaly
314,normal
28,anomaly
0,anomaly
1,anomaly
334,anomaly
8,anomaly
0,normal
147,normal
206,normal
209,normal
45,normal
0,anomaly
0,anomaly
0,anomaly
8,anomaly
1165,normal
217,normal
30,normal
0,anomaly
147,normal
276,normal
0,anomaly
0,anomaly
0,anomaly
3909,normal
315,normal
222,normal
45,normal
326,normal
295,normal
0,anomaly
0,anomaly
216,normal
0,anomaly
0,anomaly
0,anomaly
30,normal
37,normal
300,normal
45,normal
0,anomaly
1032,anomaly
281,normal
1346,normal
0,anomaly
94,normal
1,anomaly
0,anomaly
275,normal
288,normal
8,anomaly
0,anomaly
520,anomaly
225,normal
0,anomaly
205,normal
0,anomaly
0,anomaly
213,normal
157,normal
0,normal
0,anomaly
255,normal
250,normal
0,anomaly
295,normal
275,normal
0,anomaly
766,normal
0,anomaly
198,normal
0,anomaly
223,normal
0,anomaly
837,normal
0,anomaly
0,anomaly
960,normal
0,anomaly
0,anomaly
0,anomaly
8,anomaly
0,anomaly
44,normal
0,anomaly
335,normal
147,normal
0,anomaly
231,normal
0,normal
0,anomaly
310,normal
307,normal
147,normal
0,anomaly
0,anomaly
181,normal
45,normal
341,normal
641,normal
1917,normal
105,normal
223,normal
345,normal
8,anomaly
0,anomaly
564,anomaly
89,anomaly
3077,normal
0,normal
324,normal
0,anomaly
0,anomaly
0,anomaly
0,anomaly
216,normal
0,anomaly
0,anomaly
0,anomaly
205,normal
293,normal
0,anomaly
0,anomaly
0,anomaly
1001,normal
0,anomaly
1538,normal
204,normal
678,normal
200,normal
751,normal
1363,normal
323,normal
0,anomaly
2672,normal
237,normal
8,anomaly
0,anomaly
0,anomaly
287,normal
231,normal
491,normal
285,normal
0,anomaly
211,normal
253,normal
0,anomaly
30,normal
36,normal
228,normal
0,anomaly
354,normal
0,anomaly
228,normal
9,normal
286,normal
0,normal
896,normal
0,anomaly
229,normal
220,normal
1123,normal
0,anomaly
196,normal
0,anomaly
237,normal
228,normal
369,normal
166,normal
309,normal
0,anomaly
301,normal
348,normal
244,normal
0,anomaly
0,anomaly
0,anomaly
249,normal
0,anomaly
146,normal
223,normal
0,anomaly
195,normal
0,anomaly
45,normal
229,normal
0,anomaly
0,anomaly
0,anomaly
0,normal
284,normal
243,normal
0,anomaly
0,anomaly
0,anomaly
232,normal
1,anomaly
0,anomaly
1032,anomaly
0,anomaly
0,anomaly
516,normal
148,normal
0,anomaly
299,normal
0,anomaly
746,normal
34,normal
78,normal
0,anomaly
7045,anomaly
192,normal
1084,normal
0,anomaly
44,normal
0,anomaly
207,normal
247,normal
8,anomaly
1,anomaly
0,anomaly
332,normal
0,anomaly
0,anomaly
361,normal
268,normal
177,normal
4539,normal
232,normal
0,anomaly
298,normal
0,normal
46,normal
1032,anomaly
0,anomaly
1453,normal
0,normal
0,anomaly
305,normal
1018,normal
329,normal
78,normal
0,anomaly
33,normal
1292,normal
8,anomaly
44,normal
213,normal
41,normal
1032,anomaly
44,normal
0,normal
240,normal
0,anomaly
0,anomaly
312,normal
54540,anomaly
0,normal
0,anomaly
520,anomaly
173,normal
0,normal
0,anomaly
963,normal
0,anomaly
229,normal
247,normal
42,normal
3909,normal
10073,normal
749,normal
0,anomaly
0,anomaly
42,normal
1035,normal
243,normal
0,anomaly
0,normal
364,normal
740,normal
0,anomaly
219,normal
305,normal
356,normal
0,anomaly
304,normal
0,anomaly
0,anomaly
346,normal
0,anomaly
8,anomaly
216,normal
15876,normal
44,normal
0,anomaly
234,normal
0,anomaly
0,anomaly
0,normal
0,anomaly
0,anomaly
350,normal
235,normal
213,normal
105,normal
0,anomaly
0,normal
3468,normal
266,normal
28,anomaly
1661,normal
28,anomaly
0,anomaly
0,anomaly
1032,anomaly
330,normal
222,normal
28,anomaly
318,normal
775,normal
105,normal
0,anomaly
5336,normal
239,normal
45,normal
1,anomaly
159,normal
215,normal
9,normal
28,anomaly
626,normal
0,anomaly
0,anomaly
247,normal
7940,normal
0,anomaly
0,anomaly
0,anomaly
0,anomaly
0,anomaly
221,normal
0,anomaly
1,anomaly
46,normal
994,normal
279,normal
28,anomaly
0,anomaly
302,normal
0,normal
911,normal
1032,anomaly
0,anomaly
241,normal
0,anomaly
0,anomaly
0,normal
1131,normal
221,normal
8496,normal
0,anomaly
0,anomaly
0,anomaly
286,normal
0,normal
0,anomaly
1384,normal
43,normal
0,normal
247,normal
212,normal
8,anomaly
0,anomaly
501760,normal
0,anomaly
14052,normal
0,anomaly
0,anomaly
95,normal
91,normal
0,anomaly
0,anomaly
8,anomaly
198,normal
341,normal
1520,normal
0,anomaly
210,normal
1855,normal
45,normal
146,normal
0,anomaly
0,anomaly
0,anomaly
54540,anomaly
0,anomaly
0,anomaly
0,anomaly
251,normal
0,anomaly
0,anomaly
0,anomaly
0,anomaly
323,normal
0,anomaly
1,anomaly
201,normal
43,normal
311,normal
0,anomaly
322,normal
0,anomaly
0,anomaly
779,normal
206,normal
254,normal
0,anomaly
46,normal
37,normal
323,normal
0,anomaly
0,anomaly
0,anomaly
286,normal
15876,normal
8,anomaly
306,normal
0,anomaly
147,normal
252,normal
285,normal
1874,normal
64,normal
264,normal
237,normal
0,anomaly
78,normal
0,anomaly
0,anomaly
0,anomaly
0,anomaly
0,anomaly
0,anomaly
0,anomaly
163,normal
8,anomaly
0,anomaly
1032,anomaly
598,normal
0,anomaly
193,normal
1496,normal
0,anomaly
216,normal
0,anomaly
228,normal
0,anomaly
0,anomaly
0,anomaly
1565,normal
147,normal
8,anomaly
46,normal
8,anomaly
0,anomaly
105,normal
1,anomaly
0,anomaly
8,anomaly
0,normal
1,anomaly
233,normal
43,normal
1480,anomaly
133,normal
0,anomaly
0,anomaly
36,normal
339,normal
2171,normal
472,normal
365,anomaly
0,anomaly
1177,normal
54540,anomaly
1085,normal
42,normal
0,anomaly
0,anomaly
310,normal
217,normal
297,normal
0,anomaly
0,anomaly
0,anomaly
12,normal
230,normal
43,normal
0,anomaly
0,normal
219,normal
0,anomaly
229,normal
0,anomaly
1404,normal
146,normal
218,normal
219,normal
0,anomaly
245,normal
1298,normal
285,normal
1032,anomaly
141,normal
245,normal
0,anomaly
991,normal
48,normal
9,normal
59,normal
0,anomaly
0,anomaly
287,normal
0,normal
319,normal
295,normal
0,anomaly
44,normal
408,normal
0,anomaly
0,anomaly
497,normal
184,normal
54540,anomaly
8,anomaly
0,anomaly
192,normal
42,normal
207,anomaly
0,anomaly
0,anomaly
0,anomaly
0,anomaly
207,normal
0,anomaly
45,normal
249,normal
0,anomaly
190,normal
301,normal
238,normal
0,anomaly
226,normal
0,anomaly
314,normal
28,anomaly
0,anomaly
1250,normal
225,normal
5929,normal
0,anomaly
1800,normal
54540,anomaly
0,anomaly
0,anomaly
34,normal
222,normal
0,anomaly
0,anomaly
1246,anomaly
0,anomaly
289,normal
0,anomaly
215,anomaly
325,normal
325,normal
323,normal
215,anomaly
501760,normal
312,normal
0,anomaly
8,anomaly
221,normal
0,normal
0,normal
2273,normal
387,normal
8,anomaly
186,normal
211,normal
8,anomaly
0,anomaly
209,normal
0,anomaly
0,anomaly
44,normal
0,anomaly
42,normal
520,anomaly
4539,normal
0,anomaly
313,normal
279,normal
232,normal
0,anomaly
333,normal
0,anomaly
315,normal
272,normal
0,normal
0,anomaly
198,normal
215,normal
0,anomaly
0,anomaly
0,anomaly
211,normal
253,normal
0,normal
2450,normal
641,normal
0,anomaly
1477,normal
0,anomaly
0,anomaly
211,normal
0,anomaly
205,normal
0,anomaly
46,normal
0,anomaly
182,normal
225,normal
0,anomaly
200,normal
105,normal
0,anomaly
0,anomaly
30,normal
45,normal
0,anomaly
0,anomaly
227,normal
0,normal
344,normal
147,normal
0,anomaly
208,normal
45,normal
0,anomaly
337,normal
268,normal
18,anomaly
0,anomaly
288,normal
230,normal
45,normal
0,anomaly
28,anomaly
0,anomaly
0,anomaly
72,normal
45,normal
0,anomaly
0,anomaly
346,normal
0,anomaly
326,normal
0,normal
0,anomaly
0,anomaly
156,normal
0,anomaly
326,normal
0,anomaly
0,anomaly
44,normal
0,anomaly
177,normal
0,anomaly
8,anomaly
36,normal
225,normal
105,normal
343,normal
147,normal
520,anomaly
17,normal
0,anomaly
1099,normal
0,anomaly
0,anomaly
0,anomaly
0,anomaly
0,anomaly
0,anomaly
313,normal
46,normal
185,normal
911,normal
245,normal
0,anomaly
305,normal
104,normal
938,normal
30,normal
0,anomaly
0,anomaly
200,normal
0,anomaly
0,anomaly
889,normal
105,normal
0,anomaly
0,anomaly
520,anomaly
0,anomaly
0,normal
36,normal
0,anomaly
258,normal
42,normal
227,normal
1546,normal
0,anomaly
175337,normal
296,normal
0,normal
0,anomaly
45,normal
501760,normal
212,normal
315,normal
187,normal
46,normal
295,normal
229,normal
347,normal
145,normal
0,anomaly
1376,normal
45,normal
0,anomaly
285,normal
1,anomaly
0,anomaly
1055,normal
0,anomaly
199,normal
307,normal
0,anomaly
0,anomaly
8,anomaly
309,normal
0,anomaly
227,normal
394,normal
0,anomaly
305,normal
0,anomaly
233,normal
343,normal
0,anomaly
1745,normal
43,normal
8,anomaly
0,anomaly
0,anomaly
204921,normal
155,normal
0,anomaly
0,anomaly
0,anomaly
239,normal
0,anomaly
44,normal
0,anomaly
105,normal
242,normal
147,normal
1032,anomaly
105,normal
0,anomaly
171,normal
0,anomaly
0,anomaly
5336,normal
42,normal
7233,normal
0,anomaly
220,normal
343,normal
312,normal
7,normal
226,normal
44,normal
0,anomaly
0,anomaly
0,anomaly
0,anomaly
0,anomaly
0,anomaly
0,anomaly
0,anomaly
224,normal
1419,normal
7,normal
44,normal
292,normal
241,normal
516,normal
326,normal
1407,normal
8,anomaly
0,anomaly
0,anomaly
207,normal
0,anomaly
0,anomaly
44,normal
0,anomaly
374,normal
215,normal
287,normal
45,normal
320,normal
105,normal
0,anomaly
146,normal
206,normal
1010,normal
8,anomaly
0,anomaly
0,anomaly
0,anomaly
0,anomaly
182,normal
1032,anomaly
0,anomaly
0,anomaly
988,normal
315,normal
315,normal
289,normal
0,anomaly
240,normal
221,normal
1272,normal
298,normal
0,anomaly
200,normal
0,anomaly
42,normal
2225,normal
254,normal
0,anomaly
209,normal
233,normal
162,normal
45,normal
0,anomaly
0,anomaly
0,anomaly
0,anomaly
0,anomaly
45,normal
0,anomaly
0,anomaly
263,normal
308,normal
0,anomaly
8,anomaly
0,anomaly
45,normal
267,normal
0,anomaly
0,anomaly
0,anomaly
0,anomaly
43,normal
0,anomaly
2101,normal
12286,normal
330,normal
10468,normal
346,normal
303,normal
0,anomaly
0,anomaly
1288,normal
0,anomaly
8,anomaly
345,normal
0,anomaly
145,normal
0,anomaly
140,normal
0,anomaly
0,anomaly
1,anomaly
0,anomaly
44,normal
0,anomaly
0,normal
317,normal
161,normal
350,normal
9,normal
0,anomaly
1032,anomaly
1,anomaly
0,normal
193,normal
866,normal
0,anomaly
1,anomaly
8,anomaly
0,anomaly
0,anomaly
44,normal
44,normal
48,normal
1173,normal
0,anomaly
236,normal
520,anomaly
18,anomaly
0,anomaly
1223,anomaly
0,anomaly
2881,normal
0,anomaly
381,normal
172,normal
209,normal
0,anomaly
299,normal
43,normal
0,anomaly
213,normal
0,anomaly
802,normal
354,normal
300,normal
6,normal
236,normal
44,normal
0,anomaly
0,anomaly
113,normal
0,anomaly
147,normal
329,normal
44,normal
296,normal
359,normal
0,anomaly
314,normal
105,normal
9311,normal
323,normal
0,normal
208,normal
0,anomaly
1103,normal
78,normal
44,normal
18,anomaly
203,normal
0,anomaly
347,normal
59,normal
0,anomaly
313,normal
1,anomaly
0,anomaly
0,anomaly
0,anomaly
0,anomaly
30,normal
0,anomaly
44,normal
0,anomaly
0,anomaly
45,normal
0,anomaly
0,anomaly
1480,anomaly
0,anomaly
0,anomaly
3080,normal
291,normal
0,anomaly
297,normal
210,normal
0,anomaly
312,normal
520,anomaly
11,normal
54540,anomaly
0,anomaly
146,normal
0,anomaly
254,normal
0,anomaly
291,normal
0,normal
0,anomaly
0,anomaly
215,normal
8,anomaly
147,normal
218,normal
0,anomaly
0,anomaly
231,normal
0,anomaly
0,anomaly
0,anomaly
0,anomaly
147,normal
0,anomaly
0,anomaly
250,normal
30,normal
49640,anomaly
0,anomaly
215,normal
279,normal
242,normal
5891,normal
304,normal
46,normal
172,normal
0,anomaly
0,normal
188,normal
236,normal
105,normal
42,normal
0,anomaly
0,anomaly
0,anomaly
29,normal
749,normal
0,anomaly
0,normal
308,normal
48,normal
6932,normal
287,normal
44,normal
0,anomaly
105,normal
0,anomaly
261,normal
54540,anomaly
851,normal
325,normal
0,normal
207,normal
318,normal
0,anomaly
0,anomaly
209,normal
1,anomaly
0,anomaly
0,anomaly
0,anomaly
0,anomaly
263,normal
87,normal
250,normal
0,anomaly
288,normal
0,anomaly
147,normal
368,normal
3676,normal
383,normal
28,anomaly
1555,normal
226,normal
1630,normal
0,anomaly
8,anomaly
1608,normal
0,anomaly
0,anomaly
54540,anomaly
0,anomaly
1,anomaly
0,anomaly
492,normal
224,normal
8,anomaly
0,anomaly
0,anomaly
0,anomaly
0,anomaly
234,normal
0,anomaly
146,normal
0,anomaly
0,anomaly
0,anomaly
0,anomaly
306,normal
0,anomaly
1032,anomaly
105,normal
0,anomaly
59,normal
0,anomaly
0,anomaly
1180,normal
0,anomaly
0,anomaly
0,anomaly
0,normal
0,anomaly
0,anomaly
329,normal
190,normal
0,anomaly
221,normal
0,anomaly
0,anomaly
0,anomaly
0,anomaly
0,anomaly
0,anomaly
880,normal
0,anomaly
1353,normal
383,normal
106,normal
567,normal
925,normal
0,anomaly
252,normal
0,anomaly
8,anomaly
46,normal
1,anomaly
0,anomaly
1008,normal
45,normal
0,anomaly
1197,anomaly
308,normal
12241,normal
0,anomaly
288,normal
0,anomaly
520,anomaly
46,normal
105,normal
0,anomaly
326,normal
194,normal
389,normal
292,normal
0,normal
0,anomaly
1556,normal
0,anomaly
0,anomaly
0,anomaly
0,normal
43,normal
310,normal
8,normal
1032,anomaly
820,normal
245,normal
236,normal
71,normal
2444,normal
301,normal
0,anomaly
0,anomaly
1199,normal
0,anomaly
241,normal
9,normal
0,anomaly
46,normal
0,anomaly
0,normal
0,normal
6237,normal
0,anomaly
0,anomaly
0,anomaly
0,anomaly
6274,anomaly
0,anomaly
30,normal
38,normal
0,anomaly
181,normal
17,normal
305,normal
0,anomaly
884,normal
259,normal
8,anomaly
0,anomaly
0,anomaly
1032,anomaly
0,normal
103,normal
1052,normal
188,normal
0,anomaly
383,normal
323,normal
0,anomaly
228,normal
225,normal
0,anomaly
0,anomaly
0,anomaly
0,normal
42,normal
0,anomaly
0,anomaly
0,anomaly
44,normal
1032,anomaly
8325,normal
978,normal
39,normal
0,anomaly
0,anomaly
307,normal
239,normal
8,anomaly
988,normal
7045,anomaly
150,normal
8,anomaly
0,anomaly
180,normal
42,normal
321,normal
0,anomaly
0,anomaly
0,anomaly
0,anomaly
1,anomaly
1,anomaly
1150,normal
0,normal
0,anomaly
0,anomaly
332,normal
54540,anomaly
0,anomaly
292,normal
0,anomaly
0,normal
315,normal
292,normal
57,normal
0,anomaly
0,anomaly
228,normal
0,anomaly
0,anomaly
78,normal
1170,normal
293,normal
0,anomaly
44,normal
0,anomaly
0,anomaly
45,normal
2844,normal
0,anomaly
355,normal
44,normal
8,anomaly
241,normal
100,anomaly
340,normal
0,anomaly
0,anomaly
0,anomaly
0,anomaly
0,anomaly
229,normal
0,anomaly
28,anomaly
44,normal
0,anomaly
0,anomaly
0,normal
30,normal
44,normal
0,anomaly
302,normal
0,anomaly
45,normal
1339,normal
0,anomaly
0,anomaly
0,anomaly
214,normal
242,normal
8,anomaly
147,normal
11935,normal
0,anomaly
316,normal
8,normal
0,anomaly
0,anomaly
228,normal
251,normal
8,anomaly
0,anomaly
217,normal
0,anomaly
1,anomaly
44,normal
0,anomaly
167,normal
0,anomaly
0,anomaly
0,anomaly
1032,anomaly
0,anomaly
1435,normal
377,normal
0,anomaly
230,normal
189,normal
266,normal
320,normal
0,anomaly
0,anomaly
229,normal
44,normal
1,anomaly
0,anomaly
2194619,normal
1032,anomaly
0,anomaly
11,normal
1032,anomaly
3690,normal
0,anomaly
337,normal
249,normal
0,anomaly
105,normal
10864,normal
319,normal
243,normal
960,normal
1065,normal
319,normal
224,normal
0,anomaly
6234,normal
0,anomaly
0,anomaly
0,anomaly
0,anomaly
0,anomaly
345,normal
267,normal
45,normal
0,anomaly
0,anomaly
199,normal
0,anomaly
304,normal
195,normal
290,normal
0,anomaly
216,normal
0,anomaly
9,normal
1517,normal
213,normal
248,normal
1480,anomaly
2194619,normal
0,anomaly
411,normal
0,anomaly
192,normal
0,anomaly
229,normal
0,anomaly
286,normal
0,anomaly
312,normal
0,anomaly
0,anomaly
125,anomaly
153,normal
259,normal
334,anomaly
316,normal
729,normal
0,anomaly
189,normal
0,anomaly
998,normal
0,anomaly
18,anomaly
1032,anomaly
520,anomaly
334,normal
318,normal
43,normal
205,normal
0,anomaly
1005,normal
0,anomaly
0,anomaly
219,normal
243,normal
333,normal
43,normal
0,anomaly
297,normal
0,anomaly
0,anomaly
0,anomaly
226,normal
221,normal
0,anomaly
7,normal
0,anomaly
0,anomaly
0,anomaly
0,anomaly
0,anomaly
8,anomaly
1,anomaly
0,anomaly
0,normal
0,anomaly
211,normal
0,anomaly
0,anomaly
231,normal
0,anomaly
30,normal
147,normal
0,anomaly
976,normal
122,normal
0,anomaly
46,normal
0,anomaly
561,normal
5,anomaly
0,normal
194,normal
239,normal
8,anomaly
0,anomaly
28,anomaly
0,anomaly
0,anomaly
0,anomaly
255,normal
0,anomaly
0,anomaly
243,normal
0,anomaly
315,normal
0,anomaly
292,normal
1769,normal
209,normal
0,anomaly
0,normal
8,anomaly
247,normal
0,anomaly
0,anomaly
14189,normal
8,anomaly
0,anomaly
333,normal
220,normal
18,anomaly
0,normal
520,anomaly
46,normal
33,normal
0,anomaly
6601,normal
147,normal
0,anomaly
8,anomaly
0,anomaly
288,normal
105,normal
1480,anomaly
0,anomaly
202,normal
287,normal
226,normal
44,normal
252,normal
46,normal
520,anomaly
309,normal
0,anomaly
1,anomaly
42,normal
183,normal
1,anomaly
216,normal
0,anomaly
8,anomaly
45,normal
36,normal
0,anomaly
104,normal
227,normal
939,normal
0,anomaly
42,normal
1525,normal
0,anomaly
0,normal
186,normal
336,normal
284,normal
286,normal
0,anomaly
232,normal
0,anomaly
0,anomaly
1365,normal
0,anomaly
0,anomaly
8,anomaly
44,normal
157,normal
42,normal
1970,normal
238,normal
54540,anomaly
0,anomaly
8,anomaly
0,anomaly
0,anomaly
0,anomaly
292,normal
0,anomaly
154,normal
0,anomaly
0,anomaly
9178,normal
309,normal
1,anomaly
0,anomaly
0,anomaly
8,anomaly
230,normal
44,normal
0,anomaly
0,anomaly
0,anomaly
294,normal
1032,anomaly
210,normal
0,anomaly
317,normal
1506,normal
28,anomaly
1456,normal
0,anomaly
231,normal
42,normal
0,anomaly
8,anomaly
3690,normal
0,anomaly
