duration,protocol_type,flag,src_bytes,dst_bytes,logged_in,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,class
0,icmp,SF,8,0,0,1,23,0,0,0,0,1,0,1,1,213,1,0,1,0.5,0,0,0,0,anomaly
0,tcp,SF,11,0,1,1,1,0,0,0,0,1,0,0,89,96,0.31,0.03,0.31,0.02,0,0,0,0,normal
0,tcp,S0,0,0,0,236,14,1,1,0,0,0.06,0.07,0,255,20,0.08,0.07,0,0,1,1,0,0,anomaly
0,tcp,REJ,0,0,0,138,9,0,0,1,1,0.07,0.06,0,113,9,0.08,0.07,0.01,0,0,0,1,1,anomaly
0,tcp,S0,0,0,0,203,8,1,1,0,0,0.04,0.06,0,255,18,0.07,0.06,0,0,1,1,0,0,anomaly
0,tcp,SF,325,2077,1,7,10,0,0,0,0,1,0,0.3,255,255,1,0,0,0,0,0,0,0,normal
0,udp,SF,46,119,0,24,24,0,0,0,0,1,0,0,255,169,0.66,0.01,0,0,0,0,0,0,normal
0,tcp,S0,0,0,0,49,12,1,1,0,0,0.24,0.08,0,255,52,0.2,0.03,0.01,0,1,1,0,0,anomaly
0,tcp,RSTR,0,0,0,1,1,0,0,1,1,1,0,0,255,1,0,0.05,0.04,0,0,0,0.04,1,anomaly
0,tcp,SF,219,12044,1,1,19,0,0,0,0,1,0,0.11,4,255,1,0,0.25,0.01,0,0,0,0,normal
0,tcp,SF,1871,325,1,1,1,0,0,0,0,1,0,0,152,111,0.73,0.03,0.01,0,0,0,0,0,normal
0,tcp,REJ,0,0,0,1,1,0,0,1,1,1,0,0,43,255,1,0,0.02,0.13,0,0,1,0.92,normal
0,udp,SF,45,137,0,169,246,0,0,0,0,0.99,0.01,0.01,171,132,0.77,0.02,0.01,0,0,0,0,0,normal
0,udp,SF,45,73,0,287,287,0,0,0,0,1,0,0,255,246,0.96,0.01,0,0,0,0,0,0,normal
0,tcp,S0,0,0,0,54,13,1,1,0,0,0.24,0.07,0,255,48,0.19,0.04,0.01,0,1,1,0,0,anomaly
0,tcp,SF,248,376,1,2,2,0,0,0,0,1,0,0,81,2,0.02,0.07,0.01,0,0,0,0,0,normal
0,tcp,S0,0,0,0,209,19,1,1,0,0,0.09,0.06,0,255,20,0.08,0.08,0,0,1,1,0,0,anomaly
0,tcp,S0,0,0,0,279,2,1,1,0,0,0.01,0.06,0,255,1,0,0.08,0,0,1,1,0,0,anomaly
0,tcp,SF,300,1511,1,19,40,0,0,0,0,1,0,0.08,19,255,1,0,0.05,0.01,0,0,0,0,normal
0,tcp,SF,307,3222,1,2,2,0,0,0,0,1,0,0,255,240,0.94,0.01,0,0,0,0,0,0,normal
0,tcp,S0,0,0,0,229,13,1,1,0,0,0.06,0.07,0,255,13,0.05,0.08,0,0,1,1,0,0,anomaly
0,tcp,SF,233,1481,1,3,4,0,0,0,0,1,0,0.5,255,255,1,0,0,0,0,0,0,0,normal
0,tcp,SF,284,6251,1,9,28,0,0,0,0,1,0,0.18,113,255,1,0,0.01,0.01,0,0,0.01,0,normal
0,tcp,SF,228,804,1,17,28,0,0,0,0,1,0,0.07,255,255,1,0,0,0,0,0,0,0,normal
0,tcp,S0,0,0,0,7,6,0.71,0.83,0.29,0.17,0.71,0.43,0.33,255,46,0.18,0.04,0,0,1,1,0,0,anomaly
0,tcp,RSTO,0,0,0,283,20,0,0,1,1,0.07,0.06,0,255,20,0.08,0.07,0,0,0,0,1,1,anomaly
0,tcp,SF,233,4296,1,1,2,0,0,0,0,1,0,1,1,255,1,0,1,0.02,0,0,0,0,normal
0,tcp,SF,231,2340,1,7,20,0,0,0,0,1,0,0.2,255,255,1,0,0,0,0,0,0,0,normal
0,icmp,SF,1032,0,0,511,511,0,0,0,0,1,0,0,255,17,0.07,0.05,0.07,0,0.35,0,0.02,0,anomaly
10103,tcp,RSTR,1,0,0,2,2,0,0,1,1,1,0,0,255,2,0.01,0.73,1,0,0,0,1,1,anomaly
0,tcp,REJ,0,0,0,1,1,0,0,1,1,1,0,0,255,1,0,0.34,0,0,0,0,0.1,1,anomaly
0,udp,SF,1,0,0,3,3,0,0,0,0,1,0,0,255,74,0.29,0.13,0.92,0,0,0,0.08,0,anomaly
1,tcp,SF,675,333,1,1,2,0,0,0,0,1,0,1,23,124,0.57,0.17,0.04,0.02,0,0.02,0,0,normal
0,tcp,SF,751,325,1,1,1,0,0,0,0,1,0,0,113,197,0.79,0.04,0.01,0.01,0,0,0,0,normal
0,udp,SF,42,127,0,75,156,0,0,0,0,1,0,0.01,255,217,0.85,0.02,0,0,0,0,0,0,normal
0,tcp,SF,179,14496,1,1,1,0,0,0,0,1,0,0,84,255,1,0,0.01,0.03,0,0,0,0,normal
0,tcp,S0,0,0,0,241,15,1,1,0,0,0.06,0.06,0,255,6,0.02,0.08,0,0,1,1,0,0,anomaly
0,tcp,SF,2671,335,1,1,2,0,0,0,0,1,0,1,1,169,1,0,1,0.01,0,0,0,0,normal
0,tcp,SF,979,329,1,1,1,0,0,0,0,1,0,0,255,15,0.06,0.64,0,0,0,0.07,0,0,normal
0,tcp,S0,0,0,0,50,12,1,1,0,0,0.24,0.08,0,255,47,0.18,0.05,0.01,0,1,1,0,0,anomaly
0,tcp,RSTO,0,0,0,149,20,0,0,1,1,0.13,0.06,0,255,20,0.08,0.06,0,0,0,0,1,1,anomaly
0,tcp,S0,0,0,0,97,20,1,1,0,0,0.21,0.07,0,255,20,0.08,0.07,0,0,1,1,0,0,anomaly
0,tcp,S0,0,0,0,113,20,1,1,0,0,0.18,0.05,0,255,17,0.07,0.06,0,0,1,1,0,0,anomaly
0,tcp,S0,0,0,0,123,5,1,1,0,0,0.04,0.06,0,255,13,0.05,0.07,0,0,1,1,0,0,anomaly
0,tcp,S0,0,0,0,174,6,1,1,0,0,0.03,0.06,0,255,14,0.05,0.09,0,0,1,1,0,0,anomaly
0,tcp,SF,231,676,1,35,43,0,0,0,0,1,0,0.05,71,255,1,0,0.01,0.03,0,0,0,0,normal
0,tcp,S0,0,0,0,293,23,1,1,0,0,0.08,0.05,0,255,23,0.09,0.05,0,0,1,1,0,0,anomaly
0,tcp,S0,0,0,0,129,20,1,1,0,0,0.16,0.05,0,255,14,0.05,0.07,0,0,1,1,0,0,anomaly
0,tcp,SF,229,1046,1,8,8,0,0,0,0,1,0,0,88,255,1,0,0.01,0.02,0,0,0,0,normal
0,tcp,SF,280,290,1,12,12,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,normal
0,tcp,S0,0,0,0,104,10,1,1,0,0,0.1,0.06,0,255,10,0.04,0.06,0,0,1,1,0,0,anomaly
0,tcp,REJ,0,0,0,109,9,0,0,1,1,0.08,0.06,0,255,9,0.04,0.07,0,0,0,0,1,1,anomaly
0,tcp,S0,0,0,0,123,18,1,1,0,0,0.15,0.06,0,255,18,0.07,0.06,0,0,1,1,0,0,anomaly
0,udp,SF,44,137,0,225,305,0,0,0,0,1,0,0.01,255,253,0.99,0.01,0,0,0,0,0,0,normal
0,tcp,SF,3909,0,1,11,11,0,0,0,0,1,0,0,84,113,0.39,0.05,0.39,0.02,0,0,0,0,normal
0,tcp,S0,0,0,0,132,5,1,1,0,0,0.04,0.06,0,255,2,0.01,0.07,0,0,1,1,0,0,anomaly
0,tcp,SF,37,0,0,2,2,0,0,0,0,1,0,0,187,49,0.26,0.03,0.26,0,0.02,0,0.09,0,normal
0,tcp,REJ,0,0,0,511,1,0.23,0,0.77,1,0,1,0,255,1,0,1,0,0,0.26,0,0.74,1,anomaly
2,tcp,SF,2194619,0,1,1,1,0,0,0,0,1,0,0,144,25,0.17,0.03,0.17,0,0,0,0,0,normal
0,tcp,SF,3909,0,1,3,3,0,0,0,0,1,0,0,15,43,0.6,0.13,0.6,0.05,0,0,0,0,normal
0,tcp,S0,0,0,0,214,14,1,1,0,0,0.07,0.06,0,255,14,0.05,0.06,0,0,1,1,0,0,anomaly
0,tcp,S0,0,0,0,260,16,1,1,0,0,0.06,0.06,0,255,16,0.06,0.06,0,0,1,1,0,0,anomaly
0,tcp,S0,0,0,0,78,12,1,1,0,0,0.15,0.05,0,255,12,0.05,0.07,0,0,1,1,0,0,anomaly
0,tcp,SF,213,253,1,6,7,0,0,0,0,1,0,0.29,16,255,1,0,0.06,0.05,0,0,0,0,normal
0,tcp,SF,331,3185,1,19,31,0,0,0,0,1,0,0.1,255,255,1,0,0,0,0,0,0,0,normal
30,tcp,SF,1060,3081,1,1,1,0,0,0,0,1,0,0,239,64,0.27,0.02,0,0,0,0,0,0,normal
0,tcp,S0,0,0,0,213,16,1,1,0,0,0.08,0.07,0,255,16,0.06,0.07,0,0,1,1,0,0,anomaly
0,tcp,SF,293,597,1,9,10,0,0,0,0,1,0,0.2,30,255,1,0,0.07,0.05,0,0,0,0,normal
0,tcp,SF,233,3437,1,3,6,0,0,0,0,1,0,0.33,255,255,1,0,0,0,0,0,0,0,normal
56,tcp,SF,237,238,1,1,1,0,0,0,0,1,0,0,71,255,1,0,0.01,0.07,0,0,0.03,0.02,normal
0,udp,SF,42,42,0,21,30,0,0,0,0,1,0,0.1,255,255,1,0,0.01,0,0,0,0,0,normal
0,udp,SF,44,115,0,1,4,0,0,0,0,1,0,0.75,110,102,0.93,0.02,0.01,0,0,0,0,0,normal
0,tcp,S0,0,0,0,99,8,1,1,0,0,0.08,0.08,0,255,5,0.02,0.07,0,0,1,1,0,0,anomaly
0,tcp,SF,222,946,1,21,23,0,0,0,0,1,0,0.13,161,255,1,0,0.01,0.01,0,0,0,0,normal
0,tcp,REJ,0,0,0,102,2,0,0,1,1,0.02,0.07,0,255,2,0.01,0.07,0,0,0,0,1,1,anomaly
0,tcp,REJ,0,0,0,140,5,0,0,1,1,0.04,0.09,0,255,5,0.02,0.07,0,0,0,0,1,1,anomaly
0,tcp,S0,0,0,0,148,24,1,1,0,0,0.16,0.05,0,255,24,0.09,0.06,0,0,1,1,0,0,anomaly
0,tcp,SF,244,960,1,3,34,0,0,0,0,1,0,0.18,224,255,1,0,0,0.02,0,0,0,0,normal
0,tcp,REJ,0,0,0,1,1,0,0,1,1,1,0,0,24,2,0.04,1,0.04,1,0,0,0.83,1,anomaly
16965,tcp,RSTR,1,0,0,2,2,0,0,1,1,1,0,0,255,2,0.01,0.69,1,0,0,0,1,1,anomaly
4,tcp,SF,17086,340,1,1,1,0,0,0,0,1,0,0,114,190,0.6,0.04,0.01,0.01,0,0,0,0,normal
0,tcp,SF,220,255,1,15,16,0,0,0,0,1,0,0.12,238,255,1,0,0,0.01,0,0,0,0,normal
0,tcp,S0,0,0,0,61,14,1,1,0,0,0.23,0.07,0,255,34,0.13,0.06,0.01,0,1,1,0,0,anomaly
0,tcp,SF,217,8422,1,6,14,0,0,0,0,1,0,0.14,255,255,1,0,0,0,0,0,0,0,normal
0,tcp,SF,364,55328,1,1,1,0,0,0,0,1,0,0,26,255,1,0,0.04,0.02,0,0,0,0,normal
0,tcp,S0,0,0,0,145,12,1,1,0,0,0.08,0.06,0,255,14,0.05,0.06,0,0,1,1,0,0,anomaly
0,tcp,SF,212,1385,1,21,35,0,0,0,0,1,0,0.17,72,255,1,0,0.01,0.01,0,0,0,0,normal
0,udp,SF,44,110,0,1,1,0,0,0,0,1,0,0,130,208,1,0,1,0.01,0,0,0,0,normal
0,tcp,S0,0,0,0,179,1,1,1,0,0,0.01,0.07,0,255,1,0,0.07,0,0,1,1,0,0,anomaly
0,icmp,SF,8,0,0,1,1,0,0,0,0,1,0,0,7,5,0.71,0.43,0.71,0,0,0,0,0,anomaly
0,tcp,SF,277,1925,1,17,21,0,0,0,0,1,0,0.1,255,255,1,0,0,0,0,0,0,0,normal
0,udp,SF,43,90,0,181,181,0,0,0,0,1,0,0,255,255,1,0,0.01,0,0,0,0,0,normal
0,tcp,S0,0,0,0,113,15,1,1,0,0,0.13,0.05,0,255,8,0.03,0.06,0,0,1,1,0,0,anomaly
1,tcp,SF,922,333,1,1,2,0,0,0,0,1,0,1,162,155,0.73,0.03,0.01,0.01,0,0,0,0,normal
0,tcp,S0,0,0,0,120,2,1,1,0,0,0.02,0.07,0,255,2,0.01,0.09,0,0,1,1,0,0,anomaly
0,tcp,SF,1153,0,1,2,2,0,0,0,0,1,0,0,48,27,0.12,0.08,0.12,0.07,0,0,0,0,normal
0,tcp,REJ,0,0,0,1,2,0,0,1,1,1,0,1,11,43,1,0,0.09,0.37,0,0,1,1,normal
30217,tcp,RSTR,1,0,0,2,2,0,0,1,1,1,0,0,255,2,0.01,0.64,1,0,0,0,1,1,anomaly
0,tcp,SF,48,487,1,69,1,0,0,0,0,0.01,0.03,0,255,1,0,0.01,0,0,0,0,0,0,normal
0,tcp,REJ,0,0,0,108,1,0.01,0,0.92,1,0.01,1,0,255,1,0,0.44,0,0,0,0,0.4,1,anomaly
0,tcp,S0,0,0,0,74,17,1,1,0,0,0.23,0.05,0,255,11,0.04,0.06,0,0,1,1,0,0,anomaly
0,tcp,SF,216,2649,1,20,20,0,0,0,0,1,0,0,202,255,1,0,0,0.01,0,0,0,0,normal
0,udp,SF,42,132,0,139,205,0,0,0,0,0.99,0.01,0.01,255,223,0.87,0.02,0,0,0,0,0,0,normal
0,tcp,SF,290,380,1,24,24,0,0,0,0,1,0,0,24,255,1,0,0.04,0.04,0,0,0,0,normal
0,tcp,S0,0,0,0,289,12,1,1,0,0,0.04,0.06,0,255,12,0.05,0.07,0,0,1,1,0,0,anomaly
0,tcp,SF,248,3200,1,7,7,0,0,0,0,1,0,0,60,255,1,0,0.02,0.01,0,0,0,0,normal
0,tcp,S0,0,0,0,209,21,1,1,0,0,0.1,0.06,0,255,21,0.08,0.05,0,0,1,1,0,0,anomaly
0,tcp,RSTO,0,0,0,235,8,0,0,1,1,0.03,0.07,0,255,8,0.03,0.07,0,0,0,0,1,1,anomaly
0,icmp,SF,520,0,0,439,439,0,0,0,0,1,0,0,232,232,1,0,1,0,0,0,0,0,anomaly
0,icmp,SF,8,0,0,1,39,0,0,0,0,1,0,1,2,98,1,0,1,0.5,0,0,0,0,anomaly
0,tcp,SF,216,622,1,17,19,0,0,0,0,1,0,0.11,255,255,1,0,0,0,0,0,0,0,normal
1,tcp,SF,819,329,1,1,2,0,0,0,0,1,0,1,255,21,0.08,0.64,0,0,0,0,0,0,normal
0,tcp,S0,0,0,0,10,4,1,1,0,0,0.4,0.4,0,172,44,0.26,0.02,0.02,0,0.99,1,0,0,anomaly
0,tcp,RSTR,0,0,0,1,1,0,0,1,1,1,0,0,187,1,0.01,0.74,0.74,0,0.03,0,0.63,1,anomaly
1,tcp,SF,834,330,1,1,3,0,0,0,0,1,0,1,139,150,0.76,0.05,0.01,0.01,0.01,0.01,0,0,normal
0,tcp,S0,0,0,0,204,5,1,1,0,0,0.02,0.07,0,255,5,0.02,0.07,0,0,1,1,0,0,anomaly
0,tcp,SF,209,6992,1,9,9,0,0,0,0,1,0,0,9,255,1,0,0.11,0.02,0,0,0,0,normal
0,icmp,SF,183,0,0,7,7,0,0,0,0,1,0,0,255,20,0.08,0.01,0.09,0,0,0,0,0,normal
0,tcp,SF,248,10403,1,6,6,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,normal
0,icmp,SF,8,0,0,1,51,0,0,0,0,1,0,1,1,21,1,0,1,0.52,0,0,0,0,anomaly
0,tcp,SF,5319,0,1,17,17,0,0,0,0,1,0,0,188,53,0.28,0.02,0.28,0,0,0,0,0,normal
0,tcp,SF,239,2239,1,5,5,0,0,0,0,1,0,0,255,243,0.95,0.01,0,0,0.03,0.03,0,0,normal
0,tcp,S0,0,0,0,145,7,1,1,0,0,0.05,0.06,0,255,10,0.04,0.06,0,0,1,1,0,0,anomaly
0,tcp,SF,297,508,1,15,17,0,0,0,0,1,0,0.12,68,255,1,0,0.01,0.03,0,0.01,0.01,0,normal
0,tcp,REJ,0,0,0,373,1,0.06,0,0.91,1,0,1,0,255,1,0,1,0,0,0.08,0,0.91,1,anomaly
0,udp,SF,134,45,0,255,254,0,0,0,0,1,0.01,0,144,111,0.77,0.01,0.26,0,0,0,0,0,normal
0,tcp,SF,247,504,1,30,30,0,0,0,0,1,0,0,203,255,1,0,0,0.02,0,0,0,0,normal
0,udp,SF,45,77,0,86,87,0,0,0,0,1,0,0.02,255,254,1,0.01,0,0,0,0,0,0,normal
0,tcp,S0,0,0,0,45,17,1,1,0,0,0.38,0.09,0,255,57,0.22,0.02,0.01,0,1,1,0,0,anomaly
0,tcp,SF,166,276,1,1,1,0,0,0,0,1,0,0,100,72,0.18,0.71,0.01,0.03,0,0,0.66,0,normal
0,tcp,S0,0,0,0,193,4,1,1,0,0,0.02,0.06,0,255,4,0.02,0.07,0,0,1,1,0,0,anomaly
0,tcp,REJ,0,0,0,136,3,0,0,1,1,0.02,0.08,0,255,3,0.01,0.09,0,0,0,0,1,1,anomaly
0,tcp,S0,0,0,0,271,16,1,1,0,0,0.06,0.06,0,255,15,0.06,0.07,0,0,1,1,0,0,anomaly
1,tcp,SF,1525,400,1,1,2,0,0,0,0,1,0,1,217,118,0.54,0.01,0,0,0,0,0,0,normal
0,tcp,S0,0,0,0,211,18,1,1,0,0,0.09,0.07,0,255,18,0.07,0.06,0,0,1,1,0,0,anomaly
0,udp,SF,105,146,0,3,1,0,0,0,0,0.33,1,0,255,226,0.89,0.01,0,0,0,0,0,0,normal
0,tcp,S0,0,0,0,12,6,1,1,0,0,0.5,0.25,0,255,6,0.02,0.09,0,0,1,1,0,0,anomaly
0,tcp,SF,337,1173,1,2,3,0,0,0,0,1,0,0.67,218,255,1,0,0,0.01,0,0.01,0.15,0.13,normal
0,tcp,SF,334,0,1,2,2,0,0,0,0,1,0,0,2,36,1,0,1,0.17,0,0,0,0,anomaly
0,tcp,SF,203,454,1,13,25,0,0,0,0.04,1,0,0.08,13,255,1,0,0.08,0.05,0,0,0,0.01,normal
0,icmp,SF,8,0,0,1,3,0,0,0,0,1,0,1,2,14,1,0,1,0.5,0,0,0,0,anomaly
0,tcp,SF,294,6264,1,22,22,0,0,0,0,1,0,0,50,255,1,0,0.02,0.05,0,0,0,0,normal
0,tcp,REJ,0,0,0,235,16,0,0,1,1,0.07,0.06,0,255,16,0.06,0.06,0,0,0,0,1,1,anomaly
0,tcp,SF,8,173,0,1,1,0,0,0,0,1,0,0,90,6,0.04,0.03,0.01,0.5,0,0.17,0,0,normal
0,tcp,SF,312,1195,1,14,14,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,normal
0,udp,SF,45,81,0,152,153,0,0,0,0,0.99,0.01,0.02,255,249,0.98,0.01,0,0,0,0,0,0,normal
0,udp,SF,46,74,0,142,142,0,0,0,0,1,0,0,255,254,1,0.01,0,0,0,0,0,0,normal
0,tcp,REJ,0,0,0,2,2,0,0,1,1,1,0,0,7,251,1,0,0.14,0.05,0,0,1,1,normal
0,tcp,SF,230,1587,1,11,26,0,0,0,0,1,0,0.12,255,255,1,0,0,0,0,0,0,0,normal
0,tcp,RSTO,0,0,0,263,7,0,0,1,1,0.03,0.06,0,255,7,0.03,0.08,0,0,0,0,1,1,anomaly
0,tcp,REJ,0,0,0,148,20,0,0,1,1,0.14,0.05,0,223,20,0.09,0.06,0,0,0,0,1,1,anomaly
0,udp,SF,1,0,0,9,6,0,0,0,0,0.67,0.22,0,255,6,0.02,0.96,0.05,0,0.03,0,0.93,0,anomaly
0,tcp,SF,299,12471,1,19,19,0,0,0,0,1,0,0,255,255,1,0,0.01,0,0,0,0,0,normal
0,tcp,SF,10,228,0,2,1,0,0,0,0,0.5,1,0,121,7,0.02,0.03,0.01,0.29,0,0,0.01,0,normal
0,tcp,SF,6062,0,1,14,14,0,0,0,0,1,0,0,162,45,0.28,0.02,0.28,0,0,0,0,0,normal
0,udp,SF,29,0,0,1,4,0,0,0,0,1,0,0.75,191,38,0.14,0.02,0.14,0.05,0,0,0,0,normal
0,tcp,SF,215,4631,1,8,8,0,0,0,0,1,0,0,114,255,1,0,0.01,0.02,0,0,0,0,normal
0,tcp,S0,0,0,0,54,11,1,1,0,0,0.2,0.07,0,255,70,0.27,0.02,0.01,0,1,1,0,0,anomaly
0,tcp,S0,0,0,0,187,7,1,1,0,0,0.04,0.06,0,255,15,0.06,0.08,0,0,1,1,0,0,anomaly
0,udp,SF,45,72,0,220,220,0,0,0,0,1,0,0,255,255,1,0,0.01,0,0,0,0,0,normal
0,tcp,S0,0,0,0,128,10,1,1,0,0,0.08,0.05,0,255,10,0.04,0.05,0,0,1,1,0,0,anomaly
0,tcp,RSTR,0,0,0,1,1,0,0,1,1,1,0,0,208,1,0,0.53,0.53,0,0,0,0.52,1,anomaly
0,tcp,SF,314,2387,1,15,16,0,0,0,0,1,0,0.12,139,255,1,0,0.01,0.05,0.01,0.01,0,0,normal
0,udp,SF,28,0,0,35,35,0,0,0,0,1,0,0,248,35,0.14,0.66,0.14,0,0.02,0,0.53,0,anomaly
0,tcp,S0,0,0,0,222,13,1,1,0,0,0.06,0.05,0,26,13,0.5,0.12,0.04,0,0.92,1,0,0,anomaly
0,udp,SF,1,0,0,19,5,0,0,0,0,0.26,0.26,0,255,43,0.17,0.46,0.69,0,0,0,0.31,0,anomaly
0,tcp,SF,334,0,1,1,1,0,0,0,0,1,0,0,6,18,1,0,1,0.22,0,0,0,0,anomaly
0,icmp,SF,8,0,0,1,43,0,0,0,0,1,0,1,3,63,1,0,1,0.25,0,0,0,0,anomaly
0,tcp,SF,0,0,0,3,2,0,0,0.33,0,0.67,0.67,0,25,61,0.36,0.16,0.04,0.03,0,0,0.08,0,normal
9725,udp,SF,147,105,0,1,1,0,0,0,0,1,0,0,255,1,0,0.9,0.99,0,0,0,0,0,normal
0,tcp,SF,206,310,1,13,13,0,0,0,0,1,0,0,204,255,1,0,0,0.01,0,0,0,0,normal
0,tcp,SF,209,2828,1,15,35,0,0,0,0,1,0,0.09,116,255,1,0,0.01,0.03,0,0,0,0,normal
0,udp,SF,45,125,0,250,250,0,0,0,0,1,0,0,255,252,0.99,0.01,0,0,0,0,0,0,normal
0,tcp,S0,0,0,0,73,16,0.97,1,0.03,0,0.22,0.08,0,255,36,0.14,0.04,0.01,0,1,1,0,0,anomaly
0,tcp,REJ,0,0,0,235,19,0,0,1,1,0.08,0.07,0,255,19,0.07,0.07,0,0,0,0,1,1,anomaly
0,tcp,S0,0,0,0,7,3,1,1,0,0,0.43,0.57,0,255,4,0.02,0.09,0,0,1,1,0,0,anomaly
0,icmp,SF,8,0,0,1,8,0,0,0,0,1,0,1,1,113,1,0,1,0.5,0,0,0,0,anomaly
0,tcp,SF,1165,329,1,1,1,0,0,0,0,1,0,0,12,40,0.92,0.17,0.08,0.05,0,0,0,0,normal
0,tcp,SF,217,331,1,7,22,0,0,0,0,1,0,0.18,255,255,1,0,0,0,0,0,0.05,0.05,normal
0,udp,SF,30,0,0,1,3,0,0,0,0,1,0,1,155,47,0.15,0.03,0.15,0.04,0,0,0,0,normal
0,tcp,S0,0,0,0,195,19,1,1,0,0,0.1,0.06,0,255,19,0.07,0.07,0,0,1,1,0,0,anomaly
1195,udp,SF,147,105,0,4,2,0.25,0,0,0,0.5,0.5,0,255,4,0.02,0.53,0.93,0,0,0,0,0,normal
0,tcp,SF,276,6773,1,2,3,0,0,0,0,1,0,0.67,45,255,1,0,0.02,0.03,0,0.02,0,0.02,normal
0,tcp,S0,0,0,0,48,3,1,1,0,0,0.06,0.12,0,255,11,0.04,0.08,0,0,1,1,0,0,anomaly
0,tcp,S0,0,0,0,250,20,1,1,0,0,0.08,0.06,0,255,14,0.05,0.08,0,0,1,1,0,0,anomaly
0,tcp,S0,0,0,0,150,20,1,1,0,0,0.13,0.05,0,255,6,0.02,0.08,0,0,1,1,0,0,anomaly
0,tcp,SF,3909,0,1,6,6,0,0,0,0,1,0,0,105,53,0.5,0.03,0.5,0,0,0,0,0,normal
0,tcp,SF,315,261,1,13,36,0,0,0,0,1,0,0.11,187,255,1,0,0.01,0.01,0,0,0,0,normal
0,tcp,SF,222,717,1,6,6,0,0,0,0,1,0,0,43,255,1,0,0.02,0.02,0,0,0,0,normal
0,udp,SF,45,140,0,81,162,0,0,0,0,1,0,0.01,255,219,0.86,0.02,0,0,0,0,0,0,normal
0,tcp,SF,326,2275,1,58,62,0,0,0,0,1,0,0.06,255,255,1,0,0,0,0,0,0,0,normal
0,tcp,SF,295,10203,1,17,18,0,0,0,0,1,0,0.11,20,255,1,0,0.05,0.04,0,0,0,0,normal
0,tcp,S0,0,0,0,134,5,1,1,0,0,0.04,0.06,0,137,5,0.04,0.07,0.01,0,1,1,0,0,anomaly
0,tcp,S0,0,0,0,214,16,1,1,0,0,0.07,0.06,0,255,15,0.06,0.07,0,0,1,1,0,0,anomaly
0,tcp,SF,216,1077,1,4,4,0,0,0,0,1,0,0,4,255,1,0,0.25,0.06,0,0,0,0,normal
0,tcp,S0,0,0,0,252,2,1,1,0,0,0.01,0.06,0,255,15,0.06,0.07,0,0,1,1,0,0,anomaly
0,tcp,REJ,0,0,0,266,20,0,0,1,1,0.08,0.06,0,255,20,0.08,0.07,0,0,0,0,1,1,anomaly
0,tcp,RSTR,0,0,0,1,1,0,0,1,1,1,0,0,255,1,0,0.27,0.26,0,0,0,0.26,1,anomaly
0,udp,SF,30,0,0,1,2,0,0,0,0,1,0,1,20,27,0.2,0.15,0.2,0.07,0,0,0,0,normal
0,tcp,SF,37,0,0,2,2,0,0,0,0,1,0,0,255,3,0.01,0.07,0.01,0,0.93,0,0,0,normal
0,tcp,SF,300,1075,1,2,2,0,0,0,0,1,0,0,255,241,0.95,0.01,0,0,0,0,0,0,normal
0,udp,SF,45,128,0,65,146,0,0,0,0,1,0,0.01,255,213,0.84,0.02,0,0,0,0,0,0,normal
0,tcp,S0,0,0,0,136,20,1,1,0,0,0.15,0.05,0,255,20,0.08,0.05,0,0,1,1,0,0,anomaly
0,icmp,SF,1032,0,0,511,511,0,0,0,0,1,0,0,255,175,0.69,0.16,0.69,0,0,0,0,0,anomaly
0,tcp,SF,281,4768,1,12,12,0,0,0,0,1,0,0,160,255,1,0,0.01,0.01,0,0,0.01,0.01,normal
0,tcp,SF,1346,331,1,1,1,0,0,0,0,1,0,0,83,57,0.69,0.06,0.01,0,0.01,0,0,0,normal
0,tcp,S0,0,0,0,237,1,1,1,0,0,0,0.05,0,41,1,0.02,0.1,0.02,0,0.95,1,0,0,anomaly
0,udp,SF,94,53,0,4,4,0,0,0,0,1,0,0,36,24,0.67,0.08,0.56,0,0,0,0,0,normal
0,udp,SF,1,0,0,17,1,0,0,0,0,0.06,0.18,0,255,1,0,0.84,0.18,0,0.03,0,0.79,0,anomaly
0,tcp,S0,0,0,0,232,14,1,1,0,0,0.06,0.06,0,255,14,0.05,0.07,0,0,1,1,0,0,anomaly
0,tcp,SF,275,31039,1,2,5,0,0.2,0,0,1,0,0.4,34,255,1,0,0.03,0.02,0,0,0,0,normal
0,tcp,SF,288,401,1,3,32,0,0,0,0,1,0,0.09,248,255,1,0,0,0.01,0,0,0,0,normal
0,icmp,SF,8,0,0,1,27,0,0,0,0,1,0,1,1,129,1,0,1,0.51,0,0,0,0,anomaly
0,tcp,S0,0,0,0,247,6,1,1,0,0,0.02,0.06,0,255,16,0.06,0.07,0,0,1,1,0,0,anomaly
0,icmp,SF,520,0,0,226,226,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,anomaly
