src_bytes,dst_bytes,class
207,3090,normal
0,0,anomaly
215,4296,normal
0,0,anomaly
0,0,anomaly
0,0,anomaly
289,3780,normal
171,7280,normal
1240,2451,anomaly
245,2662,normal
1516,279,normal
1,0,anomaly
0,0,anomaly
242,865,normal
334,0,anomaly
0,0,anomaly
45,147,normal
0,0,anomaly
329,12605,normal
0,0,anomaly
1,0,anomaly
216,767,normal
0,0,anomaly
0,0,anomaly
856,333,normal
0,0,anomaly
334,436,normal
302,773,normal
0,0,anomaly
146,0,normal
301,3222,normal
226,12884,normal
174,3333,normal
214,296,normal
0,0,anomaly
0,0,anomaly
383,0,normal
520,0,anomaly
0,0,anomaly
18,0,anomaly
338,4218,normal
516,4,normal
0,0,anomaly
0,0,anomaly
0,0,anomaly
0,0,anomaly
0,0,anomaly
334,0,anomaly
206,3581,normal
1032,0,anomaly
247,298,normal
0,0,anomaly
0,0,anomaly
225,334,normal
1032,0,anomaly
8,0,anomaly
11422,1360,normal
8,0,anomaly
0,0,anomaly
0,0,anomaly
225,2924,normal
0,0,anomaly
0,0,anomaly
1032,0,anomaly
147,105,normal
186,2143,normal
0,0,anomaly
0,0,anomaly
307,1109,normal
45,136,normal
240,1055,normal
0,0,anomaly
244,611,normal
290,263,normal
210,776,normal
18,0,anomaly
567,0,normal
1,0,anomaly
288,3452,normal
257,2341,normal
232,458,normal
0,0,anomaly
146,30113,normal
1504,338,normal
198,289,normal
0,0,anomaly
28,0,anomaly
0,0,anomaly
0,0,normal
8,0,anomaly
46,71,normal
0,0,anomaly
0,0,anomaly
43,74,normal
0,0,anomaly
0,0,anomaly
45,45,normal
126,237,normal
1032,0,anomaly
363,336,normal
319,0,normal
318,1054,normal
1819,384,normal
147,105,normal
213,3051,normal
0,0,anomaly
876,332,normal
641,0,normal
8,0,anomaly
3724,330,normal
0,0,anomaly
0,0,anomaly
223,10928,normal
0,0,anomaly
284,903,normal
325,3280,normal
0,0,anomaly
0,0,anomaly
43,131,normal
0,0,anomaly
0,0,anomaly
178,15764,normal
44788,48103,normal
0,0,anomaly
43,43,normal
46,131,normal
195,178,normal
105,145,normal
0,0,anomaly
0,0,anomaly
0,0,anomaly
516,4,normal
0,0,anomaly
0,0,anomaly
30,0,normal
45,128,normal
192,0,normal
0,0,anomaly
0,12471,normal
281,755,normal
217,1065,normal
748,0,normal
147,105,normal
0,0,anomaly
45,130,normal
0,0,anomaly
284,1410,normal
0,0,anomaly
1280,332,normal
252,272,normal
317,1054,normal
0,0,anomaly
0,0,anomaly
43,72,normal
192,0,normal
280,912,normal
0,0,anomaly
214,12922,normal
12,0,normal
0,0,anomaly
227,1555,normal
1,0,anomaly
0,0,anomaly
147,0,normal
321,268,normal
0,0,anomaly
8,0,anomaly
0,0,anomaly
1750,367,normal
8,0,anomaly
262,3865,normal
78,0,normal
268,282,normal
64,0,normal
0,0,anomaly
44,135,normal
0,0,anomaly
827,326,normal
0,0,anomaly
241,668,normal
1,0,anomaly
147,147,normal
6,54,anomaly
1,0,anomaly
45,45,normal
0,0,anomaly
1174,329,normal
0,0,anomaly
0,0,anomaly
226,4306,normal
8,0,anomaly
516,4,normal
59,0,normal
0,0,anomaly
567,0,normal
0,0,anomaly
567,0,normal
207,337,normal
203,385,normal
0,0,anomaly
0,0,anomaly
0,0,anomaly
0,0,anomaly
0,0,anomaly
200,2622,normal
206,334,normal
43,112,normal
0,0,anomaly
0,0,anomaly
0,0,anomaly
43,127,normal
217,1885,normal
0,0,anomaly
626,388,normal
294,1214,normal
46,78,normal
44,115,normal
221,1375,normal
112,46,normal
303,1075,normal
192,0,normal
1513,4152,normal
215,0,anomaly
11,0,normal
501760,0,normal
0,0,anomaly
1285,330,normal
45,137,normal
227,1971,normal
226,1968,normal
342,753,normal
0,0,anomaly
0,0,anomaly
1480,0,anomaly
0,0,anomaly
192,1069,normal
293,1998,normal
220,9668,normal
340,7802,normal
236,34500,normal
1032,0,anomaly
44,110,normal
30,0,normal
0,0,anomaly
516,4,normal
0,0,anomaly
0,0,anomaly
245,0,normal
0,0,anomaly
46,75,normal
8,0,anomaly
567,0,normal
222,472,normal
1863,331,normal
335,5480,normal
357,767,normal
0,0,anomaly
18,0,anomaly
206,4006,normal
307,10687,normal
371,1062,normal
237,1481,normal
0,0,anomaly
0,0,anomaly
0,0,anomaly
1032,0,anomaly
0,0,anomaly
45,166,normal
339,1367,normal
278,6423,normal
0,0,anomaly
0,0,anomaly
1727,24080,anomaly
242,669,normal
1032,0,anomaly
0,0,anomaly
0,0,anomaly
44,130,normal
231,2698,normal
8,0,anomaly
146,105,normal
0,0,anomaly
8,0,anomaly
0,0,anomaly
145,0,normal
75,46,normal
43,72,normal
179,6654,normal
267,3563,normal
223,187,normal
1019,327,normal
0,0,anomaly
1183,2447,anomaly
44,128,normal
303,15511,normal
307,1203,normal
1181,436,normal
0,0,anomaly
0,0,normal
212,4570,normal
0,0,anomaly
142,13258,normal
245,406,normal
221,268,normal
0,0,anomaly
162,3672,normal
360,4425,normal
0,0,anomaly
44,134,normal
0,0,anomaly
11376,0,normal
0,0,anomaly
0,0,anomaly
0,0,anomaly
1309,335,normal
0,0,anomaly
0,4,normal
316,2239,normal
0,0,normal
0,0,anomaly
232,1890,normal
48,45,normal
149,32301,normal
0,0,anomaly
0,0,anomaly
199,749,normal
321,3742,normal
320,2807,normal
0,0,anomaly
253,1217,normal
0,0,anomaly
44,44,normal
0,0,anomaly
185,19807,normal
0,0,anomaly
1032,0,anomaly
0,0,anomaly
233,31639,normal
0,0,anomaly
264,4898,normal
0,0,anomaly
0,0,anomaly
0,0,anomaly
0,0,anomaly
219,14183,normal
45,45,normal
0,0,anomaly
0,0,anomaly
43,43,normal
749,338,normal
46,46,normal
3468,0,normal
45,75,normal
520,0,anomaly
1032,0,anomaly
492,14334,normal
1,0,anomaly
4539,0,normal
0,0,anomaly
0,0,anomaly
0,0,normal
44,110,normal
300,17287,normal
240,881,normal
0,0,anomaly
100,0,anomaly
0,0,anomaly
0,0,anomaly
0,0,anomaly
283,7313,normal
765,25284,normal
0,0,anomaly
296,1920,normal
8,0,anomaly
334,0,anomaly
51,8127,anomaly
0,0,anomaly
0,0,anomaly
45,77,normal
1032,0,anomaly
1032,0,anomaly
1032,0,anomaly
232,1197,normal
28,0,anomaly
284,8627,normal
264,2077,normal
0,0,anomaly
0,0,anomaly
1032,0,anomaly
0,0,anomaly
336,1911,normal
337,255,normal
145,105,normal
0,0,anomaly
2537,492,normal
46,87,normal
0,0,normal
2004,403,normal
0,0,anomaly
0,0,anomaly
0,0,anomaly
0,0,anomaly
242,3302,normal
0,0,anomaly
0,0,anomaly
250,774,normal
253,2174,normal
210,1695,normal
8,0,anomaly
5,0,anomaly
44,69,normal
216,891,normal
0,0,normal
293,1257,normal
3909,0,normal
192,0,normal
0,0,anomaly
232,391,normal
0,0,anomaly
209,9696,normal
0,0,anomaly
59,0,normal
0,0,anomaly
298,4425,normal
8,0,anomaly
0,0,anomaly
42,73,normal
2850,329,normal
262,310,normal
0,0,anomaly
1318,328,normal
0,0,anomaly
294,616,normal
243,392,normal
0,0,anomaly
0,0,anomaly
44,72,normal
371,11256,normal
213,294,normal
4998,416,normal
0,0,anomaly
0,0,anomaly
1465,365,normal
0,0,anomaly
0,0,anomaly
0,0,anomaly
286,622,normal
1,0,anomaly
0,0,normal
887,278,normal
241,849,normal
0,0,anomaly
43,43,normal
0,0,anomaly
336,777,normal
220,2159,normal
237,10432,normal
0,0,anomaly
0,0,anomaly
194,8163,normal
316,1247,normal
44,44,normal
45,76,normal
197,777,normal
28,0,anomaly
234,4721,normal
0,0,anomaly
253,1054,normal
0,0,anomaly
14,41,normal
223,407,normal
220,3876,normal
1890,331,normal
350,14276,normal
44,122,normal
0,0,anomaly
220,10208,normal
0,0,anomaly
0,0,anomaly
719,328,normal
0,0,anomaly
221,1295,normal
237,17177,normal
333,4023,normal
946,2720,normal
1358,329,normal
0,0,anomaly
0,0,anomaly
0,0,anomaly
229,5105,normal
8,0,anomaly
0,0,anomaly
0,0,anomaly
28,0,anomaly
54540,8314,anomaly
0,0,anomaly
0,0,anomaly
1480,0,anomaly
0,0,anomaly
0,0,anomaly
0,0,anomaly
0,0,anomaly
740,0,normal
0,0,anomaly
44,77,normal
520,0,anomaly
0,0,anomaly
307,7355,normal
0,0,anomaly
2132,391,normal
0,0,anomaly
190,3586,normal
147,105,normal
224,2222,normal
3468,0,normal
0,0,anomaly
199,363,normal
226,632,normal
1010,0,normal
1,0,anomaly
8,0,anomaly
1,0,anomaly
641,0,normal
0,0,anomaly
201,4364,normal
527,7055,normal
0,0,anomaly
0,0,anomaly
200,8491,normal
48,483,normal
228,1695,normal
0,0,anomaly
291,966,normal
0,0,anomaly
215,4937,normal
0,0,normal
44,68,normal
146,105,normal
0,0,anomaly
0,0,anomaly
0,0,anomaly
208,655,normal
0,0,anomaly
0,0,normal
301,3010,normal
219,296,normal
304,1384,normal
227,5131,normal
314,2077,normal
767,335,normal
0,0,anomaly
1029,326,normal
1032,0,anomaly
339,488,normal
297,2007,normal
2581,329,normal
13239,0,normal
335,287,normal
0,0,anomaly
0,0,anomaly
0,0,anomaly
216,1722,normal
201,594,normal
325,1724,normal
0,0,anomaly
0,0,normal
608,327,normal
304,651,normal
283,1045,normal
222,916,normal
255,1249,normal
0,0,anomaly
0,0,anomaly
224,8889,normal
0,0,anomaly
0,0,anomaly
3414,332,normal
207,885,normal
198,3623,normal
212,253,normal
0,0,anomaly
0,0,anomaly
45,134,normal
1009,166520,normal
1645,332,normal
234,8139,normal
0,0,anomaly
105,146,normal
0,0,anomaly
212,313,normal
0,0,anomaly
34,88,normal
198,2424,normal
105,145,normal
0,0,anomaly
0,0,anomaly
14052,0,normal
177,10157,normal
230,452,normal
232,3120,normal
43,73,normal
206,364,normal
0,0,anomaly
0,0,anomaly
46,46,normal
299,2239,normal
295,2966,normal
203,39751,normal
295,526,normal
0,0,anomaly
28,0,anomaly
280,944,normal
0,0,anomaly
8737,0,normal
170,378,normal
1,0,anomaly
245,764,normal
207,0,anomaly
0,0,anomaly
1,0,anomaly
43,43,normal
0,0,anomaly
8,140,normal
217,1324,normal
278,2251,normal
194,598,normal
0,0,anomaly
332,29468,normal
71,0,normal
0,0,anomaly
0,0,anomaly
309,758,normal
45,73,normal
45,115,normal
0,0,anomaly
0,0,anomaly
419,26382,normal
0,0,anomaly
225,3876,normal
254,1133,normal
0,0,anomaly
0,0,anomaly
44,76,normal
1032,0,anomaly
215,6657,normal
254,5172,normal
0,0,anomaly
0,0,anomaly
202,2095,normal
344,1958,normal
0,0,anomaly
299,11783,normal
0,0,anomaly
307,397,normal
205,27264,normal
0,0,anomaly
0,0,anomaly
2201,10826,normal
0,0,anomaly
232,755,normal
8,0,anomaly
350,128,normal
44,136,normal
0,0,anomaly
926,6499,normal
321,14962,normal
105,1479,normal
0,0,anomaly
0,0,anomaly
344,1114,normal
42,133,normal
30,0,normal
203,0,normal
243,389,normal
0,0,anomaly
181,0,normal
54540,8314,anomaly
227,3552,normal
1,0,anomaly
336,791,normal
0,0,anomaly
0,0,normal
0,0,anomaly
0,0,anomaly
44,72,normal
44,138,normal
0,0,anomaly
246,4686,normal
1032,0,anomaly
0,0,anomaly
0,0,anomaly
0,0,anomaly
1784,361,normal
283,728,normal
192,885,normal
1046,333,normal
1032,0,anomaly
0,0,anomaly
0,0,anomaly
256,392,normal
212,529,normal
826,329,normal
0,0,anomaly
205,1651,normal
43,107,normal
0,0,anomaly
0,0,anomaly
46,136,normal
0,0,normal
45,187,normal
214,4954,normal
301,6162,normal
309,1958,normal
1168,329,normal
0,0,anomaly
1,0,anomaly
0,0,anomaly
233,1690,normal
0,0,anomaly
1,0,anomaly
3235,281,normal
237,396,normal
189,3284,normal
1032,0,anomaly
287,269,normal
334,0,anomaly
46,72,normal
0,0,anomaly
222,771,normal
0,0,anomaly
0,0,anomaly
8,0,anomaly
0,0,anomaly
0,0,anomaly
194,0,normal
0,0,anomaly
0,0,anomaly
0,0,anomaly
28,0,anomaly
0,0,anomaly
46,46,normal
338,2590,normal
182,0,normal
0,0,anomaly
0,0,anomaly
209,2894,normal
0,0,anomaly
0,0,anomaly
310,971,normal
0,0,anomaly
0,0,anomaly
8,0,anomaly
0,0,anomaly
0,0,anomaly
213,1286,normal
232,2012,normal
1032,0,anomaly
44,119,normal
12983,0,normal
216,24716,normal
0,0,anomaly
1032,0,anomaly
42,42,normal
318,3231,normal
0,0,anomaly
0,0,anomaly
0,0,anomaly
3468,0,normal
285,710,normal
134,44,normal
197,3434,normal
219,1407,normal
0,0,anomaly
46,140,normal
376,245,normal
197,4966,normal
43,78,normal
49,285,normal
2664,16749,normal
0,0,anomaly
161,257,normal
219,470,normal
192,762,normal
297,1442,normal
279,1857,normal
0,0,normal
0,0,anomaly
46,135,normal
227,281,normal
362,3975,normal
0,0,anomaly
0,0,anomaly
0,0,anomaly
0,0,anomaly
0,0,anomaly
0,0,anomaly
20,0,anomaly
313,940,normal
255,6023,normal
0,0,anomaly
213,947,normal
297,894,normal
0,0,anomaly
0,0,anomaly
231,4542,normal
44,76,normal
0,0,anomaly
0,0,anomaly
0,0,anomaly
1830,0,normal
1433,337,normal
54540,8314,anomaly
1936,398,normal
45,81,normal
46,87,normal
10272,0,normal
0,0,anomaly
215,16372,normal
0,0,anomaly
208,757,normal
0,0,anomaly
1363,0,normal
174,0,normal
0,0,anomaly
0,0,anomaly
144,37654,normal
287,2253,normal
0,0,anomaly
234,769,normal
295,655,normal
0,0,anomaly
301,1565,normal
0,0,anomaly
330,1537,normal
316,2278,normal
45,129,normal
320,379,normal
0,0,anomaly
147,0,normal
1,0,anomaly
226,9703,normal
209,10110,normal
290,760,normal
0,0,anomaly
0,0,anomaly
1,0,anomaly
0,0,normal
0,0,anomaly
212,4791,normal
182,0,normal
0,0,anomaly
0,0,anomaly
13,229,normal
70,0,normal
0,0,anomaly
192,11572,normal
0,0,anomaly
7077,0,normal
0,0,anomaly
303,660,normal
0,0,anomaly
741,331,normal
0,0,anomaly
0,0,anomaly
340,22965,normal
1481,4152,normal
0,0,anomaly
0,0,anomaly
1480,0,anomaly
255,6912,normal
44,73,normal
0,0,normal
0,0,anomaly
0,0,anomaly
308,294,normal
195,1227,normal
0,0,anomaly
216,594,normal
0,0,anomaly
0,0,anomaly
0,0,anomaly
234,1075,normal
0,0,anomaly
45,76,normal
46,73,normal
1,0,anomaly
1,0,anomaly
8,0,anomaly
0,0,anomaly
64,0,normal
0,0,anomaly
0,0,anomaly
0,0,normal
0,0,anomaly
8,0,anomaly
0,0,anomaly
0,0,anomaly
139,31614,normal
0,0,anomaly
208,3997,normal
0,0,anomaly
0,0,anomaly
54540,8314,anomaly
52,1554,normal
0,0,anomaly
0,0,anomaly
198,1943,normal
91,0,normal
0,0,anomaly
303,1491,normal
216,292,normal
0,0,anomaly
284,9418,normal
0,0,anomaly
300,2698,normal
404,749,normal
0,0,anomaly
0,0,anomaly
8,0,anomaly
0,0,anomaly
0,0,anomaly
12324,0,normal
1447,328,normal
320,482,normal
966,334,normal
0,0,normal
0,0,normal
0,0,anomaly
0,0,anomaly
45,75,normal
0,0,anomaly
8,0,anomaly
167,2619,normal
280,1329,normal
0,0,anomaly
139,32424,normal
0,0,anomaly
237,2445,normal
0,0,anomaly
0,0,anomaly
0,0,anomaly
0,0,anomaly
0,0,anomaly
0,0,anomaly
44,129,normal
8,0,anomaly
0,0,anomaly
329,15337,normal
1183,2445,anomaly
0,0,anomaly
1032,0,anomaly
0,0,anomaly
199,450,normal
1032,0,anomaly
1470,0,normal
1458,4152,normal
8,0,anomaly
2194619,0,normal
0,0,anomaly
0,0,anomaly
145,105,normal
218,8663,normal
0,0,anomaly
44,131,normal
0,0,anomaly
2764,367,normal
641,0,normal
302,307,normal
223,887,normal
960,0,normal
1437,338,normal
0,0,anomaly
205,434,normal
0,0,anomaly
44,44,normal
0,0,anomaly
334,1320,normal
0,0,anomaly
0,0,anomaly
4657,334,normal
43,137,normal
0,0,anomaly
338,327,normal
331,1397,normal
1503,4152,normal
0,0,anomaly
0,133,anomaly
227,349,normal
1480,0,anomaly
46,134,normal
979,340,normal
754,337,normal
333,492,normal
44,132,normal
324,57408,normal
0,0,anomaly
289,4080,normal
293,1474,normal
306,1104,normal
211,1565,normal
3572,329,normal
379,2269,normal
219,1228,normal
215,310,normal
54540,8314,anomaly
2493,328,normal
0,0,anomaly
0,0,anomaly
0,0,anomaly
299,6534,normal
246,5776,normal
0,0,normal
304,2013,normal
0,0,anomaly
0,0,anomaly
0,0,normal
0,0,anomaly
78,0,normal
337,942,normal
0,0,anomaly
0,0,anomaly
0,0,anomaly
0,0,anomaly
214,6204,normal
334,0,anomaly
1049,2274,anomaly
0,0,anomaly
0,0,anomaly
748,0,normal
971,367,normal
0,0,anomaly
346,2445,normal
0,0,anomaly
230,10828,normal
0,0,anomaly
164,14875,normal
266,1639,normal
260,193,normal
0,0,anomaly
0,0,anomaly
0,0,normal
1032,0,anomaly
201,1031,normal
319,12689,normal
0,0,anomaly
44,128,normal
244,263,normal
298,736,normal
335,652,normal
201,1648,normal
5929,0,normal
261,391,normal
0,0,anomaly
91,0,normal
0,0,anomaly
0,0,anomaly
214,1443,normal
352,13356,normal
231,1380,normal
0,0,anomaly
0,0,anomaly
44,127,normal
0,0,anomaly
0,0,anomaly
2476,387,normal
1508,4152,normal
811,328,normal
0,0,anomaly
0,0,anomaly
0,0,anomaly
193,649,normal
196,6356,normal
16787,0,normal
45,76,normal
1692,0,normal
1264,411,normal
18,0,anomaly
342,7208,normal
0,0,anomaly
0,0,anomaly
0,0,anomaly
227,10739,normal
0,0,anomaly
334,0,anomaly
0,4,normal
229,280,normal
196,25519,normal
1716,367,normal
40,40,normal
0,0,anomaly
0,0,anomaly
0,0,anomaly
237,1091,normal
0,0,anomaly
0,0,anomaly
977,326,normal
0,0,anomaly
46,136,normal
8,0,anomaly
213,27544,normal
330,6758,normal
227,2531,normal
42,42,normal
335,4898,normal
520,0,anomaly
0,0,anomaly
0,4,normal
0,0,anomaly
942,374,normal
0,0,anomaly
336,3211,normal
0,0,anomaly
1524,4152,normal
211,442,normal
11524,921,normal
0,0,anomaly
1983,494,normal
0,0,anomaly
45,84,normal
208,3867,normal
43,76,normal
520,0,anomaly
1,0,anomaly
0,0,anomaly
225,1674,normal
313,469,normal
224,1546,normal
0,0,normal
0,0,anomaly
303,662,normal
2926,334,normal
247,1244,normal
41,127,normal
0,0,anomaly
246,0,anomaly
147,105,normal
721,329,normal
46,75,normal
306,1904,normal
0,0,anomaly
0,0,anomaly
567,0,normal
334,0,anomaly
0,0,anomaly
1206,3380,normal
0,0,anomaly
203,481,normal
157,18961,normal
0,0,anomaly
343,6901,normal
45,136,normal
2194619,0,normal
269,2232,normal
241,1603,normal
240,4359,normal
0,0,normal
223,431,normal
192,0,normal
0,0,anomaly
146,105,normal
0,0,anomaly
0,0,anomaly
0,0,anomaly
8,0,anomaly
613,335,normal
206,3731,normal
587,18961,normal
1,0,anomaly
1030,0,normal
324,4041,normal
222,791,normal
202,3810,normal
0,0,anomaly
211,6107,normal
2353,328,normal
213,282,normal
376,642,normal
967,331,normal
29954,0,normal
54540,8314,anomaly
0,0,anomaly
0,0,anomaly
0,0,anomaly
36,101,normal
313,11759,normal
0,0,anomaly
0,0,anomaly
2200,336,normal
253,939,normal
228,2901,normal
0,0,anomaly
243,238,normal
236,398,normal
0,0,anomaly
384,334,normal
214,1600,normal
244,5637,normal
104,1410,normal
0,0,anomaly
36,197,anomaly
647,329,normal
0,0,anomaly
208,3067,normal
297,3073,normal
0,0,anomaly
179,3393,normal
294,1600,normal
934,9562,normal
301,3654,normal
0,0,anomaly
0,0,anomaly
9,137,normal
202,5197,normal
239,1481,normal
0,0,anomaly
520,0,anomaly
45,45,normal
1032,0,anomaly
0,20256,normal
1032,0,anomaly
0,0,anomaly
214,928,normal
302,2199,normal
0,0,anomaly
45,123,normal
1,0,anomaly
1032,0,anomaly
0,0,anomaly
258,6418,normal
1032,0,anomaly
313,3247,normal
0,0,anomaly
18,0,anomaly
0,0,anomaly
324,271,normal
234,1038,normal
0,0,anomaly
0,0,anomaly
715,364,normal
0,0,anomaly
0,0,anomaly
15876,0,normal
45,45,normal
373,0,normal
1496,4152,normal
0,0,anomaly
234,1758,normal
309,1528,normal
333,2526,normal
0,0,anomaly
1032,0,anomaly
274,1417,normal
0,0,anomaly
0,0,anomaly
105,0,normal
0,0,anomaly
0,0,anomaly
8,0,anomaly
12,0,normal
259,505,normal
642,331,normal
0,0,anomaly
54540,8314,anomaly
8,0,anomaly
1750,328,normal
0,0,anomaly
194,290,normal
296,1256,normal
0,0,anomaly
0,0,anomaly
225,1440,normal
42,130,normal
0,0,anomaly
0,0,anomaly
0,0,anomaly
0,0,normal
0,0,anomaly
0,0,anomaly
0,0,anomaly
1,0,anomaly
298,1075,normal
0,0,anomaly
0,0,anomaly
46,46,normal
0,0,anomaly
0,0,anomaly
202,8104,normal
0,0,anomaly
0,0,anomaly
45,159,normal
1053,324,normal
286,293,normal
369,4154,normal
18,0,anomaly
111,36,normal
45,72,normal
1721,387,normal
222,1483,normal
242,971,normal
281,757,normal
334,0,anomaly
297,534,normal
0,0,anomaly
44,44,normal
212,938,normal
0,0,anomaly
0,0,anomaly
274,261,normal
286,4220,normal
298,947,normal
258,1747,normal
0,0,anomaly
0,0,anomaly
44,115,normal
0,0,anomaly
296,3751,normal
410,6726,normal
1508,370,normal
10,35,normal
183,0,normal
42,128,normal
54540,8314,anomaly
226,2471,normal
0,0,anomaly
305,1035,normal
244,307,normal
0,0,anomaly
637,0,normal
0,0,anomaly
36,0,normal
42,42,normal
291,1792,normal
312,3327,normal
1231,2451,anomaly
32,92,normal
1,0,anomaly
0,0,anomaly
45,123,normal
28,0,anomaly
0,0,anomaly
30,0,normal
289,15252,normal
456980,0,normal
0,0,anomaly
869,329,normal
226,1659,normal
0,0,anomaly
33,93,normal
273,4471,normal
44,82,normal
0,0,anomaly
516,4,normal
1068,320,normal
0,0,normal
1162,328,normal
4539,0,normal
1,0,anomaly
0,0,anomaly
211,1845,normal
0,0,anomaly
0,0,anomaly
308,4297,normal
291,709,normal
298,4240,normal
0,0,anomaly
8,0,anomaly
850,386,normal
146,0,normal
43,128,normal
0,0,anomaly
0,0,anomaly
200,7071,normal
145,105,normal
0,0,anomaly
223,866,normal
1979,396,normal
0,0,anomaly
0,0,anomaly
0,0,anomaly
1,0,anomaly
0,0,anomaly
322,656,normal
0,0,anomaly
215,956,normal
0,0,anomaly
150,11802,normal
0,0,normal
337,2055,normal
0,0,anomaly
641,0,normal
8,0,anomaly
213,13357,normal
0,0,anomaly
0,0,anomaly
214,762,normal
0,0,anomaly
216,2498,normal
244,268,normal
44,44,normal
0,0,anomaly
0,0,anomaly
0,0,anomaly
0,0,anomaly
1032,0,anomaly
8,0,anomaly
5336,0,normal
488,10161,normal
0,0,anomaly
0,0,anomaly
328,413,normal
0,0,anomaly
383,0,normal
242,362,normal
30,0,normal
1,0,anomaly
12,0,normal
0,0,anomaly
0,0,anomaly
241,429,normal
298,784,normal
573,293300,normal
0,0,anomaly
0,0,anomaly
265,7065,normal
315,1622,normal
217,1042,normal
0,0,anomaly
0,0,anomaly
0,0,anomaly
45,45,normal
207,765,normal
520,0,anomaly
1,0,anomaly
0,0,anomaly
0,0,anomaly
208,524,normal
0,0,anomaly
323,866,normal
0,0,anomaly
0,0,anomaly
190,365,normal
194,1274,normal
0,0,anomaly
54540,8314,anomaly
0,0,anomaly
250,2296,normal
0,0,anomaly
0,0,anomaly
0,0,anomaly
0,0,anomaly
0,0,anomaly
0,0,anomaly
30,0,normal
0,0,anomaly
0,0,anomaly
316,334,normal
146,0,normal
0,0,anomaly
280,1288,normal
54060,2920,anomaly
0,0,anomaly
279,602,normal
299,72748,normal
8,0,anomaly
283,1346,normal
196,6194,normal
327,1357,normal
311,2936,normal
0,0,anomaly
2881,0,normal
742,329,normal
197,1422,normal
0,0,anomaly
0,61,anomaly
0,0,anomaly
340,2431,normal
88,0,normal
0,0,anomaly
330,1024,normal
30,0,normal
8,0,anomaly
793,332,normal
1502,4152,normal
0,0,anomaly
0,0,anomaly
207,786,normal
0,0,anomaly
0,0,anomaly
8,0,anomaly
11716,1459,normal
18,0,anomaly
641,0,normal
1,0,anomaly
203,495,normal
0,0,anomaly
1637,328,normal
8,0,anomaly
54540,4380,anomaly
0,0,anomaly
0,0,anomaly
0,0,anomaly
288,1604,normal
113,0,normal
0,0,anomaly
43,43,normal
0,0,anomaly
213,188,normal
0,0,anomaly
201,566,normal
0,0,anomaly
28,0,anomaly
667,387,normal
0,0,anomaly
0,0,anomaly
0,0,anomaly
180,1745,normal
0,0,anomaly
0,0,anomaly
307,288,normal
196,18700,normal
44,73,normal
516,4,normal
35,130,normal
0,0,anomaly
215,1492,normal
0,0,anomaly
91,0,normal
78,0,normal
0,0,anomaly
200,672,normal
313,2531,normal
253,370,normal
0,0,anomaly
227,24786,normal
156,876,normal
0,0,anomaly
0,0,anomaly
1019,327,normal
0,0,anomaly
145,105,normal
0,0,anomaly
44,69,normal
0,0,anomaly
45,128,normal
211,3376,normal
272,11744,normal
182,324,normal
201,0,normal
0,0,anomaly
0,0,anomaly
0,0,anomaly
0,0,anomaly
30,0,normal
312,3058,normal
239,4062,normal
1,0,anomaly
201,0,normal
213,775,normal
0,0,anomaly
0,0,anomaly
1032,0,anomaly
8,0,anomaly
0,0,anomaly
8,0,anomaly
0,0,anomaly
203,0,normal
196,1292,normal
43,69,normal
0,0,anomaly
567,0,normal
0,0,normal
323,278,normal
303,1380,normal
221,2705,normal
2599,485,normal
271,583,normal
0,0,anomaly
198,1111,normal
30,0,normal
300,1042,normal
196,7203,normal
245,14884,normal
373,3040,normal
0,0,anomaly
46,112,normal
44,132,normal
247,10366,normal
848,329,normal
0,0,anomaly
0,0,anomaly
0,0,anomaly
516,4,normal
10,273,normal
0,0,anomaly
0,0,anomaly
0,0,normal
0,0,anomaly
284,500,normal
337,10541,normal
321,2333,normal
1032,0,anomaly
0,0,anomaly
0,0,anomaly
0,0,anomaly
0,0,anomaly
0,0,anomaly
0,0,anomaly
1032,0,anomaly
0,0,anomaly
137,1609,normal
345,713,normal
236,1215,normal
0,0,anomaly
44,130,normal
30,0,normal
0,0,anomaly
64,0,normal
0,0,anomaly
229,830,normal
176,3871,normal
37,37,normal
0,0,anomaly
1,0,anomaly
235,1028,normal
0,0,anomaly
46,78,normal
105,0,normal
236,9142,normal
338,5759,normal
0,0,anomaly
0,0,anomaly
1331,331,normal
0,0,anomaly
172,0,normal
9,140,normal
0,0,anomaly
253,1977,normal
209,2061,normal
195,377,normal
0,0,anomaly
0,0,anomaly
190,14358,normal
328,16319,normal
8,0,anomaly
240,416,normal
0,0,anomaly
0,0,anomaly
0,0,anomaly
942,331,normal
0,0,anomaly
0,0,anomaly
0,0,anomaly
247,4815,normal
319,498,normal
0,0,anomaly
0,0,anomaly
0,0,anomaly
0,0,normal
0,0,anomaly
0,0,anomaly
0,0,anomaly
0,0,anomaly
0,0,anomaly
0,0,anomaly
28,0,anomaly
0,0,anomaly
0,0,anomaly
158,4030,normal
44,133,normal
0,0,anomaly
216,4435,normal
0,0,anomaly
146,105,normal
0,0,anomaly
277,398,normal
18,0,anomaly
319,879,normal
0,0,anomaly
300,2239,normal
0,0,normal
0,0,anomaly
44,135,normal
1490,407,normal
0,0,anomaly
242,342,normal
3007,334,normal
0,0,anomaly
317,667,normal
202,6489,normal
43,133,normal
323,188,normal
48,42,normal
0,0,anomaly
206,49083,normal
304,1976,normal
332,887,normal
0,0,anomaly
7665876,1281000,normal
161,9533,normal
229,2524,normal
