protocol_type,src_bytes,dst_bytes,class
tcp,0,0,normal
tcp,208,103,normal
tcp,0,0,anomaly
tcp,1103,365,normal
icmp,78,0,normal
udp,44,110,normal
icmp,18,0,anomaly
tcp,203,277,normal
tcp,0,0,anomaly
tcp,347,298,normal
tcp,59,0,normal
tcp,0,0,anomaly
tcp,313,25429,normal
tcp,1,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
icmp,30,0,normal
tcp,0,0,anomaly
udp,44,130,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
udp,45,133,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
icmp,1480,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,3080,498,normal
tcp,291,3985,normal
tcp,0,0,anomaly
tcp,297,9317,normal
tcp,210,1978,normal
tcp,0,0,anomaly
tcp,312,382,normal
icmp,520,0,anomaly
tcp,11,0,normal
tcp,54540,8314,anomaly
tcp,0,0,anomaly
udp,146,105,normal
tcp,0,0,anomaly
tcp,254,1628,normal
tcp,0,0,anomaly
tcp,291,594,normal
tcp,0,0,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,215,871,normal
icmp,8,0,anomaly
tcp,147,4843,normal
tcp,218,1078,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,231,15618,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
udp,147,0,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,250,2647,normal
icmp,30,0,normal
tcp,49640,0,anomaly
tcp,0,0,anomaly
tcp,215,2698,normal
tcp,279,13574,normal
tcp,242,8723,normal
tcp,5891,0,normal
tcp,304,313,normal
udp,46,138,normal
tcp,172,0,normal
tcp,0,0,anomaly
tcp,0,0,normal
tcp,188,5556,normal
tcp,236,3222,normal
udp,105,146,normal
udp,42,42,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,29,0,normal
tcp,749,0,normal
tcp,0,0,anomaly
tcp,0,0,normal
tcp,308,566,normal
udp,48,48,normal
tcp,6932,0,normal
tcp,287,25044,normal
udp,44,134,normal
tcp,0,0,anomaly
udp,105,147,normal
tcp,0,0,anomaly
tcp,261,250,normal
tcp,54540,8314,anomaly
tcp,851,479,normal
tcp,325,818,normal
tcp,0,0,normal
tcp,207,3018,normal
tcp,318,798,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,209,2768,normal
udp,1,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,263,769,normal
icmp,87,0,normal
tcp,250,1800,normal
tcp,0,0,anomaly
tcp,288,956,normal
tcp,0,0,anomaly
udp,147,105,normal
tcp,368,7956,normal
tcp,3676,0,normal
tcp,383,345,normal
udp,28,0,anomaly
tcp,1555,330,normal
tcp,226,222,normal
tcp,1630,330,normal
tcp,0,0,anomaly
icmp,8,0,anomaly
tcp,1608,334,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,54540,8314,anomaly
tcp,0,0,anomaly
udp,1,4,anomaly
tcp,0,0,anomaly
tcp,492,9020,normal
tcp,224,12987,normal
icmp,8,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,234,7203,normal
tcp,0,0,anomaly
udp,146,105,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,306,1043,normal
tcp,0,0,anomaly
icmp,1032,0,anomaly
udp,105,145,normal
tcp,0,0,anomaly
tcp,59,0,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,1180,335,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,329,4511,normal
tcp,190,682,normal
tcp,0,0,anomaly
tcp,221,810,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,880,332,normal
tcp,0,0,anomaly
tcp,1353,330,normal
tcp,383,0,normal
tcp,106,1423,normal
tcp,567,0,normal
tcp,925,360,normal
tcp,0,0,anomaly
tcp,252,913,normal
tcp,0,0,anomaly
icmp,8,0,anomaly
udp,46,136,normal
tcp,1,0,anomaly
tcp,0,0,anomaly
tcp,1008,335,normal
udp,45,78,normal
tcp,0,0,anomaly
tcp,1197,2447,anomaly
tcp,308,3222,normal
tcp,12241,0,normal
tcp,0,0,anomaly
tcp,288,555,normal
tcp,0,0,anomaly
icmp,520,0,anomaly
udp,46,157,normal
udp,105,145,normal
tcp,0,0,anomaly
tcp,326,1471,normal
tcp,194,3182,normal
tcp,389,10326,normal
tcp,292,846,normal
tcp,0,0,normal
tcp,0,0,anomaly
tcp,1556,0,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,normal
udp,43,109,normal
tcp,310,813,normal
tcp,8,141,normal
icmp,1032,0,anomaly
tcp,820,323,normal
tcp,245,0,normal
tcp,236,2625,normal
tcp,71,0,normal
tcp,2444,329,normal
tcp,301,2698,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,1199,0,normal
tcp,0,0,anomaly
tcp,241,688,normal
tcp,9,0,normal
tcp,0,0,anomaly
udp,46,135,normal
tcp,0,0,anomaly
tcp,0,0,normal
tcp,0,0,normal
tcp,6237,398,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,6274,16771,anomaly
tcp,0,0,anomaly
icmp,30,0,normal
tcp,38,130,normal
tcp,0,0,anomaly
icmp,181,0,normal
udp,17,17,normal
tcp,305,7066,normal
tcp,0,0,anomaly
tcp,884,0,normal
tcp,259,870,normal
icmp,8,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
icmp,1032,0,anomaly
tcp,0,0,normal
tcp,103,1021,normal
tcp,1052,284,normal
tcp,188,655,normal
tcp,0,0,anomaly
tcp,383,0,normal
tcp,323,4396,normal
tcp,0,0,anomaly
tcp,228,349,normal
tcp,225,3649,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,normal
udp,42,42,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
udp,44,118,normal
icmp,1032,0,anomaly
tcp,8325,0,normal
tcp,978,339,normal
udp,39,39,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,307,2360,normal
tcp,239,7629,normal
icmp,8,0,anomaly
tcp,988,333,normal
tcp,7045,0,anomaly
tcp,150,6818,normal
icmp,8,0,anomaly
tcp,0,0,anomaly
tcp,180,20504,normal
udp,42,42,normal
tcp,321,1268,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,1,0,anomaly
udp,1,0,anomaly
tcp,1150,3380,normal
tcp,0,0,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,332,405,normal
tcp,54540,8314,anomaly
tcp,0,0,anomaly
tcp,292,1108,normal
tcp,0,0,anomaly
tcp,0,0,normal
tcp,315,1660,normal
tcp,292,1970,normal
udp,57,42,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,228,8550,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
icmp,78,0,normal
tcp,1170,329,normal
tcp,293,2486,normal
tcp,0,0,anomaly
udp,44,84,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
udp,45,45,normal
tcp,2844,367,normal
tcp,0,0,anomaly
tcp,355,2761,normal
udp,44,127,normal
icmp,8,0,anomaly
tcp,241,33054,normal
udp,100,0,anomaly
tcp,340,283,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,229,14560,normal
tcp,0,0,anomaly
udp,28,0,anomaly
udp,44,76,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,normal
icmp,30,0,normal
udp,44,128,normal
tcp,0,0,anomaly
tcp,302,2748,normal
tcp,0,0,anomaly
udp,45,72,normal
tcp,1339,334,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,214,1233,normal
tcp,242,3248,normal
icmp,8,0,anomaly
udp,147,105,normal
tcp,11935,1384,normal
tcp,0,0,anomaly
tcp,316,1054,normal
tcp,8,0,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,228,1452,normal
tcp,251,333,normal
icmp,8,0,anomaly
tcp,0,0,anomaly
tcp,217,10384,normal
tcp,0,0,anomaly
udp,1,0,anomaly
udp,44,74,normal
tcp,0,0,anomaly
tcp,167,2770,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
icmp,1032,0,anomaly
tcp,0,0,anomaly
tcp,1435,333,normal
tcp,377,1911,normal
tcp,0,0,anomaly
tcp,230,24647,normal
tcp,189,10561,normal
tcp,266,1646,normal
tcp,320,335,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,229,1380,normal
udp,44,130,normal
tcp,1,0,anomaly
tcp,0,0,anomaly
tcp,2194619,0,normal
icmp,1032,0,anomaly
tcp,0,0,anomaly
tcp,11,0,normal
icmp,1032,0,anomaly
tcp,3690,0,normal
tcp,0,0,anomaly
tcp,337,441,normal
tcp,249,678,normal
tcp,0,0,anomaly
udp,105,0,normal
tcp,10864,398,normal
tcp,319,388,normal
tcp,243,398,normal
tcp,960,0,normal
tcp,1065,328,normal
tcp,319,321,normal
tcp,224,1415,normal
tcp,0,0,anomaly
tcp,6234,1628,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,345,1069,normal
tcp,267,11798,normal
udp,45,119,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,199,354,normal
tcp,0,0,anomaly
tcp,304,1909,normal
tcp,195,5760,normal
tcp,290,940,normal
tcp,0,0,anomaly
tcp,216,655,normal
tcp,0,0,anomaly
tcp,9,0,normal
tcp,1517,332,normal
tcp,213,1691,normal
tcp,248,6356,normal
icmp,1480,0,anomaly
tcp,2194619,0,normal
tcp,0,0,anomaly
tcp,411,3616,normal
tcp,0,0,anomaly
tcp,192,0,normal
tcp,0,0,anomaly
tcp,229,1483,normal
tcp,0,0,anomaly
tcp,286,33580,normal
tcp,0,0,anomaly
tcp,312,1227,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,125,179,anomaly
tcp,153,1572,normal
tcp,259,448,normal
tcp,334,0,anomaly
tcp,316,912,normal
tcp,729,333,normal
tcp,0,0,anomaly
tcp,189,23086,normal
tcp,0,0,anomaly
tcp,998,334,normal
tcp,0,0,anomaly
icmp,18,0,anomaly
icmp,1032,0,anomaly
icmp,520,0,anomaly
tcp,334,15650,normal
tcp,318,1487,normal
udp,43,75,normal
tcp,205,248,normal
tcp,0,0,anomaly
tcp,1005,336,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,219,1899,normal
tcp,243,4907,normal
tcp,333,1540,normal
udp,43,146,normal
tcp,0,0,anomaly
tcp,297,12894,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,226,2180,normal
tcp,221,261,normal
tcp,0,0,anomaly
tcp,7,220,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
icmp,8,0,anomaly
udp,1,0,anomaly
tcp,0,0,anomaly
tcp,0,0,normal
tcp,0,0,anomaly
tcp,211,294,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,231,9950,normal
tcp,0,0,anomaly
icmp,30,0,normal
udp,147,105,normal
tcp,0,0,anomaly
tcp,976,334,normal
tcp,122,232,normal
tcp,0,0,anomaly
udp,46,134,normal
tcp,0,0,anomaly
tcp,561,332,normal
tcp,5,0,anomaly
tcp,0,0,normal
tcp,194,954639,normal
tcp,239,1471,normal
icmp,8,0,anomaly
tcp,0,0,anomaly
udp,28,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,255,6734,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,243,335,normal
tcp,0,0,anomaly
tcp,315,2076,normal
tcp,0,0,anomaly
tcp,292,7487,normal
tcp,1769,332,normal
tcp,209,933,normal
tcp,0,0,anomaly
tcp,0,0,normal
icmp,8,0,anomaly
tcp,247,2265,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,14189,0,normal
icmp,8,0,anomaly
tcp,0,0,anomaly
tcp,333,774,normal
tcp,220,26098,normal
icmp,18,0,anomaly
tcp,0,0,normal
icmp,520,0,anomaly
udp,46,72,normal
udp,33,0,normal
tcp,0,0,anomaly
tcp,6601,0,normal
udp,147,105,normal
tcp,0,0,anomaly
icmp,8,0,anomaly
tcp,0,0,anomaly
tcp,288,2153,normal
tcp,105,2138,normal
icmp,1480,0,anomaly
tcp,0,0,anomaly
tcp,202,1220,normal
tcp,287,2872,normal
tcp,226,3630,normal
udp,44,137,normal
tcp,252,654,normal
udp,46,112,normal
icmp,520,0,anomaly
tcp,309,3928,normal
tcp,0,0,anomaly
tcp,1,0,anomaly
udp,42,42,normal
tcp,183,11087,normal
udp,1,0,anomaly
tcp,216,370,normal
tcp,0,0,anomaly
icmp,8,0,anomaly
udp,45,45,normal
udp,36,101,normal
tcp,0,0,anomaly
tcp,104,2827,normal
tcp,227,7488,normal
tcp,939,325,normal
tcp,0,0,anomaly
udp,42,72,normal
tcp,1525,474,normal
tcp,0,0,anomaly
tcp,0,376,normal
tcp,186,8658,normal
tcp,336,0,normal
tcp,284,1444,normal
tcp,286,1415,normal
tcp,0,0,anomaly
tcp,232,584,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,1365,334,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
icmp,8,0,anomaly
udp,44,70,normal
tcp,157,607,normal
udp,42,127,normal
tcp,1970,363,normal
tcp,238,6722,normal
tcp,54540,8314,anomaly
tcp,0,0,anomaly
icmp,8,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,292,7635,normal
tcp,0,0,anomaly
tcp,154,409,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,9178,0,normal
tcp,309,755,normal
tcp,1,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
icmp,8,0,anomaly
tcp,230,469,normal
udp,44,131,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,294,9763,normal
icmp,1032,0,anomaly
tcp,210,910,normal
tcp,0,0,anomaly
tcp,317,1448,normal
tcp,1506,332,normal
udp,28,0,anomaly
tcp,1456,405,normal
tcp,0,0,anomaly
tcp,231,1287,normal
udp,42,127,normal
tcp,0,0,anomaly
icmp,8,0,anomaly
tcp,3690,0,normal
tcp,0,0,anomaly
udp,46,46,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
udp,44,44,normal
tcp,216,4080,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,312,296,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,260,892,normal
tcp,251,388,normal
icmp,8,0,anomaly
tcp,0,0,anomaly
tcp,210,305,normal
tcp,334,342,normal
udp,44,78,normal
tcp,0,0,anomaly
icmp,8,0,anomaly
tcp,0,0,anomaly
tcp,297,27928,normal
tcp,210,1013,normal
tcp,227,4454,normal
tcp,199,986,normal
tcp,1502,4152,normal
tcp,286,27280,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,314,2527,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,200,626,normal
tcp,204,3591,normal
tcp,0,0,anomaly
tcp,1915,326,normal
tcp,12983,0,normal
udp,147,0,normal
tcp,0,0,anomaly
tcp,299,305,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,244,1451,normal
tcp,316,4061,normal
tcp,0,0,anomaly
tcp,351,3675,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,246,367,normal
tcp,0,0,anomaly
tcp,268,9518,normal
tcp,210,1759,normal
tcp,0,0,anomaly
tcp,19,0,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
udp,48,48,normal
tcp,207,7190,normal
udp,44,69,normal
tcp,0,0,anomaly
tcp,283,18037,normal
tcp,0,0,anomaly
tcp,6,0,anomaly
tcp,233,301,normal
tcp,255,488,normal
tcp,0,0,anomaly
tcp,316,1043,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,1290,335,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
icmp,520,0,anomaly
udp,45,81,normal
udp,46,46,normal
udp,48,48,normal
tcp,0,0,anomaly
udp,147,0,normal
tcp,266,486,normal
tcp,0,0,anomaly
tcp,211,1349,normal
tcp,894,330,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,normal
icmp,1032,0,anomaly
tcp,0,0,normal
tcp,0,0,anomaly
udp,145,0,normal
icmp,8,0,anomaly
tcp,353,7262,normal
tcp,221,756,normal
tcp,0,0,anomaly
udp,45,136,normal
tcp,338,256,normal
udp,146,105,normal
tcp,0,0,anomaly
icmp,8,0,anomaly
tcp,0,0,anomaly
tcp,238,2698,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
udp,45,150,normal
tcp,0,0,anomaly
tcp,311,26340,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
udp,38,54,normal
tcp,390,7872,normal
udp,45,126,normal
tcp,0,0,anomaly
udp,43,125,normal
icmp,8,0,anomaly
tcp,0,0,anomaly
icmp,8,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,321,867,normal
icmp,8,0,anomaly
tcp,0,0,anomaly
tcp,221,35096,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,11895,1359,normal
tcp,298,5175,normal
tcp,306,259,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,12,0,normal
tcp,244,994,normal
tcp,0,0,anomaly
udp,45,109,normal
tcp,965,0,normal
tcp,2194619,0,normal
tcp,295,2113,normal
tcp,222,267,normal
udp,147,105,normal
udp,45,45,normal
tcp,162,19994,normal
tcp,211,2251,normal
tcp,1907,366,normal
icmp,18,0,anomaly
tcp,2635,328,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
udp,46,46,normal
tcp,0,0,normal
tcp,1,0,anomaly
tcp,0,0,anomaly
tcp,298,2275,normal
tcp,206,337,normal
tcp,0,0,anomaly
tcp,284,681,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,204,297,normal
tcp,292,3480,normal
icmp,30,0,normal
tcp,0,0,anomaly
tcp,292,2572,normal
tcp,250,1215,normal
tcp,15722,0,normal
tcp,0,0,anomaly
udp,28,0,anomaly
tcp,324,9572,normal
tcp,0,0,anomaly
tcp,243,910,normal
tcp,1460,4152,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,303,2495,normal
udp,44,73,normal
tcp,0,0,normal
udp,45,45,normal
tcp,0,0,normal
tcp,0,0,anomaly
udp,1,0,anomaly
tcp,740,0,normal
tcp,0,0,anomaly
tcp,338,238,normal
tcp,1534,401,normal
icmp,1032,0,anomaly
tcp,1081,377,normal
icmp,78,0,normal
udp,46,139,normal
icmp,64,0,normal
icmp,8,0,anomaly
tcp,740,0,normal
udp,1,0,anomaly
tcp,10,147,normal
tcp,226,1705,normal
tcp,204,2400,normal
udp,45,74,normal
tcp,0,0,anomaly
tcp,2077,328,normal
tcp,1,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,1030,0,normal
tcp,309,4281,normal
udp,46,112,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,259,0,normal
tcp,495,0,normal
tcp,0,0,anomaly
udp,46,138,normal
tcp,299,392,normal
tcp,306,1320,normal
tcp,0,0,anomaly
tcp,280,290,normal
tcp,2194619,0,normal
tcp,5891,0,normal
tcp,0,0,anomaly
udp,105,146,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
udp,44,132,normal
tcp,0,0,anomaly
tcp,611,331,normal
tcp,2143,328,normal
tcp,1874,0,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
udp,44,127,normal
tcp,0,0,anomaly
tcp,151,1946,normal
tcp,228,1271,normal
tcp,2094,329,normal
tcp,1370,333,normal
tcp,54540,8314,anomaly
udp,105,146,normal
tcp,1473,4152,normal
tcp,154,30328,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,223,1208,normal
tcp,0,0,anomaly
icmp,8,0,anomaly
tcp,11430,1383,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,217,931,normal
tcp,0,0,anomaly
icmp,1032,0,anomaly
tcp,0,0,anomaly
tcp,221,337,normal
tcp,306,2072,normal
icmp,1032,0,anomaly
tcp,954,328,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,328,788,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,291,4858,normal
udp,110,44,normal
tcp,332,3085,normal
tcp,0,0,anomaly
icmp,89,0,normal
tcp,0,0,anomaly
tcp,0,0,normal
tcp,2932,327,normal
tcp,0,0,anomaly
tcp,239,501,normal
tcp,301,310,normal
icmp,8,0,anomaly
tcp,236,667,normal
icmp,18,0,anomaly
tcp,0,0,anomaly
udp,46,127,normal
tcp,1821,332,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,213,2731,normal
tcp,212,5790,normal
tcp,201,468,normal
tcp,0,0,anomaly
tcp,35,130,normal
tcp,1,0,anomaly
tcp,317,15675,normal
icmp,8,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,307,5669,normal
tcp,0,0,anomaly
tcp,59,0,normal
tcp,294,220,normal
tcp,344,12009,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,309,3537,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,190,4918,normal
tcp,3019,387,normal
tcp,200,2710,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,848,332,normal
icmp,8,0,anomaly
tcp,0,0,anomaly
tcp,8,147,normal
tcp,282,334,normal
tcp,0,0,anomaly
icmp,8,0,anomaly
tcp,1232,2449,anomaly
tcp,240,484,normal
tcp,214,788,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,247,1680,normal
udp,46,133,normal
tcp,226,1195,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
icmp,8,0,anomaly
tcp,0,0,anomaly
tcp,218,683,normal
tcp,295,5077,normal
tcp,240,564,normal
tcp,213,4861,normal
tcp,9,0,normal
tcp,1339,276,normal
tcp,1567,2857,anomaly
tcp,0,0,anomaly
tcp,220,767,normal
tcp,0,0,anomaly
tcp,194,679,normal
tcp,0,0,anomaly
icmp,8,0,anomaly
tcp,0,0,anomaly
tcp,214,1533,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,1101,332,normal
tcp,0,0,anomaly
tcp,372,12818,normal
tcp,0,0,anomaly
tcp,63,0,normal
tcp,0,0,anomaly
tcp,234,11864,normal
tcp,0,0,anomaly
tcp,337,474,normal
tcp,5891,0,normal
tcp,1254,2451,anomaly
tcp,260,391,normal
tcp,0,0,anomaly
tcp,0,0,normal
tcp,312,839,normal
udp,46,75,normal
tcp,224,574,normal
tcp,0,0,anomaly
tcp,308,2507,normal
udp,46,86,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,252,1628,normal
tcp,159,9569,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,221,269,normal
tcp,296,1761,normal
tcp,0,0,anomaly
tcp,211,2181,normal
tcp,248,16626,normal
udp,43,43,normal
tcp,184,21900,normal
icmp,1032,0,anomaly
tcp,219,7734,normal
icmp,1032,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
udp,28,0,anomaly
tcp,0,0,anomaly
tcp,7,225,normal
tcp,224,3970,normal
tcp,324,258,normal
tcp,328,418,normal
tcp,234,2750,normal
tcp,296,715,normal
udp,146,105,normal
icmp,8,0,anomaly
tcp,1,0,anomaly
tcp,0,0,anomaly
tcp,334,1694,normal
tcp,35,130,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,normal
udp,46,46,normal
tcp,291,321,normal
tcp,331,278,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,985,334,normal
tcp,54060,7300,anomaly
tcp,323,7355,normal
tcp,0,0,anomaly
tcp,2276,337,normal
icmp,520,0,anomaly
tcp,54540,8314,anomaly
udp,1,0,anomaly
tcp,0,0,anomaly
tcp,0,0,normal
tcp,0,0,anomaly
udp,45,111,normal
tcp,567,0,normal
tcp,350,2716,normal
tcp,0,0,anomaly
tcp,304,2507,normal
tcp,240,1469,normal
tcp,0,0,anomaly
icmp,1032,0,anomaly
udp,1,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
icmp,8,0,anomaly
udp,105,0,normal
tcp,205,6096,normal
tcp,194,0,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
udp,48,48,normal
icmp,1032,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,169,8147,normal
tcp,0,0,anomaly
tcp,192,0,normal
tcp,0,0,anomaly
tcp,197,2543,normal
tcp,852,0,normal
tcp,0,0,anomaly
tcp,209,809,normal
tcp,602,285,normal
tcp,0,0,anomaly
tcp,867,387,normal
tcp,832,338,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,466,3177,normal
icmp,30,0,normal
tcp,225,18273,normal
icmp,8,0,anomaly
udp,28,0,anomaly
tcp,0,0,anomaly
tcp,884,0,normal
tcp,234,301,normal
tcp,246,0,anomaly
tcp,0,0,anomaly
icmp,8,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,303,2239,normal
tcp,0,0,anomaly
tcp,355,1091,normal
tcp,0,0,anomaly
udp,1,0,anomaly
udp,17,17,normal
tcp,10044,0,normal
tcp,0,0,anomaly
udp,43,125,normal
tcp,0,0,anomaly
tcp,0,0,normal
tcp,0,0,anomaly
tcp,368,771,normal
tcp,171,409,normal
icmp,1032,0,anomaly
icmp,18,0,anomaly
tcp,0,0,normal
tcp,233,1867,normal
tcp,215,1761,normal
udp,44,133,normal
udp,43,81,normal
tcp,0,0,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
udp,105,146,normal
tcp,0,0,anomaly
udp,44,129,normal
icmp,8,0,anomaly
tcp,0,0,anomaly
tcp,228,7333,normal
tcp,0,0,anomaly
