protocol_type,src_bytes,dst_bytes,count,class
tcp,381,693,19,normal
tcp,172,2760,3,normal
tcp,209,5260,16,normal
tcp,0,0,1,anomaly
tcp,299,2239,6,normal
udp,43,74,132,normal
tcp,0,0,246,anomaly
tcp,213,2369,14,normal
tcp,0,0,133,anomaly
tcp,802,331,1,normal
tcp,354,2085,7,normal
tcp,300,349,16,normal
tcp,6,358,1,normal
tcp,236,1902,6,normal
udp,44,72,66,normal
tcp,0,0,245,anomaly
tcp,0,0,266,anomaly
udp,113,0,34,normal
tcp,0,0,215,anomaly
udp,147,105,1,normal
tcp,329,2126,5,normal
udp,44,69,194,normal
tcp,296,1182,9,normal
tcp,359,2282,4,normal
tcp,0,0,254,anomaly
tcp,314,4046,47,normal
udp,105,0,2,normal
tcp,9311,0,8,normal
tcp,323,1651,2,normal
tcp,0,0,1,normal
tcp,208,103,3,normal
tcp,0,0,90,anomaly
tcp,1103,365,1,normal
icmp,78,0,12,normal
udp,44,110,75,normal
icmp,18,0,1,anomaly
tcp,203,277,13,normal
tcp,0,0,128,anomaly
tcp,347,298,12,normal
tcp,59,0,22,normal
tcp,0,0,259,anomaly
tcp,313,25429,8,normal
tcp,1,0,2,anomaly
tcp,0,0,81,anomaly
tcp,0,0,41,anomaly
tcp,0,0,282,anomaly
tcp,0,0,129,anomaly
icmp,30,0,1,normal
tcp,0,0,110,anomaly
udp,44,130,151,normal
tcp,0,0,121,anomaly
tcp,0,0,194,anomaly
udp,45,133,64,normal
tcp,0,0,201,anomaly
tcp,0,0,138,anomaly
icmp,1480,0,2,anomaly
tcp,0,0,408,anomaly
tcp,0,0,237,anomaly
tcp,3080,498,1,normal
tcp,291,3985,8,normal
tcp,0,0,289,anomaly
tcp,297,9317,2,normal
tcp,210,1978,34,normal
tcp,0,0,108,anomaly
tcp,312,382,24,normal
icmp,520,0,457,anomaly
tcp,11,0,2,normal
tcp,54540,8314,4,anomaly
tcp,0,0,142,anomaly
udp,146,105,1,normal
tcp,0,0,254,anomaly
tcp,254,1628,7,normal
tcp,0,0,295,anomaly
tcp,291,594,6,normal
tcp,0,0,1,normal
tcp,0,0,510,anomaly
tcp,0,0,240,anomaly
tcp,215,871,6,normal
icmp,8,0,1,anomaly
tcp,147,4843,4,normal
tcp,218,1078,9,normal
tcp,0,0,9,anomaly
tcp,0,0,232,anomaly
tcp,231,15618,7,normal
tcp,0,0,249,anomaly
tcp,0,0,51,anomaly
tcp,0,0,265,anomaly
tcp,0,0,132,anomaly
udp,147,0,3,normal
tcp,0,0,172,anomaly
tcp,0,0,139,anomaly
tcp,250,2647,7,normal
icmp,30,0,2,normal
tcp,49640,0,2,anomaly
tcp,0,0,1,anomaly
tcp,215,2698,27,normal
tcp,279,13574,2,normal
tcp,242,8723,1,normal
tcp,5891,0,17,normal
tcp,304,313,4,normal
udp,46,138,316,normal
tcp,172,0,12,normal
tcp,0,0,102,anomaly
tcp,0,0,1,normal
tcp,188,5556,2,normal
tcp,236,3222,7,normal
udp,105,146,1,normal
udp,42,42,9,normal
tcp,0,0,298,anomaly
tcp,0,0,262,anomaly
tcp,0,0,132,anomaly
tcp,29,0,1,normal
tcp,749,0,2,normal
tcp,0,0,202,anomaly
tcp,0,0,1,normal
tcp,308,566,8,normal
udp,48,48,1,normal
tcp,6932,0,2,normal
tcp,287,25044,2,normal
udp,44,134,66,normal
tcp,0,0,86,anomaly
udp,105,147,1,normal
tcp,0,0,233,anomaly
tcp,261,250,2,normal
tcp,54540,8314,3,anomaly
tcp,851,479,1,normal
tcp,325,818,8,normal
tcp,0,0,2,normal
tcp,207,3018,2,normal
tcp,318,798,12,normal
tcp,0,0,360,anomaly
tcp,0,0,67,anomaly
tcp,209,2768,12,normal
udp,1,0,15,anomaly
tcp,0,0,202,anomaly
tcp,0,0,270,anomaly
tcp,0,0,102,anomaly
tcp,0,0,237,anomaly
tcp,263,769,12,normal
icmp,87,0,20,normal
tcp,250,1800,7,normal
tcp,0,0,124,anomaly
tcp,288,956,8,normal
tcp,0,0,178,anomaly
udp,147,105,1,normal
tcp,368,7956,36,normal
tcp,3676,0,10,normal
tcp,383,345,19,normal
udp,28,0,89,anomaly
tcp,1555,330,1,normal
tcp,226,222,6,normal
tcp,1630,330,1,normal
tcp,0,0,256,anomaly
icmp,8,0,1,anomaly
tcp,1608,334,1,normal
tcp,0,0,107,anomaly
tcp,0,0,509,anomaly
tcp,54540,8314,2,anomaly
tcp,0,0,199,anomaly
udp,1,4,25,anomaly
tcp,0,0,510,anomaly
tcp,492,9020,1,normal
tcp,224,12987,1,normal
icmp,8,0,1,anomaly
tcp,0,0,26,anomaly
tcp,0,0,254,anomaly
tcp,0,0,263,anomaly
tcp,0,0,138,anomaly
tcp,234,7203,1,normal
tcp,0,0,134,anomaly
udp,146,105,1,normal
tcp,0,0,511,anomaly
tcp,0,0,250,anomaly
tcp,0,0,114,anomaly
tcp,0,0,126,anomaly
tcp,306,1043,1,normal
tcp,0,0,217,anomaly
icmp,1032,0,511,anomaly
udp,105,145,4,normal
tcp,0,0,147,anomaly
tcp,59,0,12,normal
tcp,0,0,35,anomaly
tcp,0,0,236,anomaly
tcp,1180,335,1,normal
tcp,0,0,126,anomaly
tcp,0,0,219,anomaly
tcp,0,0,116,anomaly
tcp,0,0,7,normal
tcp,0,0,116,anomaly
tcp,0,0,206,anomaly
tcp,329,4511,6,normal
tcp,190,682,12,normal
tcp,0,0,130,anomaly
tcp,221,810,27,normal
tcp,0,0,235,anomaly
tcp,0,0,42,anomaly
tcp,0,0,33,anomaly
tcp,0,0,245,anomaly
tcp,0,0,259,anomaly
tcp,0,0,147,anomaly
tcp,880,332,1,normal
tcp,0,0,1,anomaly
tcp,1353,330,2,normal
tcp,383,0,2,normal
tcp,106,1423,1,normal
tcp,567,0,2,normal
tcp,925,360,1,normal
tcp,0,0,150,anomaly
tcp,252,913,14,normal
tcp,0,0,183,anomaly
icmp,8,0,1,anomaly
udp,46,136,79,normal
tcp,1,0,2,anomaly
tcp,0,0,289,anomaly
tcp,1008,335,1,normal
udp,45,78,292,normal
tcp,0,0,84,anomaly
tcp,1197,2447,1,anomaly
tcp,308,3222,2,normal
tcp,12241,0,11,normal
tcp,0,0,228,anomaly
tcp,288,555,7,normal
tcp,0,0,121,anomaly
icmp,520,0,180,anomaly
udp,46,157,65,normal
udp,105,145,5,normal
tcp,0,0,245,anomaly
tcp,326,1471,18,normal
tcp,194,3182,9,normal
tcp,389,10326,3,normal
tcp,292,846,17,normal
tcp,0,0,1,normal
tcp,0,0,137,anomaly
tcp,1556,0,1,normal
tcp,0,0,171,anomaly
tcp,0,0,1,anomaly
tcp,0,0,159,anomaly
tcp,0,0,1,normal
udp,43,109,42,normal
tcp,310,813,7,normal
tcp,8,141,1,normal
icmp,1032,0,510,anomaly
tcp,820,323,1,normal
tcp,245,0,2,normal
tcp,236,2625,9,normal
tcp,71,0,1,normal
tcp,2444,329,2,normal
tcp,301,2698,6,normal
tcp,0,0,262,anomaly
tcp,0,0,121,anomaly
tcp,1199,0,1,normal
tcp,0,0,1,anomaly
tcp,241,688,15,normal
tcp,9,0,1,normal
tcp,0,0,242,anomaly
udp,46,135,77,normal
tcp,0,0,273,anomaly
tcp,0,0,1,normal
tcp,0,0,2,normal
tcp,6237,398,1,normal
tcp,0,0,203,anomaly
tcp,0,0,171,anomaly
tcp,0,0,95,anomaly
tcp,0,0,18,anomaly
tcp,6274,16771,1,anomaly
tcp,0,0,23,anomaly
icmp,30,0,1,normal
tcp,38,130,1,normal
tcp,0,0,104,anomaly
icmp,181,0,2,normal
udp,17,17,15,normal
tcp,305,7066,19,normal
tcp,0,0,59,anomaly
tcp,884,0,2,normal
tcp,259,870,10,normal
icmp,8,0,1,anomaly
tcp,0,0,161,anomaly
tcp,0,0,281,anomaly
icmp,1032,0,511,anomaly
tcp,0,0,1,normal
tcp,103,1021,1,normal
tcp,1052,284,1,normal
tcp,188,655,21,normal
tcp,0,0,218,anomaly
tcp,383,0,2,normal
tcp,323,4396,8,normal
tcp,0,0,278,anomaly
tcp,228,349,12,normal
tcp,225,3649,4,normal
tcp,0,0,226,anomaly
tcp,0,0,247,anomaly
tcp,0,0,207,anomaly
tcp,0,0,1,normal
udp,42,42,9,normal
tcp,0,0,3,anomaly
tcp,0,0,150,anomaly
tcp,0,0,139,anomaly
udp,44,118,192,normal
icmp,1032,0,454,anomaly
tcp,8325,0,1,normal
tcp,978,339,1,normal
udp,39,39,2,normal
tcp,0,0,141,anomaly
tcp,0,0,29,anomaly
tcp,307,2360,2,normal
tcp,239,7629,1,normal
icmp,8,0,1,anomaly
tcp,988,333,1,normal
tcp,7045,0,1,anomaly
tcp,150,6818,1,normal
icmp,8,0,1,anomaly
tcp,0,0,148,anomaly
tcp,180,20504,1,normal
udp,42,42,6,normal
tcp,321,1268,4,normal
tcp,0,0,63,anomaly
tcp,0,0,128,anomaly
tcp,0,0,108,anomaly
tcp,0,0,102,anomaly
tcp,1,0,2,anomaly
udp,1,0,20,anomaly
tcp,1150,3380,1,normal
tcp,0,0,4,normal
tcp,0,0,297,anomaly
tcp,0,0,178,anomaly
tcp,332,405,9,normal
tcp,54540,8314,2,anomaly
tcp,0,0,509,anomaly
tcp,292,1108,30,normal
tcp,0,0,202,anomaly
tcp,0,0,1,normal
tcp,315,1660,21,normal
tcp,292,1970,1,normal
udp,57,42,2,normal
tcp,0,0,15,anomaly
tcp,0,0,142,anomaly
tcp,228,8550,3,normal
tcp,0,0,4,anomaly
tcp,0,0,1,anomaly
icmp,78,0,11,normal
tcp,1170,329,1,normal
tcp,293,2486,26,normal
tcp,0,0,257,anomaly
udp,44,84,293,normal
tcp,0,0,190,anomaly
tcp,0,0,221,anomaly
udp,45,45,110,normal
tcp,2844,367,1,normal
tcp,0,0,262,anomaly
tcp,355,2761,2,normal
udp,44,127,150,normal
icmp,8,0,1,anomaly
tcp,241,33054,14,normal
udp,100,0,1,anomaly
tcp,340,283,8,normal
tcp,0,0,260,anomaly
tcp,0,0,268,anomaly
tcp,0,0,161,anomaly
tcp,0,0,352,anomaly
tcp,0,0,138,anomaly
tcp,229,14560,6,normal
tcp,0,0,290,anomaly
udp,28,0,94,anomaly
udp,44,76,209,normal
tcp,0,0,135,anomaly
tcp,0,0,101,anomaly
tcp,0,0,1,normal
icmp,30,0,2,normal
udp,44,128,39,normal
tcp,0,0,220,anomaly
tcp,302,2748,21,normal
tcp,0,0,479,anomaly
udp,45,72,56,normal
tcp,1339,334,1,normal
tcp,0,0,160,anomaly
tcp,0,0,263,anomaly
tcp,0,0,5,anomaly
tcp,214,1233,2,normal
tcp,242,3248,1,normal
icmp,8,0,1,anomaly
udp,147,105,5,normal
tcp,11935,1384,1,normal
tcp,0,0,267,anomaly
tcp,316,1054,5,normal
tcp,8,0,1,normal
tcp,0,0,265,anomaly
tcp,0,0,133,anomaly
tcp,228,1452,16,normal
tcp,251,333,6,normal
icmp,8,0,1,anomaly
tcp,0,0,112,anomaly
tcp,217,10384,3,normal
tcp,0,0,245,anomaly
udp,1,0,64,anomaly
udp,44,74,322,normal
tcp,0,0,11,anomaly
tcp,167,2770,2,normal
tcp,0,0,68,anomaly
tcp,0,0,129,anomaly
tcp,0,0,120,anomaly
icmp,1032,0,511,anomaly
tcp,0,0,111,anomaly
tcp,1435,333,1,normal
tcp,377,1911,6,normal
tcp,0,0,137,anomaly
tcp,230,24647,12,normal
tcp,189,10561,6,normal
tcp,266,1646,15,normal
tcp,320,335,6,normal
tcp,0,0,221,anomaly
tcp,0,0,137,anomaly
tcp,229,1380,4,normal
udp,44,130,79,normal
tcp,1,0,2,anomaly
tcp,0,0,296,anomaly
tcp,2194619,0,2,normal
icmp,1032,0,511,anomaly
tcp,0,0,134,anomaly
tcp,11,0,2,normal
icmp,1032,0,511,anomaly
tcp,3690,0,6,normal
tcp,0,0,271,anomaly
tcp,337,441,11,normal
tcp,249,678,16,normal
tcp,0,0,111,anomaly
udp,105,0,2,normal
tcp,10864,398,1,normal
tcp,319,388,4,normal
tcp,243,398,6,normal
tcp,960,0,2,normal
tcp,1065,328,1,normal
tcp,319,321,4,normal
tcp,224,1415,6,normal
tcp,0,0,236,anomaly
tcp,6234,1628,1,normal
tcp,0,0,291,anomaly
tcp,0,0,146,anomaly
tcp,0,0,253,anomaly
tcp,0,0,85,anomaly
tcp,0,0,267,anomaly
tcp,345,1069,15,normal
tcp,267,11798,4,normal
udp,45,119,112,normal
tcp,0,0,262,anomaly
tcp,0,0,191,anomaly
tcp,199,354,12,normal
tcp,0,0,239,anomaly
tcp,304,1909,1,normal
tcp,195,5760,10,normal
tcp,290,940,5,normal
tcp,0,0,109,anomaly
tcp,216,655,4,normal
tcp,0,0,271,anomaly
tcp,9,0,1,normal
tcp,1517,332,1,normal
tcp,213,1691,9,normal
tcp,248,6356,7,normal
icmp,1480,0,2,anomaly
tcp,2194619,0,2,normal
tcp,0,0,107,anomaly
tcp,411,3616,18,normal
tcp,0,0,191,anomaly
tcp,192,0,2,normal
tcp,0,0,254,anomaly
tcp,229,1483,14,normal
tcp,0,0,162,anomaly
tcp,286,33580,1,normal
tcp,0,0,279,anomaly
tcp,312,1227,6,normal
tcp,0,0,149,anomaly
tcp,0,0,154,anomaly
tcp,125,179,2,anomaly
tcp,153,1572,8,normal
tcp,259,448,10,normal
tcp,334,0,1,anomaly
tcp,316,912,7,normal
tcp,729,333,1,normal
tcp,0,0,134,anomaly
tcp,189,23086,1,normal
tcp,0,0,245,anomaly
tcp,998,334,1,normal
tcp,0,0,286,anomaly
icmp,18,0,1,anomaly
icmp,1032,0,511,anomaly
icmp,520,0,441,anomaly
tcp,334,15650,1,normal
tcp,318,1487,9,normal
udp,43,75,222,normal
tcp,205,248,7,normal
tcp,0,0,255,anomaly
tcp,1005,336,1,normal
tcp,0,0,260,anomaly
tcp,0,0,134,anomaly
tcp,219,1899,10,normal
tcp,243,4907,10,normal
tcp,333,1540,2,normal
udp,43,146,80,normal
tcp,0,0,1,anomaly
tcp,297,12894,4,normal
tcp,0,0,242,anomaly
tcp,0,0,228,anomaly
tcp,0,0,1,anomaly
tcp,226,2180,16,normal
tcp,221,261,14,normal
tcp,0,0,103,anomaly
tcp,7,220,1,normal
tcp,0,0,198,anomaly
tcp,0,0,194,anomaly
tcp,0,0,250,anomaly
tcp,0,0,231,anomaly
tcp,0,0,298,anomaly
icmp,8,0,1,anomaly
udp,1,0,23,anomaly
tcp,0,0,255,anomaly
tcp,0,0,2,normal
tcp,0,0,139,anomaly
tcp,211,294,6,normal
tcp,0,0,104,anomaly
tcp,0,0,76,anomaly
tcp,231,9950,1,normal
tcp,0,0,148,anomaly
icmp,30,0,1,normal
udp,147,105,4,normal
tcp,0,0,112,anomaly
tcp,976,334,1,normal
tcp,122,232,1,normal
tcp,0,0,230,anomaly
udp,46,134,93,normal
tcp,0,0,284,anomaly
tcp,561,332,1,normal
tcp,5,0,34,anomaly
tcp,0,0,1,normal
tcp,194,954639,1,normal
tcp,239,1471,6,normal
icmp,8,0,1,anomaly
tcp,0,0,263,anomaly
udp,28,0,42,anomaly
tcp,0,0,105,anomaly
tcp,0,0,125,anomaly
tcp,0,0,211,anomaly
tcp,255,6734,23,normal
tcp,0,0,70,anomaly
tcp,0,0,148,anomaly
tcp,243,335,4,normal
tcp,0,0,65,anomaly
tcp,315,2076,7,normal
tcp,0,0,141,anomaly
tcp,292,7487,5,normal
tcp,1769,332,1,normal
tcp,209,933,11,normal
tcp,0,0,129,anomaly
tcp,0,0,1,normal
icmp,8,0,1,anomaly
tcp,247,2265,8,normal
tcp,0,0,232,anomaly
tcp,0,0,92,anomaly
tcp,14189,0,12,normal
icmp,8,0,1,anomaly
tcp,0,0,253,anomaly
tcp,333,774,12,normal
tcp,220,26098,1,normal
icmp,18,0,1,anomaly
tcp,0,0,1,normal
icmp,520,0,277,anomaly
udp,46,72,21,normal
udp,33,0,1,normal
tcp,0,0,27,anomaly
tcp,6601,0,19,normal
udp,147,105,5,normal
tcp,0,0,100,anomaly
icmp,8,0,1,anomaly
tcp,0,0,1,anomaly
tcp,288,2153,44,normal
tcp,105,2138,1,normal
icmp,1480,0,2,anomaly
tcp,0,0,1,anomaly
tcp,202,1220,4,normal
tcp,287,2872,3,normal
tcp,226,3630,7,normal
udp,44,137,76,normal
tcp,252,654,31,normal
udp,46,112,202,normal
icmp,520,0,116,anomaly
tcp,309,3928,9,normal
tcp,0,0,226,anomaly
tcp,1,0,2,anomaly
udp,42,42,1,normal
tcp,183,11087,7,normal
udp,1,0,2,anomaly
tcp,216,370,5,normal
tcp,0,0,509,anomaly
icmp,8,0,1,anomaly
udp,45,45,146,normal
udp,36,101,1,normal
tcp,0,0,202,anomaly
tcp,104,2827,1,normal
tcp,227,7488,3,normal
tcp,939,325,1,normal
tcp,0,0,231,anomaly
udp,42,72,249,normal
tcp,1525,474,1,normal
tcp,0,0,224,anomaly
tcp,0,376,1,normal
tcp,186,8658,5,normal
tcp,336,0,5,normal
tcp,284,1444,18,normal
tcp,286,1415,1,normal
tcp,0,0,189,anomaly
tcp,232,584,1,normal
tcp,0,0,143,anomaly
tcp,0,0,13,anomaly
tcp,1365,334,1,normal
tcp,0,0,207,anomaly
tcp,0,0,119,anomaly
icmp,8,0,1,anomaly
udp,44,70,234,normal
tcp,157,607,1,normal
udp,42,127,144,normal
tcp,1970,363,1,normal
tcp,238,6722,2,normal
tcp,54540,8314,4,anomaly
tcp,0,0,356,anomaly
icmp,8,0,1,anomaly
tcp,0,0,37,anomaly
tcp,0,0,313,anomaly
tcp,0,0,216,anomaly
tcp,292,7635,4,normal
tcp,0,0,70,anomaly
tcp,154,409,1,normal
tcp,0,0,119,anomaly
tcp,0,0,51,anomaly
tcp,9178,0,8,normal
tcp,309,755,3,normal
tcp,1,0,2,anomaly
tcp,0,0,257,anomaly
tcp,0,0,106,anomaly
icmp,8,0,1,anomaly
tcp,230,469,7,normal
udp,44,131,78,normal
tcp,0,0,290,anomaly
tcp,0,0,155,anomaly
tcp,0,0,258,anomaly
tcp,294,9763,41,normal
icmp,1032,0,12,anomaly
tcp,210,910,30,normal
tcp,0,0,238,anomaly
tcp,317,1448,5,normal
tcp,1506,332,1,normal
udp,28,0,23,anomaly
tcp,1456,405,1,normal
tcp,0,0,130,anomaly
tcp,231,1287,18,normal
udp,42,127,38,normal
tcp,0,0,18,anomaly
icmp,8,0,1,anomaly
tcp,3690,0,16,normal
tcp,0,0,120,anomaly
udp,46,46,76,normal
tcp,0,0,130,anomaly
tcp,0,0,223,anomaly
udp,44,44,112,normal
tcp,216,4080,6,normal
tcp,0,0,296,anomaly
tcp,0,0,219,anomaly
tcp,312,296,1,normal
tcp,0,0,104,anomaly
tcp,0,0,107,anomaly
tcp,260,892,27,normal
tcp,251,388,16,normal
icmp,8,0,1,anomaly
tcp,0,0,229,anomaly
tcp,210,305,11,normal
tcp,334,342,13,normal
udp,44,78,269,normal
tcp,0,0,134,anomaly
icmp,8,0,1,anomaly
tcp,0,0,231,anomaly
tcp,297,27928,1,normal
tcp,210,1013,2,normal
tcp,227,4454,5,normal
tcp,199,986,5,normal
tcp,1502,4152,1,normal
tcp,286,27280,2,normal
tcp,0,0,112,anomaly
tcp,0,0,209,anomaly
tcp,0,0,80,anomaly
tcp,314,2527,14,normal
tcp,0,0,131,anomaly
tcp,0,0,238,anomaly
tcp,200,626,18,normal
tcp,204,3591,30,normal
tcp,0,0,20,anomaly
tcp,1915,326,1,normal
tcp,12983,0,2,normal
udp,147,0,7,normal
tcp,0,0,93,anomaly
tcp,299,305,9,normal
tcp,0,0,113,anomaly
tcp,0,0,70,anomaly
tcp,244,1451,3,normal
tcp,316,4061,6,normal
tcp,0,0,238,anomaly
tcp,351,3675,18,normal
tcp,0,0,146,anomaly
tcp,0,0,22,anomaly
tcp,0,0,278,anomaly
tcp,246,367,22,normal
tcp,0,0,120,anomaly
tcp,268,9518,2,normal
tcp,210,1759,4,normal
tcp,0,0,118,anomaly
tcp,19,0,1,normal
tcp,0,0,275,anomaly
tcp,0,0,300,anomaly
udp,48,48,1,normal
tcp,207,7190,5,normal
udp,44,69,241,normal
tcp,0,0,190,anomaly
tcp,283,18037,1,normal
tcp,0,0,146,anomaly
tcp,6,0,511,anomaly
tcp,233,301,2,normal
tcp,255,488,4,normal
tcp,0,0,235,anomaly
tcp,316,1043,1,normal
tcp,0,0,179,anomaly
tcp,0,0,215,anomaly
tcp,1290,335,1,normal
tcp,0,0,117,anomaly
tcp,0,0,120,anomaly
icmp,520,0,105,anomaly
udp,45,81,123,normal
udp,46,46,142,normal
udp,48,48,4,normal
tcp,0,0,178,anomaly
udp,147,0,4,normal
tcp,266,486,2,normal
tcp,0,0,115,anomaly
tcp,211,1349,5,normal
tcp,894,330,1,normal
tcp,0,0,29,anomaly
tcp,0,0,67,anomaly
tcp,0,0,121,anomaly
tcp,0,0,105,anomaly
tcp,0,0,1,normal
icmp,1032,0,220,anomaly
tcp,0,0,1,normal
tcp,0,0,138,anomaly
udp,145,0,3,normal
icmp,8,0,1,anomaly
tcp,353,7262,1,normal
tcp,221,756,27,normal
tcp,0,0,85,anomaly
udp,45,136,67,normal
tcp,338,256,5,normal
udp,146,105,1,normal
tcp,0,0,81,anomaly
icmp,8,0,1,anomaly
tcp,0,0,140,anomaly
tcp,238,2698,6,normal
tcp,0,0,114,anomaly
tcp,0,0,159,anomaly
udp,45,150,83,normal
tcp,0,0,91,anomaly
tcp,311,26340,2,normal
tcp,0,0,72,anomaly
tcp,0,0,239,anomaly
tcp,0,0,106,anomaly
tcp,0,0,104,anomaly
tcp,0,0,218,anomaly
tcp,0,0,224,anomaly
udp,38,54,3,normal
tcp,390,7872,2,normal
udp,45,126,42,normal
tcp,0,0,1,anomaly
udp,43,125,196,normal
icmp,8,0,1,anomaly
tcp,0,0,110,anomaly
icmp,8,0,1,anomaly
tcp,0,0,234,anomaly
tcp,0,0,104,anomaly
tcp,321,867,21,normal
icmp,8,0,1,anomaly
tcp,0,0,298,anomaly
tcp,221,35096,4,normal
tcp,0,0,143,anomaly
tcp,0,0,246,anomaly
tcp,0,0,140,anomaly
tcp,0,0,133,anomaly
tcp,11895,1359,1,normal
tcp,298,5175,5,normal
tcp,306,259,3,normal
tcp,0,0,171,anomaly
tcp,0,0,246,anomaly
tcp,12,0,1,normal
tcp,244,994,5,normal
tcp,0,0,243,anomaly
udp,45,109,102,normal
tcp,965,0,23,normal
tcp,2194619,0,2,normal
tcp,295,2113,2,normal
tcp,222,267,11,normal
udp,147,105,3,normal
udp,45,45,146,normal
tcp,162,19994,1,normal
tcp,211,2251,26,normal
tcp,1907,366,1,normal
icmp,18,0,1,anomaly
tcp,2635,328,1,normal
tcp,0,0,236,anomaly
tcp,0,0,259,anomaly
tcp,0,0,264,anomaly
tcp,0,0,217,anomaly
tcp,0,0,251,anomaly
tcp,0,0,90,anomaly
udp,46,46,4,normal
tcp,0,0,1,normal
tcp,1,0,2,anomaly
tcp,0,0,288,anomaly
tcp,298,2275,7,normal
tcp,206,337,22,normal
tcp,0,0,282,anomaly
tcp,284,681,5,normal
tcp,0,0,245,anomaly
tcp,0,0,31,anomaly
tcp,204,297,9,normal
tcp,292,3480,2,normal
icmp,30,0,2,normal
tcp,0,0,190,anomaly
tcp,292,2572,23,normal
tcp,250,1215,12,normal
tcp,15722,0,5,normal
tcp,0,0,219,anomaly
udp,28,0,58,anomaly
tcp,324,9572,2,normal
tcp,0,0,239,anomaly
tcp,243,910,2,normal
tcp,1460,4152,1,normal
tcp,0,0,212,anomaly
tcp,0,0,287,anomaly
tcp,0,0,67,anomaly
tcp,303,2495,7,normal
udp,44,73,235,normal
tcp,0,0,1,normal
udp,45,45,111,normal
tcp,0,0,1,normal
tcp,0,0,250,anomaly
udp,1,0,4,anomaly
tcp,740,0,2,normal
tcp,0,0,49,anomaly
tcp,338,238,1,normal
tcp,1534,401,1,normal
icmp,1032,0,511,anomaly
tcp,1081,377,1,normal
icmp,78,0,35,normal
udp,46,139,92,normal
icmp,64,0,1,normal
icmp,8,0,1,anomaly
tcp,740,0,1,normal
udp,1,0,17,anomaly
tcp,10,147,1,normal
tcp,226,1705,7,normal
tcp,204,2400,5,normal
udp,45,74,315,normal
tcp,0,0,300,anomaly
tcp,2077,328,1,normal
tcp,1,0,2,anomaly
tcp,0,0,34,anomaly
tcp,0,0,145,anomaly
tcp,0,0,102,anomaly
tcp,1030,0,3,normal
tcp,309,4281,5,normal
udp,46,112,2,normal
tcp,0,0,137,anomaly
tcp,0,0,238,anomaly
tcp,0,0,289,anomaly
tcp,259,0,2,normal
tcp,495,0,1,normal
tcp,0,0,256,anomaly
udp,46,138,15,normal
tcp,299,392,7,normal
tcp,306,1320,7,normal
tcp,0,0,131,anomaly
tcp,280,290,16,normal
tcp,2194619,0,2,normal
tcp,5891,0,1,normal
tcp,0,0,220,anomaly
udp,105,146,1,normal
tcp,0,0,120,anomaly
tcp,0,0,82,anomaly
tcp,0,0,249,anomaly
udp,44,132,66,normal
tcp,0,0,15,anomaly
tcp,611,331,1,normal
tcp,2143,328,2,normal
tcp,1874,0,1,normal
tcp,0,0,266,anomaly
tcp,0,0,25,anomaly
tcp,0,0,294,anomaly
udp,44,127,65,normal
tcp,0,0,135,anomaly
tcp,151,1946,1,normal
tcp,228,1271,7,normal
tcp,2094,329,1,normal
tcp,1370,333,1,normal
tcp,54540,8314,4,anomaly
udp,105,146,1,normal
tcp,1473,4152,1,normal
tcp,154,30328,1,normal
tcp,0,0,268,anomaly
tcp,0,0,259,anomaly
tcp,223,1208,50,normal
tcp,0,0,103,anomaly
icmp,8,0,1,anomaly
tcp,11430,1383,1,normal
tcp,0,0,202,anomaly
tcp,0,0,1,anomaly
tcp,217,931,18,normal
tcp,0,0,324,anomaly
icmp,1032,0,510,anomaly
tcp,0,0,90,anomaly
tcp,221,337,5,normal
tcp,306,2072,7,normal
icmp,1032,0,511,anomaly
tcp,954,328,1,normal
tcp,0,0,76,anomaly
tcp,0,0,232,anomaly
tcp,0,0,37,anomaly
tcp,328,788,3,normal
tcp,0,0,177,anomaly
tcp,0,0,125,anomaly
tcp,0,0,84,anomaly
tcp,291,4858,41,normal
udp,110,44,1,normal
tcp,332,3085,42,normal
tcp,0,0,122,anomaly
icmp,89,0,4,normal
tcp,0,0,254,anomaly
tcp,0,0,1,normal
tcp,2932,327,1,normal
tcp,0,0,245,anomaly
tcp,239,501,5,normal
tcp,301,310,11,normal
icmp,8,0,1,anomaly
tcp,236,667,2,normal
icmp,18,0,1,anomaly
tcp,0,0,12,anomaly
udp,46,127,75,normal
tcp,1821,332,1,normal
tcp,0,0,107,anomaly
tcp,0,0,141,anomaly
tcp,213,2731,16,normal
tcp,212,5790,6,normal
tcp,201,468,1,normal
tcp,0,0,261,anomaly
tcp,35,130,2,normal
tcp,1,0,2,anomaly
tcp,317,15675,9,normal
icmp,8,0,1,anomaly
tcp,0,0,193,anomaly
tcp,0,0,110,anomaly
tcp,307,5669,4,normal
tcp,0,0,201,anomaly
tcp,59,0,7,normal
tcp,294,220,7,normal
tcp,344,12009,6,normal
tcp,0,0,229,anomaly
tcp,0,0,43,anomaly
tcp,309,3537,5,normal
tcp,0,0,166,anomaly
tcp,0,0,227,anomaly
tcp,0,0,268,anomaly
tcp,190,4918,10,normal
tcp,3019,387,1,normal
tcp,200,2710,5,normal
tcp,0,0,227,anomaly
tcp,0,0,117,anomaly
tcp,848,332,1,normal
icmp,8,0,1,anomaly
tcp,0,0,117,anomaly
tcp,8,147,1,normal
tcp,282,334,29,normal
tcp,0,0,1,anomaly
icmp,8,0,1,anomaly
tcp,1232,2449,1,anomaly
tcp,240,484,13,normal
tcp,214,788,38,normal
