dst_bytes,class
0,anomaly
0,anomaly
0,normal
505,normal
331,normal
0,anomaly
8314,anomaly
0,anomaly
328,normal
0,anomaly
290,normal
1256,normal
0,anomaly
0,anomaly
1440,normal
130,normal
0,anomaly
0,anomaly
0,anomaly
0,normal
0,anomaly
0,anomaly
0,anomaly
0,anomaly
1075,normal
0,anomaly
0,anomaly
46,normal
0,anomaly
0,anomaly
8104,normal
0,anomaly
0,anomaly
159,normal
324,normal
293,normal
4154,normal
0,anomaly
36,normal
72,normal
387,normal
1483,normal
971,normal
757,normal
0,anomaly
534,normal
0,anomaly
44,normal
938,normal
0,anomaly
0,anomaly
261,normal
4220,normal
947,normal
1747,normal
0,anomaly
0,anomaly
115,normal
0,anomaly
3751,normal
6726,normal
370,normal
35,normal
0,normal
128,normal
8314,anomaly
2471,normal
0,anomaly
1035,normal
307,normal
0,anomaly
0,normal
0,anomaly
0,normal
42,normal
1792,normal
3327,normal
2451,anomaly
92,normal
0,anomaly
0,anomaly
123,normal
0,anomaly
0,anomaly
0,normal
15252,normal
0,normal
0,anomaly
329,normal
1659,normal
0,anomaly
93,normal
4471,normal
82,normal
0,anomaly
4,normal
320,normal
0,normal
328,normal
0,normal
0,anomaly
0,anomaly
1845,normal
0,anomaly
0,anomaly
4297,normal
709,normal
4240,normal
0,anomaly
0,anomaly
386,normal
0,normal
128,normal
0,anomaly
0,anomaly
7071,normal
105,normal
0,anomaly
866,normal
396,normal
0,anomaly
0,anomaly
0,anomaly
0,anomaly
0,anomaly
656,normal
0,anomaly
956,normal
0,anomaly
11802,normal
0,normal
2055,normal
0,anomaly
0,normal
0,anomaly
13357,normal
0,anomaly
0,anomaly
762,normal
0,anomaly
2498,normal
268,normal
44,normal
0,anomaly
0,anomaly
0,anomaly
0,anomaly
0,anomaly
0,anomaly
0,normal
10161,normal
0,anomaly
0,anomaly
413,normal
0,anomaly
0,normal
362,normal
0,normal
0,anomaly
0,normal
0,anomaly
0,anomaly
429,normal
784,normal
293300,normal
0,anomaly
0,anomaly
7065,normal
1622,normal
1042,normal
0,anomaly
0,anomaly
0,anomaly
45,normal
765,normal
0,anomaly
0,anomaly
0,anomaly
0,anomaly
524,normal
0,anomaly
866,normal
0,anomaly
0,anomaly
365,normal
1274,normal
0,anomaly
8314,anomaly
0,anomaly
2296,normal
0,anomaly
0,anomaly
0,anomaly
0,anomaly
0,anomaly
0,anomaly
0,normal
0,anomaly
0,anomaly
334,normal
0,normal
0,anomaly
1288,normal
2920,anomaly
0,anomaly
602,normal
72748,normal
0,anomaly
1346,normal
6194,normal
1357,normal
2936,normal
0,anomaly
0,normal
329,normal
1422,normal
0,anomaly
61,anomaly
0,anomaly
2431,normal
0,normal
0,anomaly
1024,normal
0,normal
0,anomaly
332,normal
4152,normal
0,anomaly
0,anomaly
786,normal
0,anomaly
0,anomaly
0,anomaly
1459,normal
0,anomaly
0,normal
0,anomaly
495,normal
0,anomaly
328,normal
0,anomaly
4380,anomaly
0,anomaly
0,anomaly
0,anomaly
1604,normal
0,normal
0,anomaly
43,normal
0,anomaly
188,normal
0,anomaly
566,normal
0,anomaly
0,anomaly
387,normal
0,anomaly
0,anomaly
0,anomaly
1745,normal
0,anomaly
0,anomaly
288,normal
18700,normal
73,normal
4,normal
130,normal
0,anomaly
1492,normal
0,anomaly
0,normal
0,normal
0,anomaly
672,normal
2531,normal
370,normal
0,anomaly
24786,normal
876,normal
0,anomaly
0,anomaly
327,normal
0,anomaly
105,normal
0,anomaly
69,normal
0,anomaly
128,normal
3376,normal
11744,normal
324,normal
0,normal
0,anomaly
0,anomaly
0,anomaly
0,anomaly
0,normal
3058,normal
4062,normal
0,anomaly
0,normal
775,normal
0,anomaly
0,anomaly
0,anomaly
0,anomaly
0,anomaly
0,anomaly
0,anomaly
0,normal
1292,normal
69,normal
0,anomaly
0,normal
0,normal
278,normal
1380,normal
2705,normal
485,normal
583,normal
0,anomaly
1111,normal
0,normal
1042,normal
7203,normal
14884,normal
3040,normal
0,anomaly
112,normal
132,normal
10366,normal
329,normal
0,anomaly
0,anomaly
0,anomaly
4,normal
273,normal
0,anomaly
0,anomaly
0,normal
0,anomaly
500,normal
10541,normal
2333,normal
0,anomaly
0,anomaly
0,anomaly
0,anomaly
0,anomaly
0,anomaly
0,anomaly
0,anomaly
0,anomaly
1609,normal
713,normal
1215,normal
0,anomaly
130,normal
0,normal
0,anomaly
0,normal
0,anomaly
830,normal
3871,normal
37,normal
0,anomaly
0,anomaly
1028,normal
0,anomaly
78,normal
0,normal
9142,normal
5759,normal
0,anomaly
0,anomaly
331,normal
0,anomaly
0,normal
140,normal
0,anomaly
1977,normal
2061,normal
377,normal
0,anomaly
0,anomaly
14358,normal
16319,normal
0,anomaly
416,normal
0,anomaly
0,anomaly
0,anomaly
331,normal
0,anomaly
0,anomaly
0,anomaly
4815,normal
498,normal
0,anomaly
0,anomaly
0,anomaly
0,normal
0,anomaly
0,anomaly
0,anomaly
0,anomaly
0,anomaly
0,anomaly
0,anomaly
0,anomaly
0,anomaly
4030,normal
133,normal
0,anomaly
4435,normal
0,anomaly
105,normal
0,anomaly
398,normal
0,anomaly
879,normal
0,anomaly
2239,normal
0,normal
0,anomaly
135,normal
407,normal
0,anomaly
342,normal
334,normal
0,anomaly
667,normal
6489,normal
133,normal
188,normal
42,normal
0,anomaly
49083,normal
1976,normal
887,normal
0,anomaly
1281000,normal
9533,normal
2524,normal
1350,normal
0,anomaly
0,normal
0,anomaly
2593,normal
44,normal
0,anomaly
2832,normal
0,anomaly
9257,normal
863,normal
0,anomaly
126,normal
81,normal
313,normal
3625,normal
0,anomaly
1630,normal
0,anomaly
0,anomaly
0,anomaly
860,normal
0,anomaly
0,normal
0,anomaly
0,anomaly
0,normal
882,normal
0,anomaly
8314,anomaly
0,anomaly
0,anomaly
1002,normal
0,anomaly
368,normal
497,normal
0,anomaly
42,normal
0,anomaly
0,anomaly
13278,normal
0,anomaly
0,anomaly
976,normal
6860,normal
371,normal
146,normal
0,anomaly
1817,normal
0,anomaly
1187,normal
0,anomaly
76,normal
649,normal
0,anomaly
0,normal
105,normal
330,normal
3222,normal
0,anomaly
0,normal
1707,normal
0,anomaly
0,normal
35,normal
12884,normal
0,normal
5399,normal
0,anomaly
18376,normal
926,normal
0,normal
370,normal
1831,normal
34,normal
8314,anomaly
460,normal
0,anomaly
0,anomaly
1688,normal
12343,normal
0,anomaly
0,anomaly
7143,normal
0,anomaly
1154,normal
1404,normal
0,anomaly
2828,normal
332,normal
132,normal
3200,normal
0,anomaly
0,anomaly
0,anomaly
46,normal
44,normal
333,normal
3534,normal
4,normal
4142,normal
753,normal
0,anomaly
0,anomaly
0,anomaly
0,anomaly
8314,anomaly
575,normal
0,anomaly
0,anomaly
1955,normal
747,normal
4,normal
0,anomaly
0,anomaly
277,normal
0,anomaly
329,normal
0,anomaly
0,anomaly
0,normal
0,anomaly
0,anomaly
0,anomaly
0,anomaly
179,anomaly
0,anomaly
0,anomaly
1053,normal
0,anomaly
0,anomaly
0,anomaly
1745,normal
146,normal
105,normal
0,anomaly
0,anomaly
0,normal
0,normal
1183,normal
0,anomaly
0,anomaly
105,normal
1108,normal
1861,normal
0,anomaly
391,normal
0,normal
0,normal
76,normal
80,normal
1551,normal
0,anomaly
245,normal
0,anomaly
0,anomaly
71,normal
0,anomaly
96,normal
0,anomaly
2469,normal
0,anomaly
361,normal
0,anomaly
0,anomaly
0,normal
0,anomaly
0,anomaly
4,normal
145,normal
5200,normal
75,normal
129,normal
370,normal
1344,normal
0,anomaly
14050,normal
0,normal
1433,normal
0,anomaly
0,anomaly
0,anomaly
0,anomaly
336,normal
0,anomaly
3062,normal
0,anomaly
1378,normal
1869,normal
0,normal
0,anomaly
328,normal
0,anomaly
1188,normal
0,anomaly
0,normal
0,anomaly
0,normal
0,anomaly
2507,normal
332,normal
11836,normal
0,anomaly
0,anomaly
0,anomaly
276,normal
541,normal
0,anomaly
0,anomaly
0,anomaly
331,normal
0,anomaly
4459,normal
334,normal
0,anomaly
0,anomaly
42,normal
4145,normal
3145,normal
6669,normal
0,anomaly
0,anomaly
0,normal
0,anomaly
331,normal
6329,normal
0,anomaly
402,normal
1660,normal
0,normal
266,normal
0,anomaly
0,anomaly
0,anomaly
0,anomaly
660,normal
330,normal
0,anomaly
0,normal
0,anomaly
0,anomaly
0,normal
1817,normal
0,anomaly
0,normal
0,anomaly
73,normal
46,normal
2081,normal
13125,normal
0,anomaly
0,anomaly
312,normal
331,normal
329,normal
9981,normal
0,anomaly
0,anomaly
0,anomaly
0,anomaly
365,normal
0,anomaly
0,anomaly
0,anomaly
0,anomaly
0,anomaly
0,anomaly
0,normal
0,normal
585,normal
364,normal
0,anomaly
0,anomaly
0,anomaly
0,anomaly
901,normal
0,anomaly
863,normal
0,anomaly
0,anomaly
0,normal
0,anomaly
0,anomaly
0,anomaly
128,normal
72,normal
937,normal
342,normal
141,normal
245,normal
0,anomaly
0,anomaly
332,normal
406,normal
0,anomaly
0,normal
30547,normal
0,anomaly
0,anomaly
1397,normal
84,normal
0,anomaly
0,anomaly
0,anomaly
0,anomaly
10913,normal
0,anomaly
0,normal
0,anomaly
2702,normal
0,anomaly
0,normal
0,normal
1054,normal
2413,normal
110,normal
0,anomaly
0,anomaly
5109,normal
0,anomaly
0,anomaly
0,anomaly
0,anomaly
0,anomaly
0,normal
76,normal
934,normal
31614,normal
2943,normal
3222,normal
330,normal
774,normal
0,anomaly
0,anomaly
0,normal
6533,normal
161,normal
363,normal
0,normal
559,normal
105,normal
12922,normal
0,anomaly
8525,normal
0,anomaly
0,anomaly
0,anomaly
744,normal
51,normal
0,anomaly
45,normal
1651,normal
0,anomaly
0,anomaly
337,normal
146,normal
0,anomaly
0,anomaly
19790,normal
0,normal
373,normal
105,normal
0,anomaly
0,anomaly
0,normal
121,normal
0,anomaly
0,anomaly
0,normal
0,anomaly
2424,normal
30973,normal
0,anomaly
3200,normal
2051,normal
0,normal
6139,normal
0,normal
0,anomaly
0,anomaly
4049,normal
655,normal
102,normal
0,anomaly
0,anomaly
0,anomaly
660,normal
0,anomaly
0,anomaly
0,anomaly
397,normal
0,anomaly
332,normal
20669,normal
0,anomaly
0,anomaly
0,anomaly
0,anomaly
0,anomaly
0,anomaly
9673,normal
2354,normal
0,anomaly
1691,normal
0,anomaly
0,normal
0,anomaly
0,anomaly
0,anomaly
0,normal
0,normal
45,normal
798,normal
0,anomaly
0,anomaly
327,normal
334,normal
373,normal
0,anomaly
479,normal
0,anomaly
0,anomaly
3326,normal
4267,normal
375,normal
4567,normal
0,anomaly
0,normal
399,normal
337,normal
333,normal
0,anomaly
0,anomaly
0,normal
329,normal
0,normal
1537,normal
4136,normal
526,normal
0,anomaly
526,normal
1313,normal
0,anomaly
0,anomaly
0,anomaly
44,normal
306,normal
0,anomaly
0,anomaly
2280,normal
0,anomaly
360,normal
1484,normal
0,anomaly
0,normal
791,normal
0,anomaly
0,anomaly
14664,normal
126,normal
0,anomaly
0,anomaly
8159,normal
0,anomaly
0,anomaly
328,normal
0,normal
622,normal
0,anomaly
324,normal
337,normal
37895,normal
128,normal
0,anomaly
10012,normal
268,normal
8801,normal
0,anomaly
328,normal
2307,normal
818,normal
0,anomaly
281,normal
0,anomaly
0,anomaly
44,normal
3978,normal
204,normal
1581,normal
0,normal
0,anomaly
0,anomaly
2006,normal
0,anomaly
602,normal
310,normal
276,normal
0,anomaly
600,normal
0,anomaly
6895,normal
0,anomaly
2551,anomaly
0,anomaly
0,anomaly
0,normal
5476,normal
0,normal
8314,anomaly
0,anomaly
4291,normal
0,anomaly
0,normal
313,normal
0,anomaly
376,normal
23238,normal
127,normal
0,anomaly
472,normal
0,anomaly
0,anomaly
0,anomaly
1600,normal
1075,normal
133,anomaly
0,anomaly
128,normal
3222,normal
1856,normal
105,normal
0,anomaly
0,anomaly
0,anomaly
133,normal
0,anomaly
0,anomaly
0,anomaly
0,anomaly
0,anomaly
0,anomaly
410,normal
904,normal
0,anomaly
0,anomaly
0,anomaly
74,normal
0,anomaly
9533,normal
0,anomaly
0,anomaly
0,normal
0,normal
0,anomaly
0,anomaly
0,anomaly
0,normal
421,normal
16123,normal
0,anomaly
2676,normal
37,normal
0,anomaly
0,normal
790,normal
105,normal
0,normal
0,anomaly
0,anomaly
0,normal
0,anomaly
6449,normal
70,normal
613,normal
0,normal
0,anomaly
0,anomaly
30881,normal
0,anomaly
134,normal
766,normal
0,anomaly
145,normal
0,anomaly
0,normal
0,anomaly
577,normal
3749,normal
0,anomaly
42,normal
105,normal
0,anomaly
333,normal
133,normal
1246,normal
4475,normal
80,normal
0,anomaly
3862,normal
4530,normal
2942,normal
0,anomaly
0,anomaly
8314,anomaly
717,normal
0,anomaly
1212,normal
84,normal
0,anomaly
0,anomaly
0,anomaly
384,normal
0,anomaly
0,anomaly
0,anomaly
0,anomaly
0,anomaly
0,anomaly
2769,normal
0,normal
0,normal
0,normal
1173,normal
0,anomaly
42,normal
0,normal
0,anomaly
177,normal
0,anomaly
0,anomaly
0,anomaly
0,anomaly
0,anomaly
13336,normal
2353,normal
0,anomaly
0,anomaly
0,anomaly
0,anomaly
24668,normal
0,anomaly
296,normal
77,normal
0,anomaly
0,anomaly
0,anomaly
0,anomaly
0,anomaly
0,anomaly
68,normal
0,anomaly
1448,normal
1719,normal
296,normal
0,anomaly
834,normal
1651,normal
334,normal
0,anomaly
5200,normal
323,normal
32099,normal
0,anomaly
23086,normal
0,anomaly
0,anomaly
0,normal
0,anomaly
929,normal
0,anomaly
0,anomaly
2969,normal
3325,normal
149,normal
0,anomaly
0,anomaly
3581,normal
0,anomaly
0,normal
0,anomaly
4559,normal
0,anomaly
424,normal
1075,normal
0,anomaly
3125,normal
674,normal
0,anomaly
418,normal
0,anomaly
1928,normal
740,normal
1903,normal
46,normal
0,anomaly
0,anomaly
333,normal
0,anomaly
5378,normal
0,anomaly
0,anomaly
2669,normal
4,normal
39431,normal
0,anomaly
0,anomaly
3112,normal
1253,normal
336,normal
0,anomaly
13345,normal
334,normal
0,anomaly
260,normal
332,normal
0,anomaly
332,normal
16044,normal
2531,normal
0,anomaly
0,normal
0,anomaly
130,normal
0,anomaly
0,anomaly
41,normal
0,anomaly
666,normal
1018,normal
43,normal
8314,anomaly
0,anomaly
0,anomaly
0,anomaly
1024,normal
0,anomaly
0,anomaly
0,anomaly
3222,normal
20143,normal
0,anomaly
0,anomaly
0,normal
0,anomaly
860,normal
2537,normal
7384,normal
0,normal
0,normal
0,anomaly
0,anomaly
330,normal
0,anomaly
280,normal
659,normal
1440,normal
0,anomaly
0,anomaly
0,anomaly
0,anomaly
0,anomaly
0,anomaly
1564,normal
130,normal
0,anomaly
1488,normal
0,anomaly
0,anomaly
0,anomaly
321,normal
0,anomaly
0,anomaly
0,anomaly
0,anomaly
0,anomaly
310,normal
310,normal
5515,normal
0,anomaly
0,anomaly
0,anomaly
0,anomaly
0,normal
0,anomaly
2175,normal
6396,normal
0,anomaly
3884,normal
0,anomaly
2507,normal
2531,normal
4039,normal
0,anomaly
5137,normal
0,anomaly
327,normal
0,anomaly
0,anomaly
3755,normal
0,anomaly
137,normal
4152,normal
4126,normal
1380,normal
0,anomaly
105,normal
4903,normal
6979,normal
389,normal
375,normal
0,normal
0,anomaly
8314,anomaly
258,normal
12139,normal
2971,normal
329,normal
44,normal
0,anomaly
1570,normal
0,normal
325,normal
0,anomaly
788,normal
0,anomaly
0,anomaly
0,anomaly
399,normal
0,anomaly
0,anomaly
0,anomaly
8545,normal
0,anomaly
282,normal
0,anomaly
1694,normal
657,normal
0,anomaly
325,normal
0,anomaly
0,anomaly
46,normal
414,normal
279,normal
0,anomaly
0,anomaly
0,anomaly
0,normal
81,normal
0,normal
2118,normal
0,anomaly
132,normal
0,anomaly
43,normal
0,anomaly
0,anomaly
0,anomaly
1656,normal
0,anomaly
0,anomaly
307,normal
0,anomaly
0,anomaly
0,anomaly
7355,normal
1541,normal
0,anomaly
0,anomaly
0,normal
0,anomaly
0,anomaly
1564,normal
147,normal
0,anomaly
0,anomaly
1173,normal
0,normal
0,normal
0,anomaly
403,normal
147,normal
0,anomaly
0,anomaly
27498,normal
0,normal
45,normal
0,anomaly
0,normal
1408,normal
1266,normal
0,anomaly
0,anomaly
0,anomaly
0,anomaly
0,anomaly
0,anomaly
145,normal
331,normal
0,normal
0,anomaly
0,normal
5626,normal
0,normal
327,normal
4315,normal
0,anomaly
0,normal
0,anomaly
1483,normal
0,anomaly
0,anomaly
0,anomaly
2507,normal
0,anomaly
137,normal
2327,normal
330,normal
0,anomaly
284,normal
1417,normal
390,normal
0,normal
1836,normal
0,anomaly
0,anomaly
30739,normal
2120,normal
0,anomaly
23239,normal
6839,normal
1054,normal
0,normal
1553,normal
45,normal
498,normal
0,anomaly
0,anomaly
0,anomaly
0,anomaly
0,anomaly
0,normal
190,normal
2701,normal
73,normal
307,normal
3091,normal
0,anomaly
397,normal
0,anomaly
2335,normal
8314,anomaly
1185,normal
132,normal
0,anomaly
0,normal
0,anomaly
0,anomaly
0,anomaly
2077,normal
119,normal
0,anomaly
0,anomaly
12044,normal
325,normal
0,normal
137,normal
73,normal
0,anomaly
376,normal
0,anomaly
0,anomaly
1511,normal
3222,normal
0,anomaly
1481,normal
6251,normal
804,normal
0,anomaly
0,anomaly
4296,normal
2340,normal
0,anomaly
0,anomaly
0,anomaly
0,anomaly
333,normal
325,normal
127,normal
14496,normal
0,anomaly
335,normal
329,normal
0,anomaly
0,anomaly
0,anomaly
0,anomaly
0,anomaly
0,anomaly
676,normal
0,anomaly
0,anomaly
1046,normal
290,normal
0,anomaly
0,anomaly
0,anomaly
137,normal
0,normal
0,anomaly
0,normal
0,anomaly
0,normal
0,normal
0,anomaly
0,anomaly
0,anomaly
253,normal
3185,normal
3081,normal
0,anomaly
597,normal
3437,normal
238,normal
42,normal
115,normal
0,anomaly
946,normal
0,anomaly
0,anomaly
0,anomaly
960,normal
0,anomaly
0,anomaly
340,normal
255,normal
0,anomaly
8422,normal
55328,normal
0,anomaly
1385,normal
110,normal
0,anomaly
0,anomaly
1925,normal
90,normal
0,anomaly
333,normal
0,anomaly
0,normal
0,normal
0,anomaly
487,normal
0,anomaly
0,anomaly
2649,normal
132,normal
380,normal
0,anomaly
3200,normal
0,anomaly
0,anomaly
0,anomaly
0,anomaly
622,normal
329,normal
0,anomaly
0,anomaly
330,normal
0,anomaly
6992,normal
0,normal
10403,normal
0,anomaly
0,normal
2239,normal
0,anomaly
508,normal
0,anomaly
45,normal
504,normal
77,normal
0,anomaly
276,normal
0,anomaly
0,anomaly
0,anomaly
400,normal
0,anomaly
146,normal
0,anomaly
1173,normal
0,anomaly
454,normal
0,anomaly
6264,normal
0,anomaly
173,normal
1195,normal
81,normal
74,normal
0,normal
1587,normal
0,anomaly
0,anomaly
0,anomaly
12471,normal
228,normal
0,normal
0,normal
4631,normal
0,anomaly
0,anomaly
72,normal
0,anomaly
0,anomaly
2387,normal
0,anomaly
0,anomaly
0,anomaly
0,anomaly
0,anomaly
0,normal
105,normal
310,normal
2828,normal
125,normal
0,anomaly
0,anomaly
0,anomaly
0,anomaly
329,normal
331,normal
0,normal
0,anomaly
105,normal
6773,normal
0,anomaly
0,anomaly
0,anomaly
0,normal
261,normal
717,normal
140,normal
2275,normal
10203,normal
0,anomaly
0,anomaly
1077,normal
0,anomaly
0,anomaly
0,anomaly
0,normal
0,normal
1075,normal
128,normal
0,anomaly
0,anomaly
4768,normal
331,normal
0,anomaly
53,normal
0,anomaly
0,anomaly
31039,normal
401,normal
0,anomaly
0,anomaly
0,anomaly
309,normal
0,anomaly
365,normal
0,anomaly
0,anomaly
1415,normal
38299,normal
0,normal
0,anomaly
31700,normal
293,normal
0,anomaly
993,normal
316,normal
0,anomaly
286,normal
0,anomaly
175,normal
0,anomaly
436,normal
0,anomaly
335,normal
0,anomaly
0,anomaly
0,normal
0,anomaly
0,anomaly
0,anomaly
0,anomaly
0,anomaly
137,normal
0,anomaly
8275,normal
105,normal
0,anomaly
988,normal
0,normal
0,anomaly
392,normal
1203,normal
105,normal
0,anomaly
0,anomaly
0,normal
134,normal
250,normal
0,normal
366,normal
147,normal
2117,normal
326,normal
0,anomaly
0,anomaly
0,anomaly
345,anomaly
337,normal
4,normal
1299,normal
0,anomaly
0,anomaly
0,anomaly
0,anomaly
6329,normal
0,anomaly
0,anomaly
0,anomaly
308,normal
1875,normal
0,anomaly
0,anomaly
0,anomaly
276,normal
0,anomaly
4152,normal
7203,normal
329,normal
253,normal
332,normal
0,normal
1085,normal
0,anomaly
325,normal
406,normal
0,anomaly
0,anomaly
0,anomaly
903,normal
767,normal
0,normal
9998,normal
0,anomaly
24786,normal
520,normal
0,anomaly
0,normal
0,normal
2676,normal
0,anomaly
449,normal
0,anomaly
609,normal
139,normal
933,normal
0,normal
333,normal
0,anomaly
280,normal
190,normal
329,normal
0,anomaly
391,normal
0,anomaly
3119,normal
3734,normal
14721,normal
2308,normal
1109,normal
0,anomaly
8513,normal
277,normal
8932,normal
0,anomaly
0,anomaly
0,anomaly
8163,normal
0,anomaly
105,normal
347,normal
0,anomaly
319,normal
0,anomaly
70,normal
5103,normal
0,anomaly
0,anomaly
0,anomaly
0,normal
292,normal
191,normal
0,anomaly
0,anomaly
0,anomaly
3390,normal
0,anomaly
0,anomaly
0,anomaly
0,anomaly
0,anomaly
4,normal
292,normal
0,anomaly
1792,normal
0,anomaly
336,normal
88,normal
0,normal
0,anomaly
0,anomaly
0,normal
327,normal
0,anomaly
137,normal
0,anomaly
1925,normal
1342,normal
0,anomaly
0,anomaly
0,anomaly
4219,normal
0,anomaly
0,anomaly
370,normal
970,normal
5159,normal
0,normal
2698,normal
0,anomaly
8774,normal
0,normal
138,normal
0,anomaly
0,anomaly
4152,normal
0,normal
0,anomaly
1171,normal
330,normal
337,normal
0,normal
0,anomaly
0,normal
369,normal
0,anomaly
118,normal
6593,normal
73,normal
0,anomaly
72,normal
0,normal
422,normal
0,anomaly
0,anomaly
124,normal
8314,anomaly
0,normal
0,anomaly
0,anomaly
11889,normal
0,normal
0,anomaly
325,normal
0,anomaly
1402,normal
492,normal
42,normal
0,normal
0,normal
0,normal
0,anomaly
0,anomaly
42,normal
331,normal
775,normal
0,anomaly
0,normal
471,normal
0,normal
0,anomaly
3248,normal
2507,normal
282,normal
0,anomaly
11472,normal
0,anomaly
0,anomaly
1664,normal
0,anomaly
0,anomaly
588,normal
0,normal
110,normal
0,anomaly
2239,normal
0,anomaly
0,anomaly
0,normal
0,anomaly
0,anomaly
1072,normal
1423,normal
9963,normal
147,normal
0,anomaly
0,normal
0,normal
1715,normal
0,anomaly
333,normal
0,anomaly
0,anomaly
0,anomaly
0,anomaly
4509,normal
1254,normal
0,anomaly
295,normal
338,normal
0,normal
0,anomaly
0,normal
769,normal
81,normal
0,anomaly
29269,normal
1469,normal
141,normal
0,anomaly
390,normal
0,anomaly
0,anomaly
9324,normal
0,normal
0,anomaly
0,anomaly
0,anomaly
0,anomaly
0,anomaly
4213,normal
0,anomaly
0,anomaly
92,normal
330,normal
5444,normal
0,anomaly
0,anomaly
2943,normal
0,normal
332,normal
0,anomaly
0,anomaly
10669,normal
0,anomaly
0,anomaly
0,normal
337,normal
4096,normal
0,normal
0,anomaly
0,anomaly
0,anomaly
1108,normal
0,normal
0,anomaly
331,normal
43,normal
0,normal
1638,normal
383,normal
0,anomaly
0,anomaly
0,normal
0,anomaly
0,normal
0,anomaly
0,anomaly
42,normal
2832,normal
0,anomaly
0,anomaly
0,anomaly
2406,normal
1164,normal
335,normal
0,anomaly
255,normal
337,normal
77,normal
105,normal
0,anomaly
0,anomaly
0,anomaly
8314,anomaly
0,anomaly
0,anomaly
0,anomaly
327,normal
0,anomaly
0,anomaly
0,anomaly
0,anomaly
4374,normal
0,anomaly
0,anomaly
5308,normal
72,normal
1576,normal
0,anomaly
270,normal
0,anomaly
0,anomaly
334,normal
1037,normal
1529,normal
0,anomaly
75,normal
0,normal
4822,normal
0,anomaly
0,anomaly
0,anomaly
315,normal
0,normal
0,anomaly
636,normal
0,anomaly
105,normal
0,normal
259,normal
0,normal
0,normal
892,normal
261,normal
0,anomaly
0,normal
0,anomaly
0,anomaly
0,anomaly
0,anomaly
0,anomaly
0,anomaly
0,anomaly
1404,normal
0,anomaly
0,anomaly
0,anomaly
283,normal
0,anomaly
12164,normal
4152,normal
0,anomaly
7384,normal
0,anomaly
302,normal
0,anomaly
0,anomaly
0,anomaly
526,normal
105,normal
0,anomaly
128,normal
0,anomaly
0,anomaly
146,normal
0,anomaly
0,anomaly
0,anomaly
0,normal
0,anomaly
7355,normal
129,normal
0,anomaly
45,normal
0,anomaly
0,anomaly
0,normal
1729,normal
330,normal
9463,normal
1202,anomaly
0,anomaly
391,normal
8315,anomaly
328,normal
42,normal
0,anomaly
0,anomaly
924,normal
7510,normal
260,normal
0,anomaly
0,anomaly
0,anomaly
0,normal
559,normal
43,normal
0,anomaly
0,normal
767,normal
0,anomaly
1107,normal
0,anomaly
331,normal
105,normal
923,normal
6258,normal
0,anomaly
188,normal
335,normal
296,normal
0,anomaly
40380,normal
797,normal
0,anomaly
330,normal
48,normal
285,normal
0,normal
0,anomaly
0,anomaly
420,normal
0,normal
176,normal
1824,normal
0,anomaly
131,normal
12001,normal
0,anomaly
0,anomaly
2342,normal
34030,normal
7300,anomaly
0,anomaly
0,anomaly
0,normal
34,normal
0,anomaly
0,anomaly
0,anomaly
0,anomaly
0,anomaly
10399,normal
0,anomaly
45,normal
933,normal
0,anomaly
2165,normal
480,normal
1414,normal
0,anomaly
2904,normal
0,anomaly
1256,normal
0,anomaly
0,anomaly
325,normal
3653,normal
0,normal
0,anomaly
334,normal
8314,anomaly
0,anomaly
0,anomaly
34,normal
1273,normal
0,anomaly
0,anomaly
2449,anomaly
0,anomaly
1080,normal
0,anomaly
0,anomaly
616,normal
17703,normal
3198,normal
0,anomaly
0,normal
1293,normal
0,anomaly
0,anomaly
397,normal
0,normal
0,normal
335,normal
1601,normal
0,anomaly
1263,normal
362,normal
0,anomaly
0,anomaly
2071,normal
0,anomaly
0,anomaly
70,normal
0,anomaly
72,normal
0,anomaly
0,normal
0,anomaly
930,normal
294,normal
2224,normal
0,anomaly
342,normal
0,anomaly
6428,normal
2042,normal
0,normal
0,anomaly
2168,normal
1613,normal
0,anomaly
0,anomaly
0,anomaly
1209,normal
849,normal
0,normal
332,normal
0,normal
0,anomaly
4152,normal
0,anomaly
0,anomaly
3369,normal
0,anomaly
2486,normal
0,anomaly
113,normal
0,anomaly
0,normal
693,normal
0,anomaly
1021,normal
145,normal
0,anomaly
0,anomaly
0,normal
135,normal
0,anomaly
0,anomaly
1735,normal
0,normal
201,normal
0,normal
0,anomaly
280,normal
81,normal
0,anomaly
3360,normal
681,normal
0,anomaly
0,anomaly
337,normal
21240,normal
130,normal
0,anomaly
0,anomaly
0,anomaly
0,anomaly
42,normal
141,normal
0,anomaly
0,anomaly
1185,normal
0,anomaly
2659,normal
0,normal
0,anomaly
0,anomaly
11431,normal
0,anomaly
10755,normal
0,anomaly
0,anomaly
44,normal
0,anomaly
14571,normal
0,anomaly
0,anomaly
101,normal
668,normal
147,normal
1232,normal
105,normal
0,anomaly
17,normal
0,anomaly
328,normal
0,anomaly
0,anomaly
0,anomaly
0,anomaly
0,anomaly
0,anomaly
9458,normal
46,normal
25618,normal
2720,normal
0,normal
0,anomaly
1546,normal
1413,normal
2720,normal
0,normal
0,anomaly
0,anomaly
280,normal
0,anomaly
0,anomaly
558164,normal
145,normal
0,anomaly
0,anomaly
0,anomaly
0,anomaly
0,normal
0,normal
0,anomaly
646195,normal
42,normal
2510,normal
336,normal
0,anomaly
0,normal
