duration,protocol_type,flag,src_bytes,dst_bytes,logged_in,count,srv_count,same_srv_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,class
0,tcp,SF,1456,405,1,1,4,1,255,67,0.26,0.05,0,0,0.02,0,normal
0,tcp,S0,0,0,0,130,20,0.15,255,20,0.08,0.06,0,0,0,0,anomaly
0,tcp,SF,231,1287,1,18,18,1,255,255,1,0,0,0,0,0,normal
0,udp,SF,42,127,0,38,40,1,119,197,0.81,0.02,0.81,0.01,0.11,0,normal
0,tcp,S0,0,0,0,18,4,0.22,255,63,0.25,0.02,0.01,0,0,0,anomaly
0,icmp,SF,8,0,0,1,39,1,2,62,1,0,1,0.52,0,0,anomaly
0,tcp,SF,3690,0,0,16,16,1,244,120,0.49,0.02,0.49,0,0,0,normal
0,tcp,S0,0,0,0,120,8,0.07,255,8,0.03,0.07,0,0,0,0,anomaly
0,udp,SF,46,46,0,76,156,1,255,242,0.95,0.01,0.01,0,0,0,normal
0,tcp,RSTO,0,0,0,130,19,0.15,255,19,0.07,0.07,0,0,1,1,anomaly
0,tcp,S0,0,0,0,223,20,0.09,255,1,0,0.07,0,0,0,0,anomaly
0,udp,SF,44,44,0,112,173,1,255,255,1,0,0.01,0,0,0,normal
0,tcp,SF,216,4080,1,6,25,1,211,255,1,0,0,0.02,0,0,normal
0,tcp,S0,0,0,0,296,5,0.02,255,5,0.02,0.07,0,0,0,0,anomaly
0,tcp,S0,0,0,0,219,7,0.03,255,7,0.03,0.08,0,0,0,0,anomaly
0,tcp,SF,312,296,1,1,1,1,18,255,1,0,0.06,0.04,0,0,normal
0,tcp,S0,0,0,0,104,1,0.01,255,19,0.07,0.05,0,0,0,0,anomaly
0,tcp,S0,0,0,0,107,2,0.02,255,2,0.01,0.06,0,0,0,0,anomaly
0,tcp,SF,260,892,1,27,27,1,243,255,1,0,0,0.01,0,0,normal
0,tcp,SF,251,388,1,16,27,1,255,255,1,0,0,0,0,0,normal
0,icmp,SF,8,0,0,1,6,1,2,132,1,0,1,0.5,0,0,anomaly
0,tcp,S0,0,0,0,229,20,0.09,255,20,0.08,0.06,0,0,0,0,anomaly
0,tcp,SF,210,305,1,11,11,1,255,255,1,0,0,0,0,0,normal
0,tcp,SF,334,342,1,13,13,1,13,255,1,0,0.08,0.04,0,0.01,normal
0,udp,SF,44,78,0,269,269,1,255,203,0.8,0.01,0,0,0,0,normal
0,tcp,S0,0,0,0,134,1,0.01,255,5,0.02,0.06,0,0,0,0,anomaly
0,icmp,SF,8,0,0,1,11,1,4,200,1,0,1,0.25,0,0,anomaly
0,tcp,S0,0,0,0,231,14,0.06,255,14,0.05,0.07,0,0,0,0,anomaly
0,tcp,SF,297,27928,1,1,1,1,69,255,1,0,0.01,0.04,0,0,normal
0,tcp,SF,210,1013,1,2,25,1,10,252,1,0,0.1,0.05,0,0,normal
0,tcp,SF,227,4454,1,5,5,1,21,255,1,0,0.05,0.04,0,0,normal
0,tcp,SF,199,986,1,5,10,1,14,255,1,0,0.07,0.05,0,0,normal
27,tcp,SF,1502,4152,1,1,1,1,10,5,0.5,0.3,0.1,0,0,0,normal
0,tcp,SF,286,27280,1,2,3,1,64,255,1,0,0.02,0.02,0,0,normal
0,tcp,REJ,0,0,0,112,14,0.12,255,14,0.05,0.06,0,0,1,1,anomaly
0,tcp,S0,0,0,0,209,16,0.08,255,16,0.06,0.07,0,0,0,0,anomaly
0,tcp,S0,0,0,0,80,17,0.21,255,16,0.06,0.07,0,0,0,0,anomaly
0,tcp,SF,314,2527,1,14,14,1,255,255,1,0,0,0,0,0,normal
0,tcp,S0,0,0,0,131,1,0.01,255,1,0,0.07,0,0,0,0,anomaly
0,tcp,REJ,0,0,0,238,2,0.01,255,2,0.01,0.07,0,0,1,1,anomaly
0,tcp,SF,200,626,1,18,18,1,33,255,1,0,0.03,0.03,0,0,normal
0,tcp,SF,204,3591,1,30,30,1,255,255,1,0,0,0,0,0,normal
0,tcp,REJ,0,0,0,20,1,0.05,138,1,0.01,0.25,0.01,0,0.16,1,anomaly
1,tcp,SF,1915,326,1,1,3,1,106,65,0.61,0.06,0.01,0,0,0,normal
0,tcp,SF,12983,0,1,2,2,1,3,68,1,0,1,0.03,0,0,normal
0,udp,SF,147,0,0,7,1,0.14,255,1,0,0.62,0.9,0,0,0,normal
0,tcp,S0,0,0,0,93,2,0.02,255,2,0.01,0.05,0,0,0,0,anomaly
0,tcp,SF,299,305,1,9,9,1,73,255,1,0,0.01,0.02,0,0,normal
0,tcp,REJ,0,0,0,113,16,0.14,255,16,0.06,0.06,0,0,1,1,anomaly
0,tcp,S0,0,0,0,70,7,0.1,255,7,0.03,0.06,0,0,0,0,anomaly
0,tcp,SF,244,1451,1,3,3,1,2,255,1,0,0.5,0.04,0,0,normal
0,tcp,SF,316,4061,1,6,6,1,255,255,1,0,0,0,0,0,normal
0,tcp,REJ,0,0,0,238,1,0,255,1,0,0.08,0,0,1,1,anomaly
0,tcp,SF,351,3675,1,18,32,1,255,255,1,0,0,0,0,0,normal
0,tcp,S0,0,0,0,146,23,0.16,255,23,0.09,0.05,0,0,0,0,anomaly
0,tcp,S0,0,0,0,22,13,0.59,255,53,0.21,0.04,0.01,0,0,0,anomaly
0,tcp,S0,0,0,0,278,2,0.01,255,2,0.01,0.07,0,0,0,0,anomaly
0,tcp,SF,246,367,1,22,22,1,88,255,1,0,0.01,0.03,0,0,normal
0,tcp,S0,0,0,0,120,14,0.12,255,14,0.05,0.05,0,0,0,0,anomaly
0,tcp,SF,268,9518,1,2,4,1,140,255,1,0,0.01,0.05,0,0,normal
0,tcp,SF,210,1759,1,4,14,1,30,255,1,0,0.03,0.04,0,0,normal
0,tcp,REJ,0,0,0,118,13,0.11,255,13,0.05,0.07,0,0,1,1,anomaly
0,tcp,SF,19,0,1,1,1,1,32,104,0.59,0.06,0.59,0.02,0,0,normal
0,tcp,S0,0,0,0,275,8,0.03,255,8,0.03,0.06,0,0,0,0,anomaly
0,tcp,S0,0,0,0,300,6,0.02,255,2,0.01,0.07,0,0,0,0,anomaly
0,udp,SF,48,48,0,1,1,1,255,210,0.82,0.01,0.82,0,0,0,normal
0,tcp,SF,207,7190,1,5,5,1,27,255,1,0,0.04,0.02,0,0,normal
0,udp,SF,44,69,0,241,240,1,255,250,0.98,0.01,0,0,0,0,normal
0,tcp,S0,0,0,0,190,4,0.02,255,4,0.02,0.06,0,0,0,0,anomaly
0,tcp,SF,283,18037,1,1,1,1,255,255,1,0,0,0,0,0,normal
0,tcp,REJ,0,0,0,146,19,0.13,255,19,0.07,0.06,0,0,1,1,anomaly
11,tcp,SF,6,0,1,511,1,0,255,1,0,1,0,0,0.85,0,anomaly
0,tcp,SF,233,301,1,2,2,1,134,255,1,0,0.01,0.01,0,0,normal
0,tcp,SF,255,488,1,4,7,1,113,255,1,0,0.01,0.03,0,0,normal
0,tcp,REJ,0,0,0,235,4,0.02,255,4,0.02,0.07,0,0,1,1,anomaly
23,tcp,SF,316,1043,1,1,1,1,174,46,0.26,0.03,0.01,0,0.01,0.02,normal
0,tcp,S0,0,0,0,179,13,0.07,255,13,0.05,0.07,0,0,0,0,anomaly
0,tcp,S0,0,0,0,215,11,0.05,255,6,0.02,0.08,0,0,0,0,anomaly
1,tcp,SF,1290,335,1,1,2,1,189,164,0.63,0.04,0.01,0.01,0,0,normal
0,tcp,S0,0,0,0,117,19,0.16,255,19,0.07,0.07,0,0,0,0,anomaly
0,tcp,S0,0,0,0,120,5,0.04,255,16,0.06,0.07,0,0,0,0,anomaly
0,icmp,SF,520,0,0,105,105,1,255,255,1,0,1,0,0,0,anomaly
0,udp,SF,45,81,0,123,123,1,255,254,1,0.01,0.01,0,0,0,normal
0,udp,SF,46,46,0,142,222,1,255,255,1,0,0.01,0,0,0,normal
0,udp,SF,48,48,0,4,1,0.25,255,142,0.56,0.01,0.56,0,0,0,normal
0,tcp,S0,0,0,0,178,1,0.01,255,19,0.07,0.06,0,0,0,0,anomaly
0,udp,SF,147,0,0,4,1,0.25,48,1,0.02,0.6,0.85,0,0,0,normal
0,tcp,SF,266,486,1,2,2,1,255,255,1,0,0,0,0,0,normal
0,tcp,RSTO,0,0,0,115,12,0.1,255,12,0.05,0.06,0,0,1,1,anomaly
0,tcp,SF,211,1349,1,5,22,1,58,255,1,0,0.02,0.04,0,0,normal
1,tcp,SF,894,330,1,1,2,1,188,160,0.64,0.1,0.01,0.01,0,0,normal
0,tcp,S0,0,0,0,29,9,0.31,255,9,0.04,0.07,0.01,0,0,0,anomaly
0,tcp,S0,0,0,0,67,17,0.25,255,44,0.17,0.04,0,0,0,0,anomaly
0,tcp,S0,0,0,0,121,20,0.17,255,13,0.05,0.07,0,0,0,0,anomaly
0,tcp,S0,0,0,0,105,5,0.05,255,5,0.02,0.05,0,0,0,0,anomaly
0,tcp,REJ,0,0,0,1,1,1,2,244,1,0,0.5,0.13,1,0.79,normal
0,icmp,SF,1032,0,0,220,220,1,255,255,1,0,1,0,0,0,anomaly
0,tcp,REJ,0,0,0,1,2,1,7,65,1,0,0.14,0.28,1,1,normal
0,tcp,S0,0,0,0,138,20,0.14,255,20,0.08,0.06,0,0,0,0,anomaly
0,udp,SF,145,0,0,3,1,0.33,3,1,0.33,0.67,1,0,0,0,normal
0,icmp,SF,8,0,0,1,33,1,1,181,1,0,1,0.25,0,0,anomaly
0,tcp,SF,353,7262,1,1,10,1,66,255,1,0,0.02,0.02,0,0,normal
0,tcp,SF,221,756,1,27,28,1,255,255,1,0,0,0,0,0,normal
0,tcp,S0,0,0,0,85,2,0.02,255,4,0.02,0.07,0,0,0,0,anomaly
0,udp,SF,45,136,0,67,147,1,255,238,0.93,0.02,0,0,0,0,normal
0,tcp,SF,338,256,1,5,12,1,150,255,1,0,0.01,0.02,0,0,normal
26525,udp,SF,146,105,0,1,1,1,138,1,0.01,0.65,0.96,0,0,0,normal
0,tcp,S0,0,0,0,81,17,0.21,255,4,0.02,0.07,0,0,0,0,anomaly
0,icmp,SF,8,0,0,1,29,1,2,178,1,0,1,0.5,0,0,anomaly
0,tcp,S0,0,0,0,140,4,0.03,255,24,0.09,0.06,0,0,0,0,anomaly
0,tcp,SF,238,2698,1,6,6,1,255,253,0.99,0.01,0,0,0.02,0.02,normal
0,tcp,S0,0,0,0,114,13,0.11,255,19,0.07,0.07,0,0,0,0,anomaly
0,tcp,S0,0,0,0,159,11,0.07,255,11,0.04,0.06,0,0,0,0,anomaly
0,udp,SF,45,150,0,83,85,1,203,138,0.68,0.02,0,0,0,0,normal
0,tcp,S0,0,0,0,91,5,0.05,255,19,0.07,0.06,0,0,0,0,anomaly
0,tcp,SF,311,26340,1,2,2,1,80,255,1,0,0.01,0.01,0,0.01,normal
0,tcp,S0,0,0,0,72,14,0.19,255,8,0.03,0.07,0,0,0,0,anomaly
0,tcp,S0,0,0,0,239,7,0.03,255,7,0.03,0.06,0,0,0,0,anomaly
0,tcp,S0,0,0,0,106,9,0.08,255,21,0.08,0.06,0,0,0,0,anomaly
0,tcp,S0,0,0,0,104,2,0.02,255,17,0.07,0.09,0,0,0,0,anomaly
0,tcp,REJ,0,0,0,218,12,0.06,255,12,0.05,0.09,0,0,1,1,anomaly
0,tcp,REJ,0,0,0,224,12,0.05,255,12,0.05,0.07,0,0,1,1,anomaly
0,udp,SF,38,54,0,3,4,1,255,250,0.98,0.01,0.01,0,0,0,normal
3983,tcp,S3,390,7872,1,2,1,0.5,9,5,0.56,0.22,0.11,0,0.44,0.8,normal
0,udp,SF,45,126,0,42,122,1,255,254,1,0.01,0,0,0,0,normal
0,tcp,RSTR,0,0,0,1,1,1,255,1,0,0.73,1,0,1,1,anomaly
0,udp,SF,43,125,0,196,196,1,255,255,1,0,0,0,0,0,normal
0,icmp,SF,8,0,0,1,22,1,1,123,1,0,1,0.5,0,0,anomaly
0,tcp,RSTO,0,0,0,110,4,0.04,255,4,0.02,0.06,0,0,1,1,anomaly
0,icmp,SF,8,0,0,1,40,1,2,90,1,0,1,0.5,0,0,anomaly
0,tcp,S0,0,0,0,234,3,0.01,255,3,0.01,0.07,0,0,0,0,anomaly
0,tcp,REJ,0,0,0,104,2,0.02,255,22,0.09,0.07,0,0,1,1,anomaly
0,tcp,SF,321,867,1,21,21,1,143,255,1,0,0.01,0.02,0,0,normal
0,icmp,SF,8,0,0,1,26,1,2,35,1,0,1,0.51,0,0,anomaly
0,tcp,S0,0,0,0,298,18,0.06,255,13,0.05,0.06,0,0,0,0,anomaly
0,tcp,SF,221,35096,1,4,7,1,5,255,1,0,0.2,0.04,0,0,normal
0,tcp,REJ,0,0,0,143,1,0.01,255,1,0,0.59,0,0,0.55,1,anomaly
0,tcp,S0,0,0,0,246,13,0.05,255,13,0.05,0.06,0,0,0,0,anomaly
0,tcp,RSTO,0,0,0,140,19,0.14,255,19,0.07,0.07,0,0,1,1,anomaly
0,tcp,S0,0,0,0,133,24,0.18,255,24,0.09,0.05,0,0,0,0,anomaly
5,tcp,SF,11895,1359,1,1,2,1,201,134,0.67,0.02,0,0,0,0,normal
0,tcp,SF,298,5175,1,5,5,1,32,255,1,0,0.03,0.03,0,0,normal
0,tcp,SF,306,259,1,3,4,1,3,201,1,0,0.33,0.03,0,0,normal
0,tcp,S0,0,0,0,171,6,0.04,255,6,0.02,0.05,0,0,0,0,anomaly
0,tcp,S0,0,0,0,246,20,0.08,255,20,0.08,0.07,0,0,0,0,anomaly
0,tcp,SF,12,0,1,1,1,1,93,35,0.38,0.04,0.38,0,0,0,normal
0,tcp,SF,244,994,1,5,13,1,169,255,1,0,0.01,0.02,0.01,0,normal
0,tcp,S0,0,0,0,243,14,0.06,255,14,0.05,0.08,0,0,0,0,anomaly
0,udp,SF,45,109,0,102,107,1,255,255,1,0,0,0,0,0,normal
0,tcp,SF,965,0,1,23,23,1,255,125,0.49,0.02,0.49,0,0,0,normal
2,tcp,SF,2194619,0,0,2,3,1,93,14,0.15,0.04,0.15,0,0,0,normal
0,tcp,SF,295,2113,1,2,2,1,255,255,1,0,0,0,0,0,normal
0,tcp,SF,222,267,1,11,11,1,27,255,1,0,0.04,0.01,0,0,normal
4834,udp,SF,147,105,0,3,1,0.33,255,3,0.01,0.57,0.91,0,0,0,normal
0,udp,SF,45,45,0,146,226,1,255,255,1,0,0.01,0,0,0,normal
0,tcp,SF,162,19994,1,1,1,1,8,255,1,0,0.12,0.03,0,0,normal
0,tcp,SF,211,2251,1,26,29,1,255,255,1,0,0,0,0,0,normal
1,tcp,SF,1907,366,1,1,2,1,50,247,0.98,0.04,0.02,0.02,0,0,normal
0,icmp,SF,18,0,0,1,1,1,1,161,1,0,1,0.25,0,0,anomaly
16,tcp,SF,2635,328,1,1,1,1,117,97,0.83,0.03,0.01,0,0,0,normal
0,tcp,S0,0,0,0,236,19,0.08,194,19,0.1,0.06,0.01,0,0,0,anomaly
0,tcp,S0,0,0,0,259,4,0.02,255,4,0.02,0.09,0,0,0,0,anomaly
0,tcp,S0,0,0,0,264,1,0,255,12,0.05,0.07,0,0,0,0,anomaly
0,tcp,S0,0,0,0,217,13,0.06,255,14,0.05,0.07,0,0,0,0,anomaly
0,tcp,REJ,0,0,0,251,2,0.01,255,2,0.01,0.07,0,0,1,1,anomaly
0,tcp,S0,0,0,0,90,2,0.02,255,19,0.07,0.07,0,0,0,0,anomaly
0,udp,SF,46,46,0,4,6,1,255,254,1,0.01,0,0,0,0,normal
0,tcp,REJ,0,0,0,1,1,1,3,160,1,0,0.33,0.05,1,0.99,normal
26090,tcp,RSTR,1,0,0,2,2,1,255,2,0.01,0.72,1,0,1,1,anomaly
0,tcp,S0,0,0,0,288,5,0.02,255,11,0.04,0.08,0,0,0,0,anomaly
0,tcp,SF,298,2275,1,7,8,1,255,255,1,0,0,0,0,0,normal
0,tcp,SF,206,337,1,22,39,1,255,255,1,0,0,0,0,0,normal
0,tcp,S0,0,0,0,282,3,0.01,255,4,0.02,0.07,0,0,0,0,anomaly
0,tcp,SF,284,681,1,5,6,1,13,255,1,0,0.08,0.01,0,0,normal
0,tcp,S0,0,0,0,245,4,0.02,255,4,0.02,0.05,0,0,0,0,anomaly
0,tcp,S0,0,0,0,31,10,0.32,255,62,0.24,0.02,0.01,0,0,0,anomaly
0,tcp,SF,204,297,1,9,10,1,255,255,1,0,0,0,0,0,normal
0,tcp,SF,292,3480,1,2,3,1,255,255,1,0,0,0,0,0,normal
0,icmp,SF,30,0,0,2,2,1,182,182,1,0,1,0,0,0,normal
0,tcp,RSTO,0,0,0,190,19,0.1,255,19,0.07,0.07,0,0,1,1,anomaly
0,tcp,SF,292,2572,1,23,23,1,255,255,1,0,0,0,0,0,normal
0,tcp,SF,250,1215,1,12,12,1,217,255,1,0,0,0.01,0.01,0.01,normal
0,tcp,SF,15722,0,1,5,5,1,165,63,0.38,0.02,0.38,0,0,0,normal
0,tcp,S0,0,0,0,219,11,0.05,255,11,0.04,0.06,0,0,0,0,anomaly
0,udp,SF,28,0,0,58,58,1,255,25,0.1,0.01,0.1,0,0,0,anomaly
0,tcp,SF,324,9572,1,2,2,1,255,255,1,0,0,0,0,0,normal
0,tcp,S0,0,0,0,239,7,0.03,255,7,0.03,0.07,0,0,0,0,anomaly
0,tcp,SF,243,910,1,2,2,1,2,160,1,0,0.5,0.02,0,0,normal
32,tcp,SF,1460,4152,1,1,1,1,227,59,0.26,0.02,0,0,0,0,normal
0,tcp,S0,0,0,0,212,20,0.09,255,20,0.08,0.08,0,0,0,0,anomaly
0,tcp,REJ,0,0,0,287,16,0.06,255,16,0.06,0.07,0,0,1,1,anomaly
0,tcp,S0,0,0,0,67,14,0.21,255,54,0.21,0.03,0.01,0,0,0,anomaly
0,tcp,SF,303,2495,1,7,7,1,7,255,1,0,0.14,0.04,0,0.01,normal
0,udp,SF,44,73,0,235,234,1,255,247,0.97,0.01,0,0,0,0,normal
0,tcp,REJ,0,0,0,1,1,1,17,249,1,0,0.06,0.01,1,0.07,normal
0,udp,SF,45,45,0,111,111,1,255,255,1,0,0.01,0,0,0,normal
0,tcp,RSTO,0,0,0,1,1,1,167,149,0.69,0.02,0.01,0.01,0.05,0.05,normal
0,tcp,S0,0,0,0,250,8,0.03,255,8,0.03,0.07,0,0,0,0,anomaly
0,udp,SF,1,0,0,4,4,1,255,35,0.14,0.44,0.67,0,0.3,0,anomaly
0,tcp,SF,740,0,1,2,2,1,89,12,0.13,0.04,0.13,0,0,0,normal
0,tcp,S0,0,0,0,49,9,0.18,255,9,0.04,0.09,0,0,0,0,anomaly
88,tcp,SF,338,238,1,1,13,1,2,253,1,0,0.5,0.21,0,0.8,normal
0,tcp,SF,1534,401,1,1,1,1,255,54,0.21,0.06,0,0,0.01,0,normal
0,icmp,SF,1032,0,0,511,511,1,255,69,0.27,0.15,0.27,0,0,0,anomaly
0,tcp,SF,1081,377,1,1,1,1,87,202,0.82,0.03,0.01,0.01,0,0,normal
0,icmp,SF,78,0,0,35,5,0.11,255,28,0.11,0.01,0.11,0,0,0,normal
0,udp,SF,46,139,0,92,172,0.99,255,254,1,0.01,0,0,0,0,normal
0,icmp,SF,64,0,0,1,1,1,41,1,0.02,0.07,0.02,0,0,0,normal
0,icmp,SF,8,0,0,1,40,1,2,86,1,0,1,0.5,0,0,anomaly
0,tcp,SF,740,0,0,1,1,1,124,24,0.19,0.02,0.19,0,0,0,normal
0,udp,SF,1,0,0,17,6,0.35,255,6,0.02,0.22,1,0,0,0,anomaly
0,tcp,SF,10,147,0,1,1,1,255,3,0.01,0.07,0,0,0.01,0,normal
0,tcp,SF,226,1705,1,7,14,1,255,255,1,0,0,0,0,0,normal
0,tcp,SF,204,2400,1,5,10,1,148,255,1,0,0.01,0.01,0,0,normal
0,udp,SF,45,74,0,315,314,1,255,234,0.92,0.01,0,0,0,0,normal
0,tcp,S0,0,0,0,300,20,0.07,255,20,0.08,0.07,0,0,0,0,anomaly
1,tcp,SF,2077,328,1,1,2,1,211,133,0.55,0.03,0,0.02,0,0,normal
42021,tcp,RSTR,1,0,0,2,2,1,196,2,0.01,0.2,0.39,0,0.39,1,anomaly
0,tcp,S0,0,0,0,34,14,0.41,255,14,0.05,0.07,0.01,0,0,0,anomaly
0,tcp,S0,0,0,0,145,15,0.1,255,26,0.1,0.06,0,0,0,0,anomaly
0,tcp,RSTO,0,0,0,102,1,0.01,255,1,0,0.07,0,0,1,1,anomaly
0,tcp,SF,1030,0,1,3,4,1,255,118,0.46,0.01,0.46,0,0,0,normal
0,tcp,SF,309,4281,1,5,5,1,21,255,1,0,0.05,0.05,0,0,normal
0,udp,SF,46,112,0,2,2,1,168,208,1,0,1,0.01,0,0,normal
0,tcp,S0,0,0,0,137,25,0.18,255,25,0.1,0.05,0,0,0,0,anomaly
0,tcp,S0,0,0,0,238,7,0.03,255,2,0.01,0.09,0,0,0,0,anomaly
0,tcp,REJ,0,0,0,289,17,0.06,255,17,0.07,0.09,0,0,1,1,anomaly
0,tcp,SF,259,0,0,2,2,1,173,18,0.08,0.02,0.08,0.11,0.02,0,normal
0,tcp,SF,495,0,1,1,1,1,1,52,1,0,1,0.04,0,0,normal
0,tcp,S0,0,0,0,256,11,0.04,255,11,0.04,0.07,0,0,0,0,anomaly
0,udp,SF,46,138,0,15,85,1,255,222,0.87,0.02,0,0,0,0,normal
0,tcp,SF,299,392,1,7,7,1,191,255,1,0,0.01,0.02,0,0,normal
0,tcp,SF,306,1320,1,7,10,1,228,255,1,0,0.01,0.01,0,0,normal
0,tcp,S0,0,0,0,131,9,0.07,255,1,0,0.06,0,0,0,0,anomaly
0,tcp,SF,280,290,1,16,17,1,255,255,1,0,0,0,0,0,normal
2,tcp,SF,2194619,0,0,2,2,1,151,61,0.4,0.03,0.4,0,0,0,normal
0,tcp,SF,5891,0,1,1,1,1,243,63,0.23,0.02,0.23,0.03,0.03,0,normal
0,tcp,S0,0,0,0,220,1,0,255,1,0,0.08,0,0,0,0,anomaly
0,udp,SF,105,146,0,1,1,1,255,244,0.96,0.01,0.01,0,0,0,normal
0,tcp,S0,0,0,0,120,6,0.05,255,15,0.06,0.07,0,0,0,0,anomaly
0,tcp,S0,0,0,0,82,8,0.1,255,8,0.03,0.05,0,0,0,0,anomaly
0,tcp,S0,0,0,0,249,16,0.06,255,5,0.02,0.07,0,0,0,0,anomaly
0,udp,SF,44,132,0,66,146,1,255,255,1,0,0,0,0,0,normal
0,tcp,REJ,0,0,0,15,6,0.4,255,26,0.1,0.06,0,0,1,1,anomaly
0,tcp,SF,611,331,1,1,1,1,255,149,0.58,0.01,0,0,0,0,normal
1,tcp,SF,2143,328,1,2,3,1,197,95,0.48,0.03,0.01,0,0,0,normal
0,tcp,SF,1874,0,1,1,1,1,7,7,1,0,1,0,0,0,normal
0,tcp,S0,0,0,0,266,4,0.02,255,4,0.02,0.07,0,0,0,0,anomaly
0,tcp,S0,0,0,0,25,6,0.24,255,66,0.26,0.02,0.01,0,0,0,anomaly
0,tcp,S0,0,0,0,294,17,0.06,255,17,0.07,0.07,0,0,0,0,anomaly
0,udp,SF,44,127,0,65,145,1,255,254,1,0.01,0,0,0,0,normal
0,tcp,S0,0,0,0,135,19,0.14,255,19,0.07,0.05,0,0,0,0,anomaly
0,tcp,SF,151,1946,1,1,1,1,6,255,1,0,0.17,0.08,0,0,normal
0,tcp,SF,228,1271,1,7,7,1,30,255,1,0,0.03,0.04,0,0,normal
0,tcp,SF,2094,329,1,1,5,1,92,241,0.98,0.02,0.01,0.01,0,0,normal
0,tcp,SF,1370,333,1,1,2,1,125,110,0.88,0.03,0.01,0,0,0,normal
0,tcp,SF,54540,8314,1,4,4,1,74,74,1,0,0.01,0,0.19,0.19,anomaly
0,udp,SF,105,146,0,1,1,1,5,4,0.8,0.4,0.2,0,0,0,normal
27,tcp,SF,1473,4152,1,1,1,1,110,25,0.23,0.05,0.01,0,0.03,0.04,normal
0,tcp,SF,154,30328,1,1,1,1,255,255,1,0,0,0,0,0,normal
0,tcp,S0,0,0,0,268,7,0.03,255,15,0.06,0.07,0,0,0,0,anomaly
0,tcp,S0,0,0,0,259,7,0.03,255,15,0.06,0.07,0,0,0,0,anomaly
0,tcp,SF,223,1208,1,50,50,1,99,255,1,0,0.02,0.03,0.01,0.01,normal
0,tcp,REJ,0,0,0,103,3,0.03,255,3,0.01,0.07,0,0,1,1,anomaly
0,icmp,SF,8,0,0,1,24,1,4,108,1,0,1,0.25,0,0,anomaly
15,tcp,SF,11430,1383,1,1,2,1,6,125,0.83,0.33,0.17,0.02,0,0,normal
0,tcp,S0,0,0,0,202,2,0.01,255,15,0.06,0.07,0,0,0,0,anomaly
0,tcp,REJ,0,0,0,1,1,1,64,2,0.02,1,0.02,1,0.95,1,anomaly
0,tcp,SF,217,931,1,18,18,1,25,255,1,0,0.04,0.03,0,0,normal
0,tcp,REJ,0,0,0,324,1,0,255,1,0,1,0,0,0.9,1,anomaly
0,icmp,SF,1032,0,0,510,510,1,255,153,0.6,0.03,0.6,0,0,0,anomaly
0,tcp,S0,0,0,0,90,17,0.19,255,12,0.05,0.08,0,0,0,0,anomaly
0,tcp,SF,221,337,1,5,7,1,18,255,1,0,0.06,0.04,0,0,normal
0,tcp,SF,306,2072,1,7,7,1,149,255,1,0,0.01,0.04,0,0,normal
0,icmp,SF,1032,0,0,511,511,1,255,21,0.08,0.18,0.08,0,0,0,anomaly
13,tcp,SF,954,328,1,1,2,1,40,28,0.7,0.05,0.03,0,0,0,normal
0,tcp,S0,0,0,0,76,11,0.14,255,18,0.07,0.06,0,0,0,0,anomaly
0,tcp,REJ,0,0,0,232,11,0.05,255,11,0.04,0.07,0,0,1,1,anomaly
0,tcp,S0,0,0,0,37,9,0.24,255,9,0.04,0.08,0,0,0,0,anomaly
0,tcp,SF,328,788,1,3,3,1,255,255,1,0,0,0,0,0,normal
0,tcp,S0,0,0,0,177,15,0.08,255,15,0.06,0.06,0,0,0,0,anomaly
0,tcp,S0,0,0,0,125,13,0.1,255,12,0.05,0.06,0,0,0,0,anomaly
0,tcp,S0,0,0,0,84,24,0.29,255,24,0.09,0.06,0,0,0,0,anomaly
0,tcp,SF,291,4858,1,41,41,1,255,255,1,0,0,0,0,0,normal
0,udp,SF,110,44,0,1,1,1,30,23,0.77,0.07,0.77,0,0,0,normal
0,tcp,SF,332,3085,1,42,44,1,255,255,1,0,0,0,0.02,0.02,normal
0,tcp,REJ,0,0,0,122,14,0.11,255,14,0.05,0.06,0,0,1,1,anomaly
0,icmp,SF,89,0,0,4,1,0.25,255,18,0.07,0.01,0.07,0,0,0,normal
0,tcp,REJ,0,0,0,254,6,0.02,255,6,0.02,0.08,0,0,1,1,anomaly
0,tcp,REJ,0,0,0,1,1,1,6,75,1,0,0.17,0.13,1,1,normal
0,tcp,SF,2932,327,1,1,1,1,100,67,0.67,0.03,0.01,0,0,0,normal
0,tcp,S0,0,0,0,245,11,0.04,255,11,0.04,0.06,0,0,0,0,anomaly
0,tcp,SF,239,501,1,5,6,1,5,255,1,0,0.2,0.04,0,0,normal
0,tcp,SF,301,310,1,11,13,1,11,255,1,0,0.09,0.02,0,0,normal
0,icmp,SF,8,0,0,1,13,1,3,41,1,0,1,0.27,0,0,anomaly
0,tcp,SF,236,667,1,2,2,1,59,255,1,0,0.02,0.01,0,0,normal
0,icmp,SF,18,0,0,1,1,1,1,178,1,0,1,1,0,0,anomaly
0,tcp,S0,0,0,0,12,4,0.33,255,6,0.02,0.08,0,0,0,0,anomaly
0,udp,SF,46,127,0,75,155,1,255,247,0.97,0.01,0,0,0,0,normal
0,tcp,SF,1821,332,1,1,1,1,135,187,0.64,0.03,0.01,0.01,0,0,normal
